created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text
2024-12-31T23:22:22.000Z,Sixth generation Oregonian,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T23:21:55.000Z,"St Paul, MN",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T23:16:33.000Z,United States,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T23:10:22.000Z,PNW,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T23:02:14.000Z,"Portland, OR",,,,False,affordable housing,"[USER] [USER] Liberals are coming to “city show and tell” with [ORGANIZATION] (with tents clogging downtown streets and sky-high rents *and* taxes) and conservatives are showing up with [PERSON] (with safe, clear downtowns and more affordable housing)."
2024-12-31T22:56:52.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:48:17.000Z,,,,,False,"homeless, homelessness",[USER] [USER] That’s where I’m from not where I live. There’s a reason why [ORGANIZATION] will always be home and I’ll never claim this dump. There was an article in [ORGANIZATION] that [PERSON] is the worst state when it comes to homelessness by population and 8th overall when the state is [DATE] in overall
2024-12-31T22:46:39.000Z,In My Barakolypse Bunker,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:37:54.000Z,NorthWest USA,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:35:52.000Z,,,,,False,homeless,"[ORGANIZATION] farewell to [ORGANIZATION] alright.  i left [ORGANIZATION] when homeless, crime and looters were more important than tax payers.  beautiful city looks like a disaster area.  where did all the business go too"
2024-12-31T22:31:04.000Z,,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T22:27:36.000Z,Northwest,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:23:16.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:16:52.000Z,"Venice Beach, Los Angeles",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:08:39.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:08:07.000Z,"Portland, OR",,,,False,homeless,"[USER] We’d be better off if you removed drugs &amp; addicts from our streets, removed the lawless homeless camps, &amp; acted as a deterrent to the violence that has overwhelmed [ORGANIZATION]

Instead you let people with expired [ORGANIZATION]; no license plates [STREET] on the roads, yet you bust this guy? [URL]"
2024-12-31T22:06:36.000Z,Sunny Southern California,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T22:00:40.000Z,PNW,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T21:57:30.000Z,"Walla Walla, WA",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T21:57:14.000Z, Washington,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:56:46.000Z,"Seattle, WA",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:54:56.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:54:47.000Z,"St. Louis, MO ",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:54:25.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:51:52.000Z,"Oregon, USA",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:45:50.000Z,,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T21:35:29.000Z,PNW,,,,False,homeless,"In [ORGANIZATION], [PERSON] the homeless have been given tents at about the same price per unit. [URL]"
2024-12-31T21:32:19.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:31:19.000Z,"Oregon, USA",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:30:47.000Z,"South Charleston, WV",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:29:38.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:27:18.000Z,,,,,False,homeless,"[USER] [USER] She's actually correct on this.  Especially so in [ORGANIZATION] cities like my own, [ORGANIZATION], [PERSON].

They literally focus on signing up the homeless, while struggling middle lower class fends for itself."
2024-12-31T21:24:24.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:17:10.000Z,United States,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T21:17:08.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:16:49.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:06:41.000Z,Western Forces,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:05:11.000Z,Wooley Swamp in Booger Woods,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:02:25.000Z,"Portland, OR",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T21:00:37.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:54:16.000Z,Mount Etna,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:52:59.000Z,Canada,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:49:26.000Z,"Maple Ridge, British Columbia",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:49:06.000Z,"Oakland, CA",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T20:48:47.000Z,"Idaho, USA",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:48:15.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:47:21.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:45:20.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:44:29.000Z,"SociallyDistant rd.Oregon, USA",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:41:52.000Z,Portland Oregon,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:41:03.000Z,,,,,False,"homeless, homelessness",Homelessness is [LOCATION] is a for profit business for “non profits” and gov’t agencies. [URL]
2024-12-31T20:38:29.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:35:59.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:34:34.000Z,Oregon,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:34:30.000Z,,,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:34:15.000Z,"Portland, OR",,,,True,"homeless, homelessness","[ORGANIZATION] is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and inte…"
2024-12-31T20:31:01.000Z,"Portland, OR",,,,False,"homeless, homelessness","Homelessness is “a piece of cake” DATE0 I was in downtown [ORGANIZATION], [PERSON] on [LOCATION] and interviewed [ORGANIZATION] and asked her what it’s like to be homeless in [ORGANIZATION]. Her response struck a chord and within [TIME], it went worldwide viral. [USER] even [URL]"
2024-12-31T19:22:34.000Z,,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T18:59:40.000Z,Mementos of Nexxus Host,,,,False,homeless,"[USER] Most cities claimed to Be Like That realistically aren't, beyond a few lower income areas. [ORGANIZATION], [PERSON] comes to mind. Screams of social collapse and it was the highest standard of living I ever had. I lived better homeless there than I did employed in GPE2."
2024-12-31T18:27:59.000Z,"Lebanon, OR",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T18:26:35.000Z,United States,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T18:25:35.000Z,,,,,False,homeless,"[ORGANIZATION] Though according to some of my family members, [ORGANIZATION] has made some progress on homeless recently, like [ORGANIZATION]."
2024-12-31T18:21:32.000Z,parts unkown,,,,True,homeless,"RT [USER]: OREGON 

HOMELESS CRISIS

[ORGANIZATION]'s [ORGANIZATION] [PERSON] discusses the [ORGANIZATION] crisis in [PERSON].

Follow…"
2024-12-31T18:13:21.000Z,USA ,,,,False,homeless,"[USER] They destroyed [ORGANIZATION]. It all started with the homeless graffiti, the trash by [ORGANIZATION] and all over [PERSON] and no law enforcement to keep it clean. What a wreck of a dump."
2024-12-31T17:45:29.000Z,,,,,False,homeless,[USER] [USER] Try visiting [ORGANIZATION] and give me a count of homeless people
2024-12-31T17:27:21.000Z,"Santa Cruz, CA",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T17:20:10.000Z,Somewhere North and West,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T17:18:28.000Z,"Oregon, USA",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T16:59:20.000Z,PNW,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T16:05:11.000Z,,,,,False,homeless,PERSON0 Their fake outrage banned gas leaf blowers in [ORGANIZATION] metro DATE0 for the “environment” and are banning diesel large trucks/[PERSON]. Selective outrage as usual. Literal cesspools in forests and fires lit by the homeless camps are fine of course.
2024-12-31T15:29:47.000Z,Portland Oregon 🌹📝,,,,True,,RT [USER]: There's fucking assholes who go around filming folks to put on the internet to make themselves famous for reporting on…
2024-12-31T15:13:26.000Z,Portland Oregon 🌹📝,,,,True,homeless,RT [USER]: [ORGANIZATION] is located in downtown [ORGANIZATION]; a lot of homeless folks go there to seek help. There is a [ORGANIZATION]…
2024-12-31T14:39:07.000Z,,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T14:29:11.000Z,,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T14:21:19.000Z,United States,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T14:12:42.000Z,,,,,False,homeless,"[USER] I know a lot of people in the [ORGANIZATION] / GPE1 area and until [ORGANIZATION] they had some problems, but nothing like we have in GPE2.  In talking  to them now…they are seeing an uptick in the homeless and migrant population. It is a classic, [PERSON] gotta see it"
2024-12-31T14:10:26.000Z,USA,,,,True,homeless,RT [USER]: Breaking: arson attack on rapid response cleanup during a homeless camp sweep in north [ORGANIZATION] [URL]…
2024-12-31T13:53:42.000Z,Portland Oregon 🌹📝,,,,True,homeless,"RT [USER]: [ORGANIZATION] is located in downtown [ORGANIZATION], [PERSON] over by the [INSTITUTION] &FAC0; where a lot of the homeless ar…"
2024-12-31T13:53:40.000Z,Portland Oregon 🌹📝,,,,True,homeless,RT [USER]: Meanwhile [ORGANIZATION] has a functional facility to assist the homeless [ORGANIZATION]; [ORGANIZATION]; comp access to look for jobs or h…
2024-12-31T13:51:46.000Z,Portland Oregon 🌹📝,,,,True,,"RT [USER]: 🤨😒😑
[ORGANIZATION] [URL]"
2024-12-31T13:50:55.000Z,Portland Oregon 🌹📝,,,,True,homeless,RT [USER]: Do you think maybe the narrative could have been changed if these scumbag grifting fools didn't exploit the homeless f…
2024-12-31T13:43:00.000Z,Portland Oregon 🌹📝,,,,False,homeless,Fucking idiot. He got indicted for stealing multiple homeless people's identity. This mother fucker is destroying the image of [ORGANIZATION]. Fuck him. Fuck this bullshit. He is NOT OFFERING ANY SOLUTIONS. He just exploits [ORGANIZATION]; bashes on the other social service providers. 🤨👿 [URL]
2024-12-31T12:50:41.000Z,"Phoenix, Arizona",,,,False,"homeless, homelessness","[USER] [USER] I had a lovely, but [ORGANIZATION] friend comment at dinner, as a slight dig at my politics…”I drove thru [ORGANIZATION]. Didn’t see much homelessness. Crisis is overblown.”😳

Left ‘looks the other [STREET]’ from reality so easily."
2024-12-31T11:54:29.000Z,Southern Oregon,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T11:16:07.000Z,"Oregon, USA",,,,False,homeless,"[USER] Oh gosh. I live in [ORGANIZATION]. I'm sure there are areas of [PERSON] that look like this, too. I haven't traveled to [PERSON] in [ORGANIZATION]. Too much drugs, too much violence, too much homeless. I don't miss it."
2024-12-31T10:31:30.000Z,Roskey island ,,,,False,homeless,"I’m going to make 2 movies, 1 where I go to [ORGANIZATION] and [PERSON] to record the homeless crackheads, 2 The title of the second movie will be called, “what people will do for money” and it’s where I will drop money on the ground or awkward places and they will pick it up."
2024-12-31T08:19:43.000Z,"Nashville, TN",,,,False,homeless,"One of the best parts about being a [TIME] reporter is you don’t know what’s on your bingo card

[ORGANIZATION] was jam-packed, here’s a look

DATE1 | People rescuing rats from homeless camp:
[URL]"
2024-12-31T07:52:48.000Z,,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T07:05:15.000Z,Houston,,,,True,,"RT [USER]: Looks like [ORGANIZATION] realized their knee jerk announcement to boycott [PERSON] wasn’t a bright idea.

It would have had no e…"
2024-12-31T06:30:42.000Z,"Gresham, OR",,,,False,"homeless, homelessness","I'm incredibly sick of the failed policies that have been plaguing [ORGANIZATION] for [ORGANIZATION]. [PERSON] has been reduced to a shell of its former self, while homelessness and drug use has skyrocketed since legalization. The [PERSON] Water Bureau has been doing incredibly fishy things [1/3]"
2024-12-31T06:30:05.000Z,Noneya ,,,,True,homeless,"RT [USER]: In the city of GPE0GPE1, you can have homeless junkies strung out across the [STREET] from a children's elementary school…"
2024-12-31T05:55:26.000Z,San Francisco ,,,,False,,"[USER] [USER] ""Put up fences then!"" You might suggest...
[URL]"
2024-12-31T05:42:14.000Z,"Oregon, USA",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T05:39:57.000Z,Noneya ,,,,True,,"RT [USER]: [ORGANIZATION] Mayor Elect [ORGANIZATION] needs to **Enforce-The-Code** on [ORGANIZATION] and Enact a Mass [STREET] Eviction

They can eith…"
2024-12-31T05:33:44.000Z,,,,,False,homeless,"[USER] [USER] [USER] Exactly. And it's cheap. It's taking over the homeless population hard core. The crisis response in [ORGANIZATION] was to hand out clean needles and foil, and narcan. Oh, and decriminalizing drug use, so people were smoking it right out in the open."
2024-12-31T05:03:27.000Z,,,,,False,homeless,[USER] Impossible. Anyone who's been to [ORGANIZATION] recently has seen homeless inside [ORGANIZATION] [INSTITUTION] terminal. Have not seen that at any other metro terminal. You're scraping the bottom when that's happening.
2024-12-31T04:55:35.000Z,,,,,False,"homeless, homelessness",So if you go by population [ORGANIZATION] is by far the worst regarding homelessness. The city of [PERSON] is literally the worst city in GPE2. Everyone in a position of power needs to be fired immediately. [URL] [URL]
2024-12-31T04:52:12.000Z,Earth. ,,,,False,"homeless, homelessness","[USER] You might outlast them but the damage could be critical, if not to you then down the line. [ORGANIZATION] is a mess in its own right with homelessness and tolerance..the effects spread east and west from there and [PERSON]. [ORGANIZATION] and [PERSON] hanging tough."
2024-12-31T04:13:12.000Z,,,,,False,homeless,[USER] [USER] [ORGANIZATION] homeless problem in [ORGANIZATION] already takes [ORGANIZATION] out of the running
2024-12-31T04:07:54.000Z,PNW,,,,False,homeless,"[ORGANIZATION][ORGANIZATION]'s [ORGANIZATION] [PERSON] discusses the [ORGANIZATION] crisis in [PERSON].

Follow [USER]

[USER]
[USER]

Source: [ORGANIZATION]: PERSON1

WATCH: [URL]"
2024-12-31T03:37:36.000Z,Sixth generation Oregonian,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T03:26:58.000Z,"Oregon, USA",,,,False,"homeless, homelessness","Interesting watch - these lovely ladies discuss [ORGANIZATION]'s homelessness, drug use, and other issues that plague us on [ORGANIZATION]. [URL]"
2024-12-31T03:20:26.000Z,,,,,False,homeless,"[USER] [USER] Probably the same drugs they legalized in leftist shit holes like [ORGANIZATION] and [PERSON], with their ridiculous leftist policies policies, and created an entire generation of hopeless addicts and homeless.

Probably those drugs"
2024-12-31T02:07:34.000Z,United States,,,,False,homeless,"[USER] [USER] Facts many states offer ""travelers aid"" which is just the result of them mostly [ORGANIZATION] ridding themselves of their homeless issue and sending them 1 [STREET] too a blue stronghold ergo creating a huge shit hole aka [PERSON] and [ORGANIZATION]"
2024-12-31T01:57:24.000Z,Who is 'da hoe'?  You or I?,,,,False,homeless,[USER] What about [ORGANIZATION] as far as city rankings go?  What city has the highest per capita homeless rate?
2024-12-31T01:44:38.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] [USER] As another west coaster i can tell u dont go there

they go hand in hand with “prettiness” the [ORGANIZATION] are beautiful too especially in the fall time. 

The north east [ORGANIZATION] is also extremely woke..almost all of those states are blue

Instead of [ORGANIZATION] u get the [ORGANIZATION] homeless"
2024-12-31T01:42:41.000Z,,,,,False,homeless,"[USER] [USER] Still, [ORGANIZATION] doesn't have one of the highest crime rates in the nation. That would be [ORGANIZATION], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, GPE9, and [ORGANIZATION]0. [ORGANIZATION]1's in the Top 20. And majority of crimes aren't committed by homeless."
2024-12-31T01:40:59.000Z,"Oregon, USA",,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T01:24:42.000Z,,,,,False,homeless,[USER] If it wasn’t for the Politicians murdering the homeless we’d be #1. Come on [ORGANIZATION]. We can do this.
2024-12-31T01:22:20.000Z,Clown World,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T01:04:52.000Z,Blue Collar Union Misogynist ,,,,False,homeless,[USER] In [ORGANIZATION]  during [ORGANIZATION] times they’ve said “jails are full”. They also have an insane amount of money building up from a [LOCATION] homeless tax that just sits because they of course won’t build apartments with it just these camps of sheds in parking lots
2024-12-31T00:46:43.000Z,"Fairfield, ME",,,,False,homeless,"[USER] [USER] Every city in [ORGANIZATION] is a no go zone. [PERSON], [ORGANIZATION], [PERSON], [PERSON], [PERSON], South [PERSON]. Hell, I grew up in the area and GPE7 ain't that good anymore. The ORG0 idiots and homeless run the city along with the criminals."
2024-12-31T00:45:26.000Z,California Refugee. Oregon,,,,True,,"[ORGANIZATION]: In [ORGANIZATION],  especially around [P[ORGANIZATION]SON].   It appears that more than 70% of our [ORGANIZATION] visits &amp; [ORGANIZATION] is being used by o…"
2024-12-31T00:22:29.000Z, North America,,,,True,affordable housing,RT [USER]: So much for affordable housing in [ORGANIZATION]! [URL]  is predicting housing prices in the [ORGANIZATION] area [ORGANIZATION]…
