city,article_title,article_date,article_source,city_source,paragraph_text,keywords_matched,original_count,processed_count,was_shortened,used_sentence_method,segment_count,segment_index
fayetteville,King's Birthday Honours,2023-06-17T00:00:00Z,The Daily Telegraph (London),KFSM,"Voluntary Youth Organisations for services to Young People in Essex Emma Elizabeth Fry Emma Bristow, for services to Motor Sports and Women in Sport John Fyffe, for services to Education and to Young People in Scotland Pauline Marie Gamester, Founder, Connector Media Community Interest Co and Co-Founder and Director, Sewing Room for services to Social Enterprise and to the community in Lancashire Janice Rosanne Gault, Ch Executive, Northern Ireland Hotels Fed for services to Tourism and Hospitality Rosamund Jane Gentle, for voluntary service to Children with Special Needs and their Families in West Sussex Diana Judith Gerald, Ch Executive Officer, Book Trust for services to Reading and Childrens Literature Michael Frederick Gibbons, Comm Operations, St John Ambulance for Voluntary Service Mary Gillespie, People and Capability Team, HM Treasury for services to People with Disabilities Sarah Na-Lamle Godwin Lamptey, Founder, ShowerBox for services to Homeless People Dr Alice Karen Good, Founder, Sunflower Sisters for services to Ukrainian Refugees Mark Andrew Goodway, Founder and Ch Executive, Matthew Tree Project Charity for services to Charity and to Disadvantaged People Jon-Paul Graham, Head of City Operations, Gt London Authority for services to the State Funeral of Her Majesty Queen Elizabeth II William Gerald Gray, Chmn, Royal Highland and Agric Society of Scotland for services to Agric, to Charity and to the community in Scotland Sarah Greenhalgh Sarah Smith, Chair, Tobacco Factory Theatres for services to Theatre and to the community in Bristol and Cornwall Luke Peter Grenfell-Shaw, Cancer Activist and Cyclist, Founder, Bristol2Beijing for services to Charitable Fundraising for People with Cancer Colin James Griffiths, Campaigner, Maternity Services, Shrewsbury and Telford Hosp NHS Trust for services to Maternity Healthcare Jacqueline Amanda Griffiths, Sen Policy Adviser, Dept for Business and Trade for Public Service John Parry Griffiths, Coach, British Canoeing for services to Canoeing and Paddlesport Kayleigh Rhianon Griffiths, Campaigner, Maternity Services, Shrewsbury and Telford Hosp NHS Trust for services to Maternity Healthcare Rhiannon Mair Griffiths, Co-Founder and MD, Comics Youth for services to Young People Nigel Sylvester Guy, Director, Windrush Generations UK for services to the Windrush Generation Lynne Haines, Headteacher, Greenvale School, London Borough of Lewisham for services to Children and Young People with Special Educational Needs Lindsey Victoria Hall, Ch Executive Officer, Real Ideas Organisation for services to Social Enterprise and to the community in Cornwall and Plymouth Thomas Kingsley Hall, Welfare Support Officer, BLESMA for services to Veterans in Wales William Andrew Hall, MC, Head of Testing, Exercising and Activation Team, Cabinet Office for services to the State Funeral of Her Majesty Queen Elizabeth II Stephen Philip Hallam, lately MD, Ye Olde Pork Pie Shoppe, Melton Mowbray for services to the Baking Industry and to the community in Leicestershire and Lincolnshire Jenny Halpern Prince, Founder and Chair, Access Aspiration for services to Charity, to Young People and to Social Mobility Caroline Marie Hamilton, Ch Executive, Safety Assessment Fed for services to Business and to Eng Elaine Hammans, lately Head of Early Years, Southend City Council, Essex for services to Education Dr Stewart John Harding, lately Co-Founder, Parks Agency and Director, GreenSpace for services to Heritage and Park Conservation Jennifer Anne Hardy, Campaigner and Founder, Cancer Card for services to Cancer Support Andrea Harford, lately Work Coach Team Leader, Dept for Work and Pensions for services to People with Autism Robert Harper, Volunteer, Belfast Lough Sailability for services to Sailing for People with Disabilities in Northern Ireland Kathryn Ann Harper-Quinn, Headteacher, Hounslow Heath Infant and Nursery School, London Borough of Hounslow for services to Education Dr Victoria Louise Harrington, lately Asst Ch Officer, Essex Police for services to Policing Mary Rosaleen Harrison, Headteacher, St Francis Catholic Primary, Morley, Leeds for services to Education Tanya Olivia Harrod, Art Historian for services to the Crafts Emma",homeless,2,2,False,True,1,0
fayetteville,King's Birthday Honours,2023-06-17T00:00:00Z,The Daily Telegraph (London),KFSM,"Executive for services to Social Housing Petro Rewko, Board Chmn, Assn of Ukrainians in GB for services to the Ukrainian Community Dr Martin Richard Finch Reynolds, Volunteers Co-ordinator, MissionAssist Charity for services to Indigenous Languages Suzanne Jacqueline Richards, Campaigner, Smile for Joel for services to People Bereaved by Homicide Elizabeth Anne Rix, Ch Nurse, Portsmouth Hospitals Univ NHS Trust for services to Nursing Leadership Paul Anthony Roach, Town Manager, Windsor, Eton and Ascot and Deputy Chair, Ceremonial Events Planning Group, Royal Borough of Windsor and Maidenhead for services to the State Funeral of Her Majesty Queen Elizabeth II Sonia Heather Roberts, for services to the community in Shropshire Dr Claire Elisabeth Robinson, Consultant Radiographer in Forensic Imaging, Univ Hospitals of Leicester NHS Trust for services to Forensic Investigations Graham Robinson, Policy Manager, Scottish Government for services to Equality in Scotland Suzann Marie Robinson Suzann McLean, Ch Executive Offr and Artistic Director, Theatre Peckham for services to the Arts and to Marginalised Young People in London Lt-Col Rtd Paul Damian Rodgers, Staff Officer, HQ Infantry, MoD for services to the Army and to Veterans Ian Malcolm Rogers, Athletics Official for services to Athletics Helen Margaret Rooker Helen Hughes, lately Voluntary Ch Executive Officer, Ludlow Assembly Rooms for services to Charity, to the Arts and to the community in Ludlow, Shropshire Alison Ross, Operations and Culture Director, Auto Trader for services to the Digital and Technology Industry Erika Ann Rushton, Co-Founder, Kindred Liverpool City Region Community Interest Company for services to Civil Society and to Social Enterprise Alison Ryland, lately Head of Healthcare, HM Prisons Usk and Prescoed, Aneurin Bevan Univ Health Board for services to Prison Healthcare in Monmouthshire Narinder Singh Sagoo, for services to Charity Reverend Fiona Jean Sample, Founder and Ch Executive Officer, Oswin Project for services to the Rehabilitation of Offenders Bilal Bin Saqib, Co-Founder, One Million Meals for services to the NHS and to the community in Stanmore, London Borough of Harrow Prodaman Kumar Sarwal, lately Trustee, Chatham Historic Dockyard Trust and Chair, Master Ropemakersfor services to Heritage and to the Charitable Sector Jacqueline Ann Sawdon, Co-Founder, Exodus Project for services to Young People and to Charity in Barnsley, S Yorks Martin Harold Sawdon, Co-Founder, Exodus Project for services to Young People and to Charity in Barnsley, S Yorks Clare Elizabeth Scherer, Ch Executive Officer, Naval Childrens Charity for services to RN Families Kendra Amelia Schneller, Homeless and Inclusion Health Programme Lead, Queens Nursing Inst and Nurse Practitioner, Guys and St Thomas NHS Foundation Trust for services to Homeless and Inclusion Health Nursing Susannah Ruth Schofield, for services to Journalism and to Diversity in the Broadcasting Industry Joe Scotland, Director, Studio Voltaire for services to Art Jane Elizabeth Scott, Div Bereavement Project Lead Midwife, West Hertfordshire Teaching Hospitals NHS Trust, and Lead and Founder, National Bereavement Midwives Forum for services to Bereaved Parents Sophie Elizabeth Scowen, Major Ceremonials Manager, Gt London Authority for services to the State Funeral of Her Majesty Queen Elizabeth II Richard Anthony Selby, DL, MD Pro Steel Eng and National Chair, Inst of Directors for services to the Economy and to Charity in Wales John Alexander Charles Sennett, Police Staff, Met Police Service for services to Policing Dr Farrukh Tasnim Shah, Consultant Haematologist, Whittington Health NHS Trust for services to Thalassaemia and Sickle Cell Patients Sarah Isobel Sharpe, lately Support Staff Member, National Assembly for Wales for Political and Public Service Catherine Annette Shaw, Lead Advanced Nurse Practitioner, NHS Highland for services to Nursing in Rural Scotland Dr Natalie Susannah Shenker, Co-Founder, Human Milk Foundation for services to Charity and to Human Milk Banking Fallon Suzanne Michelle Sherrock, for services to Darts Mercy Lusungu Shibemba, Speaker and Campaigner for services to People with HIV Colin Shields, for services to Ice Hockey Samuel Shouksmith, Team Leader, MoD for services to Defence David Arthur Shreeve, Co-Founder and Director, Conservation Foundation and Environmental Adviser, Archbishops Council, Church of England for services to the Environment Andrew Paul Simpson, Head of Digital Comms, Dept for Culture, Media and Sport for services to Government Comms James Simpson, for services to Wheelchair Rugby League Michelle Gabriel Anita Simpson, Project Co-ordinator, St Columbs Park House for services to Young People in Northern Ireland Dr Inderjit Singh, for voluntary and charitable services to the community in Scotland Harvinder Singh Rai, Sergeant, West Midlands Police for services to Policing and to the Sikh Community Rosalind Margaret Slinger, Chair, Centre Membership Committee, Pony Club for services to Equestrianism and to Charity David Mark Smith, lately Ch Executive, Energy Networks",homeless,2,2,False,True,1,0
fayetteville,King's Birthday Honours,2023-06-17T00:00:00Z,The Daily Telegraph (London),KFSM,"Criminal Justice and Learning Disabilities, Royal College of Nursing for services to Healthcare Access Joan Mary Norman, Scout Leader, 1st Eye Scout Group for services to Young People and to the community in Suffolk Suzanne Jayne Oldnall, Domestic Abuse Advocate for services to the Victims of Domestic Abuse Simon Timothy Graham Otter, for services to the community in Wimbledon, London Borough of Merton, particularly during Covid-19 Rebecca Oyeyemi Oyelami, Sen Programme Manager, Policy and Programme Management, Cabinet Office for services to the State Funeral of Her Majesty Queen Elizabeth II Dr Andrew Paul Padmore, Artistic Director and Conductor, Yorkshire Philharmonic Choir for services to Music Barry Arnold Palmer, Head of Safety and Security, Tate for services to the State Funeral of Her Majesty Queen Elizabeth II Hetalban Mayank Patel, Compliance and Investigation Officer, HM Revenue and Customs for services to Homeless People in Newcastle upon Tyne Virendra Mahendrakumar Patel, Technical Support Partner, John Lewis and Partners for services to the community in Hampshire Dr Ian Pattison, lately Chair, NHS Sunderland Clinical Commissioning Group for services to the NHS Corina Antonette Pearce, Programme and Policy Manager, Land Transport National Security, Dept for Transport for services to the State Funeral of Her Majesty Queen Elizabeth II Teresa Maryann Pearson, Station Manager, Staines and Windsor and Eton Riverside, SW ern Railway for services to the State Funeral of Her Majesty Queen Elizabeth II Rolf Penzias, for services to Holocaust Remembrance and Education Reginald Roy Pierce, lately Chair, Business Radio Council, Fed of Communication Services for services to Business and Radio Comms Dr Lewis Thomas Potter, Founder, Geeky Medics and GP Registrar for services to Higher Education and to Medicine Peter Solomon Quigley, for voluntary services to the community in Belfast Sally Ann Ralston, Community Engagement Manager, Merseyrail for services to the Rail Industry and to Charity in the Liverpool City Region Paul Martin Reeves, Head of Nursing for Education and New Roles, NHS England for services to Nursing Ronald Thomas Richards, Sec, SW Volleyball Assn for services to Volleyball and to the community in SW England Judith Ann Richardson, Lifeboat Press Officer, Dungeness Lifeboat Station, Royal National Lifeboat Institution for services to Maritime Safety Lydia Catherine Riding, Deputy Head of Programme Management, Cabinet Office for services to the State Funeral of Her Majesty Queen Elizabeth II Suzanne Ripton, for services to Holocaust Education and Remembrance Victoria Robertson, Founder and Ch Executive, Kaleidoscopic UK for services to Victims of Domestic Violence and to Refugees Julia Robinson, for services to Public Libraries and to the community in NE England Margaret Elizabeth Robinson, for services to the Girlguiding Movement in Northern Ireland Thomas Pringle Robson, Fundraiser for charitable services to the community in Newcastle upon Tyne Hilary Rodgers, for services to Homeless People and to the community in Kettering, Northamptonshire, particularly during Covid-19 Dr Paul Francis Rodgers, for services to Homeless People and to the community in Kettering, Northamptonshire, particularly during Covid-19 Margaret Mary Rooney, Business Support Officer, Patient and Client Support Services, Belfast Health and Social Care Trust for services to Health and Social Care Mandy Rowlatt, Head of Prosecutions, Northamptonshire Police for services to Policing Sandra Louise Ruddock, Co-Founder and Owner, Scarlett amp Mustardfor services to Business and to the Voluntary Sector in Norfolk and Suffolk Louise Russell, Founder and Ch Executive, Give a Dog a Boneand an Animal a Home for services to Charity and to Tackling Loneliness and Isolation in Older People in Scotland Lynva Jane Russell, for services to the Environment in W Yorks Christopher Robin Rutt, for services to the community in Kilve, Somerset Sunethie Salig, for services to Law Enforcement and to Diversity Jonathan Paul Sanderson, for services to Athletics and to the community in Telford and Wrekin, Shropshire Michael Frederick Arnold Sayer, for services to the community in Bodham, Norfolk Joseph Henry Seddon, Founder, Zero Gravity for services to Social Mobility Nanar Setrakian, Strategy and Protocol Project Manager, Cabinet Office for services to the State Funeral of Her Majesty Queen Elizabeth II Elaine Shallcross, Pickleball Player, Coach, Administrator and Intl Fed of Pickleball Ambassador for services to Pickleball Maurice Grahme Shearer, for services to the community through the YMCA in Carrickfergus, Co Antrim Lucy Jessica Shuker, Paralympic Wheelchair Tennis Player for services to Sport Yasmin Sidhwa, Founder and Director, Mandala Theatre Company for services to Drama Mark Simpson, lately Head of Public Enquiry Service, House of Lords for services to Parliament Jeanette Anita Sloan, for services to Knitwear Design and to Diversity in the Fine Arts Bryan Frederick Smith, Coach for services to Athletics Eric Smith, for services to Radio and to the community in Shropshire James Leslie Smith, Researcher for voluntary service to Veterans of the Cyprus Emergency and their Families John Desmond Smith, for services to Music and to Charity Kim Lorraine Smith, for services to the community in Winshill, Staffordshire particularly during Covid-19 George Stables, Boxing Coach and Official for services to Amateur Boxing in Devon David John Stallard, for services to Mental Health in the Scottish Highlands Royston Esler Starkey, for services to Mineralogy Paul Stead, Leader, 9th Doncaster Scout Group for services to Young People in Doncaster, S Yorks Frank Dermott Stevens, for voluntary services to Swimming in Northern Ireland Gordon Brodie Stewart, Organist, Teacher and Conductor for services to Music Susan Stone, for services to Education Charles Edwin Summers, Director, Volunteer and Project Manager, Lynton and Barnstaple Railway Trust for services to Heritage Geoffrey Bruce Sword, lately Chair, Summerseat Players for services to Drama and to the community in Gt Manchester and East Lancashire Elizabeth Tait, Emergency Response Volunteer, British Red Cross for services to the State Funeral of Her Majesty Queen Elizabeth II Shula Anita Joan Tajima, Director, Windsor and Maidenhead Youth and Community Counselling Service for services to the community in Berkshire David William Tarr, for services to Ashton Keynes Primary and to the community in Ashton Keynes, Wiltshire Jane Tattam, Founder and lately Chair, Needed Urgent Remedial and Surgical Equipment Charity for services to Fundraising for the NHS and to the community in Beverley, East Riding of Yorkshire Tracey Sandra Tatum, lately Manager, Mill View Care Home, Bradford, W Yorks for services to People with Dementia Ernest Reginald Telford, for services to the Somme Nursing Home, Belfast during Covid-19 Jaime Terese Eastham Thurston, Founder and Ch Executive Officer, 52 Lives for services to Charity Trudi Elin Togneri, lately Sen Technician, Stirling High School for services to Young People and to the community in Stirling Katy Turner, lately Sen Carer, Caring Connections for services to Social Care during Covid-19 Dr Trevor Charles Tween, Ecologist, Luton BC for services to Conservation and Wildlife Roy Tyzack, for services to the community in Brentwood, Essex Dr Rosemary Stacy Waddy, District Logistics Officer, St John Ambulance for services to the State Funeral of Her Majesty Queen Elizabeth II Claudia Helen Walker, Member, Grp Executive Committee, 1st Keswick Scout Group for services to Young People in Cumbria Jane Elizabeth Walker, President, Edinburgh, Lothian and Fife, British Red Cross for voluntary service to the Red Cross Kendal Walker, Team Leader, MoD for services to Defence Selwyn Richard Sykes Walker, for services to the community in Preston Candover, Hampshire Eleanor Walsh, Swimming Coach for services to Swimming and to the community in Cockermouth, Cumbria Clive Edward Frank",homeless,5,5,False,True,1,0
fayetteville,See the full list of people named in the King's Birthday Honours for 2023,2023-06-16T00:00:00Z,Bournemouth Echo,KFSM,"Founder, ShowerBox. For services to Homeless People. Woodstock, Oxfordshire Dr Alice Karen Good.",homeless,1867,3,True,True,4,0
fayetteville,See the full list of people named in the King's Birthday Honours for 2023,2023-06-16T00:00:00Z,Bournemouth Echo,KFSM,"Chichester, West Sussex Kendra Amelia Schneller. Homeless and Inclusion Health Programme Lead, Queen-s Nursing Institute and Nurse Practitioner, Guy-s and St Thomas- NHS Foundation Trust. For services to Homeless and Inclusion Health Nursing. London Susannah Ruth Schofield.",homeless,1867,4,True,True,4,1
fayetteville,See the full list of people named in the King's Birthday Honours for 2023,2023-06-16T00:00:00Z,Bournemouth Echo,KFSM,"Compliance and Investigation Officer, HM Revenue and Customs. For services to Homeless People in Newcastle upon Tyne. Newcastle upon Tyne, Tyne and Wear Virendra Mahendrakumar Patel.",homeless,1867,3,True,True,4,2
fayetteville,See the full list of people named in the King's Birthday Honours for 2023,2023-06-16T00:00:00Z,Bournemouth Echo,KFSM,"Newcastle upon Tyne, Tyne and Wear Hilary Rodgers. For services to Homeless People and to the community in Kettering, Northamptonshire, particularly during Covid-19. Kettering, Northamptonshire Dr Paul Francis Rodgers. For services to Homeless People and to the community in Kettering, Northamptonshire, particularly during Covid-19. Kettering, Northamptonshire Margaret Mary Rooney.",homeless,1867,5,True,True,4,3
fayetteville,KING'S BIRTHDAY HONOURS LIST 2023,2023-06-16T00:00:00Z,PA UK & Ireland National Newswire,KFSM,"Sarah Na-Lamle Godwin Lamptey. Founder, ShowerBox. For services to Homeless People. Woodstock, Oxfordshire",homeless,4,4,False,True,1,0
fayetteville,KING'S BIRTHDAY HONOURS LIST 2023,2023-06-16T00:00:00Z,PA UK & Ireland National Newswire,KFSM,"Kendra Amelia Schneller. Homeless and Inclusion Health Programme Lead, Queens Nursing Institute and Nurse Practitioner, Guys and St Thomas NHS Foundation Trust. For services to Homeless and Inclusion Health Nursing. London",homeless,4,4,False,True,1,0
fayetteville,KING'S BIRTHDAY HONOURS LIST 2023,2023-06-16T00:00:00Z,PA UK & Ireland National Newswire,KFSM,"Hetalban Mayank Patel. Compliance and Investigation Officer, HM Revenue and Customs. For services to Homeless People in Newcastle upon Tyne. Newcastle upon Tyne, Tyne and Wear",homeless,4,4,False,True,1,0
fayetteville,KING'S BIRTHDAY HONOURS LIST 2023,2023-06-16T00:00:00Z,PA UK & Ireland National Newswire,KFSM,"Hilary Rodgers. For services to Homeless People and to the community in Kettering, Northamptonshire, particularly during Covid-19. Kettering, Northamptonshire",homeless,3,3,False,True,1,0
fayetteville,KING'S BIRTHDAY HONOURS LIST 2023,2023-06-16T00:00:00Z,PA UK & Ireland National Newswire,KFSM,"Dr Paul Francis Rodgers. For services to Homeless People and to the community in Kettering, Northamptonshire, particularly during Covid-19. Kettering, Northamptonshire",homeless,3,3,False,True,1,0
fayetteville,Holidays Prompt Giving From Religious Groups,2018-12-05T00:00:00Z,University Wire,The Arkansas Traveler,"After the eviction of a homeless encampment Spet. 6, Northwest Arkansas, there is an increased need for religious charity this holiday season.",homeless,1,1,False,True,1,0
