city,article_title,article_date,article_source,city_source,paragraph_text,keywords_matched,original_count,processed_count,was_shortened,used_sentence_method,segment_count,segment_index
elpaso,"Shifting Baselines in a Time of Climate Change, Systems Stagnation, Life and Death in a Time of Amnesia",2019-02-21T00:00:00Z,Dissident Voice,El Paso Times,"This is the shifting baseline syndrome, which is a sickness tied to outfits like the Salvation Army using PR flaks and using the fact there are no newspapers in Washington County to cover local news and this disturbing show of military force and what the implications of a military operation in their neighborhood might mean in the future. No less, against a veteran who was getting services from a well-known homeless center. Local news, and then news that has national and international implications, lost.","homeless, squatter",216,3,True,True,3,1
elpaso,"Shifting Baselines in a Time of Climate Change, Systems Stagnation, Life and Death in a Time of Amnesia",2019-02-21T00:00:00Z,Dissident Voice,El Paso Times,Mojado  wetback. Squatter. Beaner.,"homeless, squatter",216,3,True,True,3,2
elpaso,Back at Ground-Truthing Again and Again and Again,2021-10-14T00:00:00Z,Dissident Voice,El Paso Times,"Or the TSA guy smelling my feet at the airport. This judge is human scum, and while this is of national and international importance, I have been in courtrooms local, small and midsized town where women lost their children, where drug addicted got the book thrown at them, where homeless rough sleepers were fined and incarcerated, where people more sane than this judge were committed to mental ward. This is the truth about systems of oppression, about modern white civilization, a fucked up rule of law lawlessness.",homeless,171,3,True,True,1,0
elpaso,Checklist of White House Press Releases,2021-10-22T00:00:00Z,Public Papers of the Presidents,El Paso Times,"Fact sheet The American Jobs Plan Will Produce, Preserve, and Retrofit More Than 2 Million Affordable Housing Units and Create Good-Paying Jobs",affordable housing,1,1,False,True,1,0
elpaso,Checklist of White House Press Releases,2021-10-22T00:00:00Z,Public Papers of the Presidents,El Paso Times,ICYMI Biden Administration Announces Immediate Actions To Increase Affordable Housing Supply,affordable housing,1,1,False,True,1,0
elpaso,Checklist of White House Press Releases,2021-10-22T00:00:00Z,Public Papers of the Presidents,El Paso Times,Fact sheet Biden-Harris Administration Announces Immediate Steps To Increase Affordable Housing Supply,affordable housing,1,1,False,True,1,0
elpaso,Checklist of White House Press Releases,2021-10-22T00:00:00Z,Public Papers of the Presidents,El Paso Times,"What They Are Saying Industry, Advocates, and Elected Officials Praise Immediate Administration Steps To Increase Affordable Housing Supply",affordable housing,1,1,False,True,1,0
elpaso,Sen. John Barrasso (R- WY ) Is Interviewed About The Trump Impeachment Trial; Jeff Sessions Blasts John Bolton For Book; President Trump Signs USMCA Trade Deal; Wavering Democrats Under Pressure; Some Democratic Senators May Be Considering Acquittal; Americans From Wuhan To Be Monitored At C.A. Air Base; WHO Considers Declaring Virus A Global Health Emergency; Adam Schiff Says He Does Not Know The Whistleblower; Trump Defense Team Argues Against Quid Pro Quo Claims; Warren Proposes Penalizing Posting False Information; Iowa Voters Express Concern Over Splintering System,2020-01-29T00:00:00Z,Fox News,El Paso Times,"The mystery man has finally been identified as Lazaro Ponce, who was homeless at the time staying at a camp with his wife near the Walmart. The FBI tracked him down in Memphis. Hes a day laborer who has been struggling with homelessness. But Lazaro Ponce, you were being hailed by many people, as tonights MIDNIGHT HERO.","homeless, homelessness",4,4,False,True,1,0
elpaso,"Senate Judiciary Committee Hearing ""Protecting Public Safety After New York State Rifle and Pistol Association v. Bruen."" Testimony by Amy Swearer, Senior Legal Fellow, Edwin Meese III Center for Legal and Judicial Studies, Heritage Foundation, Washington, D.C.",2023-03-15T00:00:00Z,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",KFOX,"9282022......Pensacola, FL.........Assault Knife...........................None Specified..................2..................Benjamin Johnson, ECSO will not charge man for shooting death of homeless man at Texas Drive underpass, Pensacola News Journal Oct. 4, 2022,",homeless,3,3,False,True,1,0
elpaso,PwC Charge: Asset Managers are Digital Tech 'Laggards',2017-12-01T00:00:00Z,Newstex Blogs,KFOX,"Infrastructure is shifting from pure-play, low-risk to deal sourcing, evaluation, and asset management. In real estate, asset managers in the years to come will make greater use of ways to gain exposure such as REITS and will expand in non-traditional areas such as rental, multi-generational, and affordable housing. Be Sociable, Share!",affordable housing,26,3,True,True,1,0
elpaso,NEW MEXICO SHOWS HOW PUBLIC ED CAN THRIVE AFTER COVID-19,2020-05-22T00:00:00Z,States News Service,KTSM,"In our states response to the pandemic, weve had to be very sensitive to issues of poverty, and the state has challenged districts to reach all children, including special education students and homeless students, she explained. In this kind of emergency situation, she believes community schools have an advantage because the model enables you to look at the whole child. A whole child approach considers more than just students academic outcomes to include attention to students health, mental, socioeconomic, and cultural conditions that often have more impact on students abilities to learn.",homeless,3,3,False,True,1,0
elpaso,NEW MEXICO SHOWS HOW PUBLIC ED CAN THRIVE AFTER COVID-19,2020-05-22T00:00:00Z,States News Service,KTSM,What happens during the school day is not enough to improve the trajectory of children until you deal with what is really going on in childrens lives. Are they hungry? Are they homeless? The testing agenda took us away from addressing this. Community schools can bring us back.,homeless,5,5,False,True,1,0
elpaso,NEW MEXICO SHOWS HOW PUBLIC ED CAN THRIVE AFTER COVID-19,2020-05-22T00:00:00Z,States News Service,KTSM,"Doa Ana, a rural village about 10 miles outside of Las Cruces, already faced formidable educational challenges, Doa Ana Elementary principal Cherie Love explained to me in an email. Family food insecurity is widespread, the community lacks affordable housing, and the local economy is stagnant. Reliable transportation and money for gas is also a challenge for our families, Love said.",affordable housing,3,3,False,True,1,0
elpaso,Sunburn   The morning read of what's hot in Florida politics   7.29.19,2019-07-29T00:00:00Z,Florida Politics,KTSM,"The other 87 families often rely on relatives to share crowded homes or apartments or government aid. Affordable housing keeps people working and alleviates stressors that can threatened livelihoods, health and families. It strengthens our entire community.",affordable housing,326,3,True,True,1,0
elpaso,"House Oversight and Accountability Subcommittee on National Security, the Border, and Foreign Affairs Hearing ""The Consequences of Catch and Release at the Border."" Testimony by Jessica Vaughan, Director of Policy Studies, Center for Immigration Studies",2024-02-15T00:00:00Z,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",KTSM,"Massachusetts officials say the cost of their emergency shelter system for the homeless has run up to about 1 billion annually, and about half of the families are newly-arrived migrants. The legislature has approved only 250 million extra for this purpose this year, forcing the governor to tap a variety of one-time funding mechanisms, such as escrow funds and leftovers in certain accounts. In addition, school districts spent nearly 3 million in the 2022-23 school year to accommodate new migrant schoolchildren.",homeless,3,3,False,True,1,0
elpaso,"House Oversight and Accountability Subcommittee on National Security, the Border, and Foreign Affairs Hearing ""The Consequences of Catch and Release at the Border."" Testimony by Jessica Vaughan, Director of Policy Studies, Center for Immigration Studies",2024-02-15T00:00:00Z,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",KTSM,"In Illinois, the city of Chicago has spent more than 156 million on shelter and other services to migrants since mid-2022. Nearly 14,000 migrants are staying in homeless shelters, and more than 500 others are living in police stations and OHare International Airport.  and",homeless,3,3,False,True,1,0
elpaso,Senate Judiciary Committee Issues Testimony From Center for Immigration Studies Director Vaughan,2024-06-02T00:00:00Z,Targeted News Service,KTSM,"Meanwhile, in Massachusetts, lawmakers are trying to cobble together a plan to pay for the expected 915 million price tag for the emergency shelter system needed to house the influx of thousands of illegal migrants who have been flocking to the state after release at the border, on top of its native homeless population  .",homeless,1,1,False,True,1,0
elpaso,GOVERNOR ABBOTT ANNOUNCES OVER $2.2 MILLION IN GRANTS TO WEST TEXAS VETERAN ORGANIZATIONS,2023-09-22T00:00:00Z,States News Service,El Paso Inc.,"Thousands of West Texas veterans will benefit from the grants awarded to local organizations today, said TVC Chairwoman and Navy veteran Laura Koerner. From providing assistance to homeless veterans and our heroes with disabilities, these funds recognize their service and dignity.",homeless,2,2,False,True,1,0
elpaso,GOVERNOR ABBOTT ANNOUNCES OVER $2.2 MILLION IN GRANTS TO WEST TEXAS VETERAN ORGANIZATIONS,2023-09-22T00:00:00Z,States News Service,El Paso Inc.,"El Paso Coalition for the Homeless a 130,000 grant for financial assistance",homeless,1,1,False,True,1,0
elpaso,GOVERNOR ABBOTT ANNOUNCES OVER $2.2 MILLION IN GRANTS TO WEST TEXAS VETERAN ORGANIZATIONS,2023-09-22T00:00:00Z,States News Service,El Paso Inc.,"Opportunity Center for the Homeless a 300,000 grant for homeless veterans support",homeless,1,1,False,True,1,0
elpaso,GOVERNOR ABBOTT ANNOUNCES OVER $2.2 MILLION IN GRANTS TO WEST TEXAS VETERAN ORGANIZATIONS,2023-09-22T00:00:00Z,States News Service,El Paso Inc.,"The Salvation Army - El Paso a 200,000 grant for homeless veterans support",homeless,1,1,False,True,1,0
