date,matched_words,Deidentified_paragraph
12_19_2022,homelessness,"Thank you, Mayor. I would just like to thank the Mayor and the [ORGANIZATION] staff for the following through on the, with the unveiling of the [ORGANIZATION] campaign, which for those who may have missed it, is sort of the next step from the blue and white signs that discourage giving money to panhandlers in our intersections and encourages people to instead contribute to charities that work to end homelessness and I don't think I again, I believe that while this is probably not the answer it could be the answer I mean if if this really catches fire and wins over the hearts and minds of a significant number of people in [ORGANIZATION] and we can redirect the money then the Issue that I hear a lot of people complaining about would Potentially go away. And so I It's going to be, it's going to expound on the blue and white signs with billboards, social media campaign, some PSAs."
12_05_2016,homeless,Enough money to keep your budget balanced. Enough money to help eliminate homeless. Enough money to help reduce poverty.
11_05_2018,homeless; homelessness,"Next up, we have three proclamations [TIME]. The first is [ORGANIZATION], and [ORGANIZATION] of [ORGANIZATION] is with us. And, [PERSON], if you have anyone that you'd like to join you up here, they can do so as well."
11_05_2018,homelessness; soup kitchen,"Thanks for all your work. Whereas hundreds of individuals in [ORGANIZATION], many of them children and families, experience homelessness DATE0. And whereas more than 45,000 people in [ORGANIZATION] are living in poverty, with many of them having to use the services of a local food pantry or soup kitchen."
11_05_2018,homeless; homelessness,"And whereas a national coalition of homelessness and national student campaign against hunger and homelessness are sponsoring [ORGANIZATION] [DATE]. Whereas the purpose of this awareness campaign is to educate the public about the many reasons people are hungry and homeless, and to encourage support of homeless assistance service providers as well as community service opportunities for students and school service organizations. Whereas there are many organizations committed to sheltering, providing supportive services, as well as meals and food supplies to the homeless through the efforts of [ORGANIZATION]."
11_05_2018,homelessness,"And whereas the city of [ORGANIZATION] recognizes that hunger and homelessness continues to be a serious problem for many individuals and families in our own community. Now, therefore, I, [ORGANIZATION], as mayor of the city of [ORGANIZATION], do hereby proclaim [ORGANIZATION] to be [LOCATION]. Would you like to share a few words, [PERSON]?"
11_05_2018,homelessness,"And what it does is bring awareness again to a part of our community that sometimes is forgotten. And as we approach [ORGANIZATION] and the start of [ORGANIZATION], it brings again to mind of these folks that are sometimes forgotten, and hopefully we can make it a better [STREET] for them in our community. Thanks."
11_05_2018,affordable housing,"It is a moral center. Jobs that pay a living wage, affordable housing, public education, college without debt, clean water and air, actions to address catastrophic climate change that literally may endanger the world. These are not ideas of the right or left."
12_19_2016,homeless,"We've got to stop letting the world define our holiday. You've got all these churches in [ORGANIZATION], and you've got all these homeless people. If 20 churches, 20 churches, they talk about [ORGANIZATION] all the time."
10_19_2015,homelessness,and I'm hearing it from a lot of people in the community with the amount of homelessness and vagrancy that we have in the community. It is becoming acute in some areas of the city. I don't believe too many areas of the city are spared.
10_19_2015,homelessness,"It is particularly concerning around our schools, especially [ORGANIZATION]. I'm not cold and not heartless, but I do not believe that we are going to  to define how we administer these services, especially with regard to whether these agencies are attracting people to the city  because our services are robust and they are not in other cities around the county I just think we keep saying this [ORGANIZATION] but this has got to be a regional solution [ORGANIZATION] cannot continue to be the depository for all homelessness and vagrancy and need within the community I understand that we are the recipient of the But that should not mean that we are the caretakers for the entire County of GPE1."
11_07_2016,homelessness,Thank you. Thank you again. Our next proclamation is regarding [ORGANIZATION] [DATE].
11_07_2016,homeless; homelessness; soup kitchen,"I invite [ORGANIZATION], president of [ORGANIZATION], to please come forward, and any others that may be with him that are part of the coalition, to accept the proclamation to please come forward. Whereas despite significant progress, the city of [ORGANIZATION] recognizes that hunger and homelessness continue to be serious problems for individuals and families in our community. Whereas more than 40,000 people in [PERSON] live in poverty, with many of them having to use services of a local food pantry or soup kitchen."
11_07_2016,homeless; homelessness,"Whereas [ORGANIZATION] and [ORGANIZATION] are sponsoring [ORGANIZATION]. whereas the purpose of ORG2 is to educate the public about the many reasons people are hungry and homeless, and to encourage support for homeless assistance service providers, as well as community service opportunities for students and school service organizations. Now, therefore, I, [ORGANIZATION], as Mayor of [ORGANIZATION], do hereby proclaim [ORGANIZATION] to be [LOCATION], and we encourage citizens to recognize that many people do not have housing and need support from our community."
11_07_2016,homeless; homelessness,"On behalf of the community and the members of the coalition, [ORGANIZATION], we thank you for the opportunity to bring this awareness to our city and that our families, friends, communities, neighbors there are struggling with hunger and homelessness. So we appreciate the awareness [ORGANIZATION], and thank you very much. Appreciate it."
11_02_2015,homeless,"This is the funding and facilitating the operation and lease of [ORGANIZATION], corporations and ROs. Second item is an ordinance for the [ORGANIZATION] draft [ORGANIZATION] action plan for the community development block grant, home investment partnership grant, and emergency solution grant program. And the last item is an ordinance for the approval of a certificate of consistency with the consolidated plan for [ORGANIZATION] homeless competitive grant."
11_01_2021,homeless,"The funding sources, the construction services division operating budget. Number two, the committee recommends approval of the award of RFP for the [ORGANIZATION] emergency solutions grant to youth services network.  $30,000 for emergency shelter operations to remedy shelter, $5,000 for emergency shelter operations to [ORGANIZATION], $30,000 for the homeless management information system and shelter care ministries, and $39,790 for emergency shelter operations and services. The contract duration is [ORGANIZATION]."
12_07_2015,homeless,"These abandoned places are not only eyesores to look at, but they are very hazardous to the community. Multiple fires and even deaths are occurring more frequently from the homeless looking for shelter. The city really doesn't have the budget to reduce the problem, and destroying the property shouldn't always be the solution."
11_04_2024,homeless,"This grant does not require a cost match, and the grant term is from [ORGANIZATION] through [LOCATION]. The grant will provide funds for the implementation of a medical respite program for homeless individuals with medical needs. I [STREET] these seven matters before you."
10_04_2021,homelessness,"I cite a congresswoman by the name of [ORGANIZATION], a black woman who's chairman of [ORGANIZATION], whose efforts in her district should be instructive  of all of the black politicians in [ORGANIZATION] and what enlightened black politicians do. She helped get $30 million for a $225 million revitalization project of [ORGANIZATION], [ORGANIZATION]'s [ORGANIZATION], her district, $3 million in federal funds to help Central [ORGANIZATION] youth at risk of homelessness and other bad situations. No politician in this community comes close to even suggesting such financial support for [ORGANIZATION]."
10_03_2016,homelessness,"No PERSON0 GPE0 [PERSON] 7 ayes 5 noes So the motion carries so the amended item is up for further discussion  I just want to make some final comments if I can. There were some comments, a number of them that are in the same general area, but just as a point of information to the suggestion about the relationship between this and our city operations, I can tell you very directly that both police, fire, as well as human services are directly involved with the interaction of the triage center and our very notable work in the continuum of care related to homelessness."
11_18_2019,homeless,"Number three is an award of bid for the [INSTITUTION] station wear to [ORGANIZATION] and to see any specialties of [ORGANIZATION].  for an estimated annual cost of 125 000 the contract duration is [ORGANIZATION] with four possible [LOCATION] extensions the funding sources the [INSTITUTION] operating budget number four is an award of ORG1 for the emergency solutions grant to remedy shelter fifty thousand dollars for emergency shelter to institute of community alliances 30 000 for homeless management information systems  To ORG2, $22,168 for emergency weather operations and services. To ORG3, $36,300 for emergency shelter. The contract duration is [ORGANIZATION]."
12_02_2019,homeless,"The [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [LOCATION], [LOCATION], PERSON3, and PERSON4 were a few of the organizers. Got to play with some amazing young men. And the fact that they're doing that kind of work in our community, I just wanted to recognize their efforts and bringing about raising money and working to help the homeless."
09_21_2015,homeless,"It helped to lower the homeless rate, the poverty rate, and the crime rate because  [ORGANIZATION] moved in there and set up shop and more people bought homes in there. The minimum amount of revenue a trauma center brought in the area was $2,850,740,220.18. So the 12 rewards and value of trauma center in an area is one, it saves lives."
09_21_2015,homelessness,"Five, it helps reduce homelessness. Six, it helps to reduce crime. Seven, it helps to bring business in the area to open up a shop."
09_16_2024,homeless,It is God's will that I have come to [ORGANIZATION]. I work with homeless. I work in the county jail.
09_16_2024,homeless,"I work with alcoholics and drug addicts. I have a couple homeless fellows living in my house, and that's all I do. During [ORGANIZATION], [ORGANIZATION] experienced almost record rainfall, which resulted in many properties in my neighborhood of [ORGANIZATION] being flooded."
10_05_2015,homeless,"Two, open up drug and alcohol facilities  Put people to work so they won't be idle because idle mind is the devil's workshop. Four, give people an apartment to live in. This will help eliminate homeless."
10_05_2015,affordable housing,"DATE0 from [TIME], there will be a meeting at FAC0 at [ADDRESS], and they will be talking about [ORGANIZATION] featuring. housing market condition, construction activity, local trends updating on housing, neighborhood planning, and open housing. [PERSON], this coming [PERSON], we'll be having a meeting at [ORGANIZATION] on FAC1, right across from [ORGANIZATION]."
12_21_2015,homeless; homelessness,"Just very quickly wanted to mention congratulations to our continuum of care related to our efforts in homelessness and many partners from the [ORGANIZATION] and other partners such as [ORGANIZATION]  and all of the partners who are part of our community action agency for the successful announcement [ORGANIZATION] that we had reached a goal of ending functionally veterans' homelessness in the city of [ORGANIZATION] and being recognized as the first city in the country to obtain the verified success of functional zero related to a DATE1 goal nationally.  that have been set that's beyond even the initial charge of ending veterans' homelessness as a challenge out of ORG2 and President [PERSON]'s wife, Michelle [PERSON], an initial challenge to mayors to end veterans' homelessness. The fact that we're the first city in the nation to be recognized for being a good achievement which essentially means we've shown the ability to rehouse veterans within DATE2, within [PERSON]. Any new veterans that become homeless, we've been able to demonstrate our ability to get  rapidly within a [PERSON] period it's a great testament to an incredible partnership and some lessons that we've applied starting at [ORGANIZATION] using a common intake process to make sure that we give a very personal approach to every veteran that became would be homeless no matter which partner they may start with their efforts the effort was to identify each one of these individuals and then  work to make sure as a team we get them housed as rapidly as possible."
12_21_2015,homelessness,"That success is something that we want to apply [ORGANIZATION] to overall chronic homelessness and apply that approach to a number of very difficult issues that we are dealing with. Focusing and building these lists to make sure that these very difficult social, economic and human services challenges are being met to the best of our local ability with the resources that we have. So again, congratulations to everyone involved."
12_21_2020,homelessness,"And he's, he's died to set us free from the burdens of this world. And so, you know, wherever you're at [TIME], know that, you know, uh,  our savior has been born onto us in [ORGANIZATION] that could deliver us from [PERSON]. You know, the, the, there's more issues than just, you know, homelessness that's going on, but you know, the, the everybody's struggling right now that can't make DATE1 look like it would, it would used to be, or even the holidays."
10_15_2018,homeless,"Whereas one of every four homeless women is homeless because of violence committed against her. And over 92% of homeless women have experienced severe physical and or sexual abuse during their lifetime. Now therefore, I, [ORGANIZATION], as the mayor of [ORGANIZATION], do hereby proclaim [ORGANIZATION] to be YWCA Week Without Violence."
10_15_2018,homelessness,"The result of the perverse states will be poverty, homelessness, crime, economically, morally, and socially. My solution to this problem, train youths for jobs like they do in the middle. This will help you have qualified workers."
09_19_2022,panhandler,"And he goes, don't do what we did. You know, 200 and like he joked and he said about two hundred ninety nine thousand went to the attorneys and about a thousand dollars went to the panhandler."
09_19_2022,panhandler,"You don't mind so then if a panhandler is hit by a car that it's just like a Anyone getting hit and the driver is going to be responsible for that Accident even though the panel is on the [STREET] shouldn't be industry. Is that is that the [STREET] it's going to work? So I IT DOESN'T MATTER WHAT YOUR PROFESSION IS, IF YOU GET IT BY A [ORGANIZATION], IF THERE'S A [ORGANIZATION] WHO IS A CITIZEN WALKING, CERTAINLY IF THE [ORGANIZATION] IS AT FAULT, THEN IF THE [ORGANIZATION] IS NOT AT FAULT, THEN WHETHER YOU'RE A PAIN HANDLER OR SOMEONE ELSE SHOULD NOT BE AN ISSUE HERE."
12_06_2021,homeless; homelessness,"The grant award will provide funds to benefit individuals and families who are homeless, at risk of homelessness, or in other vulnerable populations. Item number 13, committee recommends approval and acceptance of administration of children and families, [ORGANIZATION], [ORGANIZATION] continuation of [PERSON], early [PERSON] services for [LOCATION] and approval of the self-assessment report, self-assessment work plan and program goals. That concludes the items for finance personnel mayor."
12_06_2021,homelessness,"And it seems to be going on now. The federal government is great at it because none of it is results-driven. I mean, we look at the money that the federal government, states, and local municipalities have spent since the [ORGANIZATION] administration, the homelessness rates, the  poverty rates, all this stuff is still the same."
12_06_2021,homeless,"And so throwing money at programs, throwing money at people, and doing this without results being, I can't support this stuff anymore. So either we have to sit down and focus on what works, what is a root cause. Now, I understand there are certain folks that are homeless, as far as this relates to, that have a high degree of mental illness, and that's a tragedy."
12_06_2021,homeless; homelessness,"I would say, too, as it relates to the homeless funds, I think just speaking broadly, maybe not these specifically, I think... One, you probably have some argument to be made and would find agreement with me and a host of others about how the federal government does not provide a lot of metrics for a lot of their dollars. But I would also say that when you look at the city of [ORGANIZATION] and what our human services department has done with homeless dollars and reducing homelessness in our community,  we are really a national story to look at much of the work that can be done."
12_06_2021,homelessness,"I think it's veterans' homelessness, and I think we've done two other categories as well and are working towards [DATE] of the five categories in homelessness for functional zero. I think obviously we, and I don't think any staff member would say, even if we get those five, we've done it. You just got to keep working."
12_06_2021,homeless; homelessness,"But I believe the numbers were [ORGANIZATION] ago, [LOCATION], it was 230, 250 in homelessness count. Even after the, not after, through the pandemic, just as DATE2, and my memory could be off, this is from memory, it was about 150. So the efforts that our human services staff is doing is actually pretty incredible.  older woman PERSON0 Thank You mayor speaking on the homeless I had a young lady come to my house DATE3 and she what didn't have a [STREET] to stay it was right before it started to get really cold"
12_06_2021,homelessness,"So over the course of the pandemic, some of those circumstances have changed. However,  Each of the funding streams that come from [ORGANIZATION] have different requirements for those programs. So, for example, the Emergency Solutions Grant will have different requirements for actually qualifying for that program and what a person actually has their situation has to be in order to be indicative of imminent homelessness."
12_06_2021,homeless,"It's not always the exact same thing for a person depending on their situation. So sometimes that will change depending on the assistance that they actually qualify for, like how they qualify for it can change. Now with regards to these funds,  These home ARP funds are different from some of the other homeless funds that [ORGANIZATION] has accepted from ORG1 and that these dollars are actually intended, although your description said to provide housing and services, these dollars really are more so with regards to housing."
12_06_2021,affordable housing,"development and support of affordable housing. So what happens is that the approval of this grant award from [ORGANIZATION] would actually allow [ORGANIZATION] to immediately start utilizing up to 5% of the total award for administrative and planning activities, but acceptance of this award is not approval for specific projects or plans. The city is then required to go through a full consultation and public participation process  that assesses unmet need with qualifying populations as well as creating an overall plan."
12_06_2021,homeless,So this is more for funding like large-scale projects that actually address some of the gaps in housing and availability for homeless folks. So this is not intended to be another rental assistance program or a program for folks that are imminently housed just paying the rent somewhere. ARP dollars are really more so about funding a large-scale project or allowing the city to come up with a comprehensive plan for how to support a large-scale project to help house homeless individuals.
12_06_2021,affordable housing,"But that was part of my point. It all sounds exactly the same. It's all is the same stuff said over and over again in a different package and this is what I'm driving at and in our city You know, we talk about affordable housing."
11_21_2022,homeless,"Number six, the committee recommends approval of the award of the RFP for [ORGANIZATION] subaward grant agreements for emergency solutions grant to ORG1 in the amount of $30,000 for homeless management information system. ORG2, which is $35,000 for the emergency [ORGANIZATION] operations and services and shelter care ministries, which is thirty nine thousand seven hundred and ninety dollars for emergency shelter operations services The contract duration is [ORGANIZATION] the funding sources the [ORGANIZATION] ESG number seven the committee recommends approval of the award the contract extension for the rental of traffic control devices to traffic control and protections of ORG3 for an estimated [DATE] value of two hundred thousand dollars based on unit pricing the contract ratios from [LOCATION] through DATE2 the funding sources various depart departmental operating budgets and Number eight, the committee recommends approval of the award for joint purchasing contract for rock salt, bulk [STREET] salt, the compass minerals of [ORGANIZATION], [PERSON] for an estimated amount of $1,859,544 based on unit pricing. The contract duration is [ORGANIZATION]."
10_05_2020,homeless,"We have mothers going to appointments with their children. We have homeless staying on our buses to be dry, safe. When it's hot outside, warm when it's cold."
06_10_2019,homeless,"I find it a little bit disturbing in the state of [ORGANIZATION] that we just passed a budget with no, nothing for mental health. Mental, as long as the folks with some, let's face it, many of the homeless suffer from schizophrenia. It's not their fault and there's some mental challenges that they have and it is a disease."
