filename,date,paragraph,matched_words
11_05_2018_rockford_meeting_minutes.mp3.9f8f2e45-a5a2-4a91-b171-415214706394.Transcript.txt,11_05_2018,"It is a moral center. Jobs that pay a living wage, affordable housing, public education, college without debt, clean water and air, actions to address catastrophic climate change that literally may endanger the world. These are not ideas of the right or left.",affordable housing
12_19_2016_rockford_meeting_minutes.mp3.63fb96f6-f5ff-4714-addb-1e9b848937be.Transcript.txt,12_19_2016,"We've got to stop letting the world define our holiday. You've got all these churches in Rockford, and you've got all these homeless people. If 20 churches, 20 churches, they talk about Jesus all the time.",homeless
10_19_2015_rockford_meeting_minutes.mp3.669cccb2-9a65-4ec3-904e-ee6e7d55d7da.Transcript.txt,10_19_2015,and I'm hearing it from a lot of people in the community with the amount of homelessness and vagrancy that we have in the community. It is becoming acute in some areas of the city. I don't believe too many areas of the city are spared.,homelessness
10_19_2015_rockford_meeting_minutes.mp3.669cccb2-9a65-4ec3-904e-ee6e7d55d7da.Transcript.txt,10_19_2015,"It is particularly concerning around our schools, especially King's School. I'm not cold and not heartless, but I do not believe that we are going to  to define how we administer these services, especially with regard to whether these agencies are attracting people to the city  because our services are robust and they are not in other cities around the county I just think we keep saying this every year but this has got to be a regional solution Rockford cannot continue to be the depository for all homelessness and vagrancy and need within the community I understand that we are the recipient of the But that should not mean that we are the caretakers for the entire County of Winnebago.",homelessness
11_07_2016_rockford_meeting_minutes.mp3.f70fa1a7-03d3-453a-92eb-8a0688fabea6.Transcript.txt,11_07_2016,Thank you. Thank you again. Our next proclamation is regarding Hunger and Homelessness Awareness Week.,homelessness
11_07_2016_rockford_meeting_minutes.mp3.f70fa1a7-03d3-453a-92eb-8a0688fabea6.Transcript.txt,11_07_2016,"I invite Todd Kisner, president of the Rock River Homeless Coalition, to please come forward, and any others that may be with him that are part of the coalition, to accept the proclamation to please come forward. Whereas despite significant progress, the city of Rockford recognizes that hunger and homelessness continue to be serious problems for individuals and families in our community. Whereas more than 40,000 people in Winnebago County live in poverty, with many of them having to use services of a local food pantry or soup kitchen.",homeless; homelessness; soup kitchen
11_07_2016_rockford_meeting_minutes.mp3.f70fa1a7-03d3-453a-92eb-8a0688fabea6.Transcript.txt,11_07_2016,"Whereas the National Coalition for the Homeless and National Student Campaign Against Hunger and Homelessness are sponsoring National Hunger and Homelessness Awareness Week. whereas the purpose of the Awareness Campaign is to educate the public about the many reasons people are hungry and homeless, and to encourage support for homeless assistance service providers, as well as community service opportunities for students and school service organizations. Now, therefore, I, Lawrence J. Morsi, as Mayor of the City of Rockford, do hereby proclaim the week of November 12th through the 20th to be Hunger and Homelessness Awareness Week, and we encourage citizens to recognize that many people do not have housing and need support from our community.",homeless; homelessness
11_07_2016_rockford_meeting_minutes.mp3.f70fa1a7-03d3-453a-92eb-8a0688fabea6.Transcript.txt,11_07_2016,"On behalf of the community and the members of the coalition, the Rock River Homeless Coalition, we thank you for the opportunity to bring this awareness to our city and that our families, friends, communities, neighbors there are struggling with hunger and homelessness. So we appreciate the awareness next week, and thank you very much. Appreciate it.",homeless; homelessness
11_02_2015_rockford_meeting_minutes.mp3.871ce34d-eeb6-41dc-8d8e-631338d4b770.Transcript.txt,11_02_2015,"This is the funding and facilitating the operation and lease of AAR, corporations and ROs. Second item is an ordinance for the 2016 draft annual action plan for the community development block grant, home investment partnership grant, and emergency solution grant program. And the last item is an ordinance for the approval of a certificate of consistency with the consolidated plan for HUD homeless competitive grant.",homeless
11_01_2021_rockford_meeting_minutes.mp3.820ae700-88b7-4a41-a29b-0d7f02b75de1.Transcript.txt,11_01_2021,"The funding sources, the construction services division operating budget. Number two, the committee recommends approval of the award of RFP for the HUD emergency solutions grant to youth services network.  $30,000 for emergency shelter operations to remedy shelter, $5,000 for emergency shelter operations to the institute for community alliances, $30,000 for the homeless management information system and shelter care ministries, and $39,790 for emergency shelter operations and services. The contract duration is two years.",homeless
12_07_2015_rockford_meeting_minutes.mp3.a5a26129-eaae-42df-ade4-cc1e756ce44b.Transcript.txt,12_07_2015,"These abandoned places are not only eyesores to look at, but they are very hazardous to the community. Multiple fires and even deaths are occurring more frequently from the homeless looking for shelter. The city really doesn't have the budget to reduce the problem, and destroying the property shouldn't always be the solution.",homeless
11_04_2024_rockford_meeting_minutes.mp3.d351c8bb-4f37-4aa9-8922-b8bd2eb7fb93.Transcript.txt,11_04_2024,"This grant does not require a cost match, and the grant term is from October 28, 2024 through June 30, 2025. The grant will provide funds for the implementation of a medical respite program for homeless individuals with medical needs. I place these seven matters before you.",homeless
10_04_2021_rockford_meeting_minutes.mp3.129e1d5f-1993-4f36-a1a7-39f676d04ec9.Transcript.txt,10_04_2021,"I cite a congresswoman by the name of Joyce Beattie, a black woman who's chairman of the Congressional Black Caucus, whose efforts in her district should be instructive  of all of the black politicians in Winnebago County and what enlightened black politicians do. She helped get $30 million for a $225 million revitalization project of Columbus, Ohio's East Side, her district, $3 million in federal funds to help Central Ohio youth at risk of homelessness and other bad situations. No politician in this community comes close to even suggesting such financial support for Westside Rockford.",homelessness
10_03_2016_rockford_meeting_minutes.mp3.98c1add8-25fe-4470-ac7b-e271a5ab424f.Transcript.txt,10_03_2016,"No Odo Newberg No Beach No Ellier Beck McMilley Aye Chiarelli 7 ayes 5 noes So the motion carries so the amended item is up for further discussion  I just want to make some final comments if I can. There were some comments, a number of them that are in the same general area, but just as a point of information to the suggestion about the relationship between this and our city operations, I can tell you very directly that both police, fire, as well as human services are directly involved with the interaction of the triage center and our very notable work in the continuum of care related to homelessness.",homelessness
11_18_2019_rockford_meeting_minutes.mp3.cc9eb299-84fa-4c3d-8bfe-9e664e8f1d2d.Transcript.txt,11_18_2019,"Number three is an award of bid for the fire department station wear to Uniform Den of Luz Park and to see any specialties of Rockford.  for an estimated annual cost of 125 000 the contract duration is one year with four possible one-year extensions the funding sources the fire department operating budget number four is an award of rfp for the emergency solutions grant to remedy shelter fifty thousand dollars for emergency shelter to institute of community alliances 30 000 for homeless management information systems  To Second First Church, $22,168 for emergency weather operations and services. To Shelter Care Ministries, $36,300 for emergency shelter. The contract duration is two years.",homeless
12_02_2019_rockford_meeting_minutes.mp3.17213af5-a4fb-4e7a-9a8d-e141489dc7e4.Transcript.txt,12_02_2019,"The Blazo, Coat Drive, Mike Rutherford, Malcolm Posley, Dee Patterson, Aramis Clark, and Darnell VanVleet were a few of the organizers. Got to play with some amazing young men. And the fact that they're doing that kind of work in our community, I just wanted to recognize their efforts and bringing about raising money and working to help the homeless.",homeless
09_21_2015_rockford_meeting_minutes.mp3.5044f7e4-8595-4868-b5b5-423bd9f6c9fa.Transcript.txt,09_21_2015,"It helped to lower the homeless rate, the poverty rate, and the crime rate because  Business moved in there and set up shop and more people bought homes in there. The minimum amount of revenue a trauma center brought in the area was $2,850,740,220.18. So the 12 rewards and value of trauma center in an area is one, it saves lives.",homeless
09_21_2015_rockford_meeting_minutes.mp3.5044f7e4-8595-4868-b5b5-423bd9f6c9fa.Transcript.txt,09_21_2015,"Five, it helps reduce homelessness. Six, it helps to reduce crime. Seven, it helps to bring business in the area to open up a shop.",homelessness
09_16_2024_rockford_meeting_minutes.mp3.5b81ab33-2c76-41b4-8f4d-a7e8f6d15d05.Transcript.txt,09_16_2024,It is God's will that I have come to Rockford. I work with homeless. I work in the county jail.,homeless
