city,article_date,article_source,city_source,keywords_matched,Deidentified_article_title,Deidentified_paragraph_text
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"Over [ORGANIZATION], a number of cities and states have been sued and accused of either doing nothing to alleviate segregation or actively promoting it by disproportionately building affordable housing in poor, minority neighborhoods."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"Other cities have tried to address segregation -- and failed. [ORGANIZATION], for example, after being sued in [ORGANIZATION] over historic patterns of housing discrimination, started offering developers financial incentives to create affordable housing in affluent neighborhoods. But the programs had no takers, according to a [PERSON] report by The [ORGANIZATION] Sun."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"The county surveyed thousands of residents about their communities and the barriers they faced. A lack of affordable housing was one of the main complaints, said [ORGANIZATION], [ORGANIZATION] deputy chief of housing and community development."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"The county separate from the city of [ORGANIZATION] and other county jurisdictions will develop affordable housing in areas with small minority populations, creating 50 new units and overseeing the lease of up to 128 others over [ORGANIZATION]. With other state and local funding sources, the county hopes to fund as many as 4,795 units in that time, according to [ORGANIZATION]. The county will also counsel households and property owners that allege violations of fair housing laws and create a homeowners fraud prevention program to prevent low-income buyers from being duped."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"Developers are typically willing to build affordable housing, [ORGANIZATION] said. The pushback tends to come from residents in affluent neighborhoods who take a not in my backyard approach. To counter that, he said, takes a huge education process to convince them that affordable housing developments can blend seamlessly into the neighborhood."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"The city of [ORGANIZATION], [PERSON], recently completed its segregation report. It found that segregation levels, while moderate, hadnt changed much since [ORGANIZATION] and that black, Asian and Latino residents tended to live in lower-income areas of the city. One factor contributing to segregation was landlords not taking federal Section 8 housing vouchers, the report found. Other factors zoning laws, the location of affordable housing, lending discrimination and a lack of fair housing enforcement."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,"homeless, affordable housing",Pursuing Desegregation in the PERSON0 Era,"As part of a [ORGANIZATION] plan, the city is focusing on increasing affordable housing stock, housing the homeless, and helping low-income renters cover security deposits."
baltimore,2018-04-11T00:00:00Z,Stateline.org,The Baltimore Sun,affordable housing,Pursuing Desegregation in the PERSON0 Era,"Well-designed affordable housing programs are a cost-effective [STREET] to promote racial and class integration without affecting property values, crime rates or taxes, said [ORGANIZATION], a [ORGANIZATION] professor of sociology who coauthored [ORGANIZATION] The Struggle for [ORGANIZATION] in an American Suburb."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"Repeal the [ORGANIZATION] partial overhaul of the ORG1 and use data and community feedback to strengthen it. Civil rights and community development stakeholders have called for updates to the ORG1 to encourage additional investment and access to consumer-friendly services in low- and moderate-income communities and for small businesses that have seen disinvestment for too long. The ORG2 must immediately rescind its misguided rule, and regulators should use the data and input provided by the civil rights community, community development financial institutions CDFIs, minority depository institutions MDIs, local governments, affordable housing developers, and lenders to develop a proposal to strengthen the ORG1. Any proposal must reflect all of this input and data, and must have consensus from all of the stakeholders and all three federal regulators overseeing the ORG1 - not just one."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"Preserve and strengthen tools at [ORGANIZATION] and [ORGANIZATION] to facilitate access to affordable homeownership and rental housing, including the affordable housing goals and Duty to Serve, and strengthen ORG2. As [PERSON] and members of the [PERSON] continue to discuss reforms to [ORGANIZATION], [ORGANIZATION], and ORG2, any serious proposal must preserve and strengthen the existing tools intended to ensure equity in our housing finance system. This includes preserving and strengthening the affordable housing goals and Duty to Serve, examining the effects of [ORGANIZATION] pricing, ensuring ORG2 continues to offer nondiscriminatory pricing to all families, and giving consumers the ability to choose the type of loan that is best for them. The housing agencies, the [ORGANIZATION]s, and [PERSON] must consider the unequal housing barriers that exist in developing policies, and [PERSON] and the agencies must make the necessary investments to ensure equitable access to housing. More work will be needed to ensure that our housing finance system is just and serves everyone, regardless of race, English proficiency, or familial status. This includes regulating the [ORGANIZATION]s as utilities, providing equitable treatment for all lenders regardless of size, serving all housing markets throughout the country, providing a catastrophic government backstop, expanding investments in affordable housing, and maintaining the [ORGANIZATION]s successful multifamily business models. These principles are essential starting points to ensuring equal access to our nations housing market."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"Preserve and create affordable housing for low-income renters and homeowners through grants to states, local communities, and housing nonprofits. Housing creation and preservation must be shaped by the goals of reducing housing cost burdens, and mitigating the effects of segregation and disinvestment that have been largely felt by people of color. This includes the long-term preservation of the nations public housing through investments in necessary repairs, comprehensive rehabilitation, sustainability improvements, and removal of health and safety hazards such as lead, mold, radon, or carbon monoxide. We must also provide communities tools to responsibly update local regulations to remove barriers to affordable housing production."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"Preserve and expand affordable housing in rural, tribal, and native communities through additional, targeted investments. Improve affordable housing in rural communities with investments in USDAs [ORGANIZATION] rental housing and homeowner assistance programs. In addition, address the unique housing challenges on tribal lands by providing new investments in [ORGANIZATION] created through [ORGANIZATION] and [ORGANIZATION]."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"Protect access to federally-assisted affordable housing and preserve housing stability for tens of thousands of children in families with mixed immigration status. For [ORGANIZATION], eligible low-income households with mixed-status members - made up of families with members who are both eligible and ineligible for housing assistance based on immigration status - have been able to access that assistance. This longstanding policy is at risk of being overturned by [ORGANIZATION] through final action on its mixed status rule. We must ensure that these families can continue to access prorated assistance to prevent the eviction and displacement of tens of thousands of people eligible for and receiving rental assistance, including an estimated 55,000 children."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,homelessness,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"Ensure that all people experiencing homelessness are treated with dignity, regardless of their faith or whom they love. People experiencing homelessness are particularly vulnerable to discrimination. They often have few options for safe shelter or adequate nutrition."
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"16 The GPE0 History of [ORGANIZATION] to [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION],"
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,homelessness,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"77 A Pileup of Inequities Why People of Color Are Hit Hardest by [PERSON], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], available at"
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,homelessness,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"78 [ORGANIZATION] in [LOCATION], FAC0 at [ORGANIZATION], available at VoYC-National-Estimates-Brief-Chapin-Hall-2017.pdf"
baltimore,2020-10-08T00:00:00Z,Targeted News Service,The Baltimore Sun,homelessness,[ORGANIZATION]: 'How ORG1 Has Undermined DATE0 of [ORGANIZATION] (Part 3 of 3),"79 [ORGANIZATION] in [LOCATION] Focus on Youth, [PERSON], [ORGANIZATION], available at library[ORGANIZATION]_in_[LOCATION]_Youth.pdf"
baltimore,2020-02-29T00:00:00Z,Associated Press State & Local,The Baltimore Sun,affordable housing,PERSON0 [ORGANIZATION] school set to become museum,"The pastor is full of ideas for further work around the neighborhood, such as restoring vacant homes on the same block of FAC0 as the school into affordable housing. [ORGANIZATION] said the city will announce redevelopment plans soon for FAC1, which dates to [ORGANIZATION], and is working with community leaders to find new purposes for the former home and law offices of the [PERSON] family, which are both in the area."
baltimore,2017-10-16T00:00:00Z,PR Newswire,The Baltimore Sun,affordable housing,[ORGANIZATION] [PERSON] as Chief Communications Officer Strategic Leader [PERSON] Recognized ORG1,"[ORGANIZATION] is a fully self-sustaining national nonprofit that provides a wide range of debt and equity products to improve the quality of life for vulnerable individuals and low-income communities across the [ORGANIZATION] [PERSON] has invested over 1.3 billion toward affordable housing, jobs creation and other initiatives that connect these communities to the mainstream economy. Its investments have leveraged over 6.5 billion in public and private investment in underserved communities nationwide. [PERSON] is headquartered in [PERSON]. For the latest news about [PERSON] follow us ORG2."
baltimore,2021-10-18T00:00:00Z,USA Today,The Baltimore Sun,affordable housing,"X, y, z: News from around our 50 states","[PERSON] The pandemic helped expose the growing vulnerability of [ORGANIZATION] increasingly tourism-dependent economy as housing costs balloon, [ORGANIZATION] residency declines, and more workers commute from afar or seek jobs elsewhere, a new report says. [ORGANIZATION] says the findings in the study it commissioned underscore the need to better diversify [PERSON] economy, build more affordable housing and utilize an increasingly skilled workforce."
baltimore,2021-10-18T00:00:00Z,USA Today,The Baltimore Sun,homeless,"X, y, z: News from around our 50 states","PERSON0 A group of housing advocates are promising to camp outside the [ORGANIZATION] until the state does more to help homeless people, one of the advocates said [ORGANIZATION]. They want expanded eligibility for housing assistance, set to end [LOCATION], to stay in [STREET] through DATE2. The advocates also want the state to accept federal funds intended for that purpose."
baltimore,2024-10-12T00:00:00Z,Targeted News Service,The Baltimore Sun,affordable housing,"[ORGANIZATION] DATE0 TAKEAWAYS: [ORGANIZATION] REPUBLICANS' BUSINESS RECORDS COME BACK TO BITE, [ORGANIZATION]' SCANDALS ARE THE TALK OF THE TOWN","FIRST, [ORGANIZATION] REVEALED PERSON0 APPROVED [ORGANIZATION] FOR HIS FIRMS LISTED CLIENTS AS GOVERNOR - In a bombshell report, [ORGANIZATION] details that while [PERSON] was governor, nearly 40 of the competitive affordable housing awards overseen by the governor went to developers listed as clients on PERSON0s website, with six of [PERSON]s clients beating out more than 60 other companies, reporting that [PERSON] personally voted on grants or loans to several...PERSON0-listed developers."
baltimore,2018-04-17T00:00:00Z,Associated Press State & Local,The Baltimore Sun,affordable housing,[ORGANIZATION] official backs tax hike to fund affordable housing,[PERSON] President [ORGANIZATION] has backed a proposed tax increase on certain property sales to raise an estimated 20 million for affordable housing.
baltimore,2018-04-17T00:00:00Z,Associated Press State & Local,The Baltimore Sun,affordable housing,[ORGANIZATION] official backs tax hike to fund affordable housing,[ORGANIZATION] reports the funds would go toward the affordable housing trust fund voters approved in [ORGANIZATION]. The fund currently doesnt have an assigned revenue source. The bill was proposed to the city council on [LOCATION] and would increase the citys 1.5 percent transfer tax to 2.1 percent. It would also increase the recordation tax from 1 percent to 1.4 percent.
baltimore,2020-07-01T00:00:00Z,The San Diego Union-Tribune,The Baltimore Sun,homelessness,[ORGANIZATION] OKs $15.1M program to help renters [ORGANIZATION] also extends eviction moratorium until [ORGANIZATION],"[ORGANIZATION] was inundated with calls about the extension at its public meeting. While some landlords did call in to argue the measure would hurt them financially, they were outnumbered by dozens of San Diegans calling to extend the moratorium by arguing it was needed to prevent homelessness - especially dangerous as [ORGANIZATION] spreads."
baltimore,2022-10-29T00:00:00Z,The Herald (Scotland) Online,The Baltimore Sun,homeless,Book review: [PERSON] by [ORGANIZATION],"[PERSON] reminds me of the fifth series of PERSON0s brilliant TV drama, The Wire, where feature writers on [ORGANIZATION] are tasked with disclosing the -Dickensian- underbelly of the city. It was as if deploying that over-used adjective was a [STREET] of understanding and not flinching at the conditions in which the city-s homeless scraped an existence, a means by which to make it somehow more palatable. With any luck, the newspaper calculated, there-d also be a [PERSON] prize in it."
