created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text,city
2024-08-28T13:47:15.000Z,,,,,False,homeless,"Advocates concerned about busing [ORGANIZATION]'s homeless to [PERSON]
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]",fayetteville
2024-09-02T08:45:12.000Z,"Fayetteville, NC",,,,False,homeless,[USER] Yeah I'm not homeless anymore but I was homeless with my mother for [ORGANIZATION]. It's great to be off the streets [LOCATION] in the [STREET] I'm at. Not a lot of shelters here in [PERSON] though people feed you on the streets,fayetteville
2024-09-03T20:33:03.000Z,Everywhere ,,,,False,homeless,[USER] Poor [ORGANIZATION] has been an awful filthy town since [ORGANIZATION] so all the sudden you’re gonna raise it from the homeless death that it is?  No you’re talking gibberish,scranton
2024-09-06T10:40:28.000Z,"Harrisburg, Pa",,,,False,affordable housing,"[ORGANIZATION]: Green, [ORGANIZATION] To Bring Old Lots New Life  [URL]",scranton
2024-09-06T10:41:23.000Z,"Stolen land, Imperial Core",,,,False,homeless,"75/[ADDRESS] appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds to cover 2 tanks gas &amp; wiper blades for the van. Please help an old homeless nonbinary queer w/no fam survive and learn to thrive💜 [URL]",fayetteville
2024-09-09T10:20:11.000Z,"Fayetteville, NC",,,,False,affordable housing,New affordable housing development in the works for [ORGANIZATION]. Here's what to know. [URL],fayetteville
2024-09-10T11:27:44.000Z,United States,,,,False,homeless,"PERSON0 Instead of peacocking on social media for your next job, how about you concentrate  on the gaggles of homeless people in [ORGANIZATION]?",scranton
2024-09-10T13:53:22.000Z,"Fayetteville, NC",,,,False,homeless,[USER] Who gives a damn if homeless people vote as long as they are not illegal immigrants. I was homeless and used the address the board of elections gave me to vote for [ORGANIZATION] twice in [ORGANIZATION] GPE1,fayetteville
2024-09-10T13:58:43.000Z,"Fayetteville, NC",,,,False,homeless,[USER] Arrest them for what?  Are they registering Illegals to vote are they falsifying information? It's not illegal to Give homeless people an address to vote. [ORGANIZATION] gave me a [STREET] address  and I voted for [ORGANIZATION] twice in [ORGANIZATION] GPE1,fayetteville
2024-09-10T14:21:45.000Z,"Fayetteville, NC",,,,False,homeless,"[USER] Facts [PERSON] board of elections when I was homeless gave me a [STREET] address when I was homeless and [ORGANIZATION] also allowed me to use the [STREET] address so I could get a [ORGANIZATION] id card.
I voted twice for [ORGANIZATION]",fayetteville
2024-09-10T15:47:52.000Z,Pennsylvania,,,,False,affordable housing,"BIG NEWS: A coalition of around 20 local companies, farms, [ORGANIZATION]; housing advocates receives a $23 million dollar federal grant to build innovative, affordable housing in [ORGANIZATION], [PERSON].

#ActOnClimate 

[URL]",scranton
2024-09-10T18:13:33.000Z,,,,,False,homeless,[USER] Just have an officer in the polling [STREET] who can look up the poor or homeless without an Id and be able to look them up in the system and confirm their eligibility to vote (no felonies) we had homeless Id’s printed out on the spot in [ORGANIZATION] this could be done in house!,fayetteville
2024-09-12T12:16:55.000Z,"Virginia Beach, VA",,,,False,homeless,…I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church where I was Can you help? My friend did. When a nation’s citizens are denied care to foist political power through mass immigration then we need better policy.,scranton
2024-09-12T14:30:13.000Z,Northwest Arkansas,,,,False,,A man who police and prosecutors say shot at an occupied residence in [ORGANIZATION] was sentenced to [ORGANIZATION] in prison DATE1. [URL],fayetteville
2024-09-12T22:02:04.000Z,"Rockford, IL",,,,False,affordable housing,"The [ORGANIZATION] team attended the [USER] All Things Housing Summit DATE0. It was a great opportunity to share the resources that ORG1 offers to [ORGANIZATION]; property owners, &amp; to meet with other organizations offering affordable housing in [ORGANIZATION]. 🏘[PERSON]",rockford
2024-09-17T13:15:00.000Z,"Harrisburg, PA",,,,False,affordable housing,"[ORGANIZATION] will become home to innovative, green affordable housing developments
[PERSON]",scranton
2024-09-18T00:15:26.000Z,"Oceanside, CA",,,,False,"homeless, homelessness","Homelessness In [LOCATION], PA - Part 1 [URL] via [USER]",scranton
2024-09-18T18:58:54.000Z,"Oak Hill, WV","Oak Hill, WV",United States,city,False,housing crisis,"[USER] [USER] [ORGANIZATION] put a cap on them 
PERSON1 put a cap on them 
It is possible, do your research 

I'm not against people owning their own businesses.
However, we have a housing crisis.
Personally, I have a home BUT many people do not.",fayetteville
2024-09-19T13:42:30.000Z,Book Me,,,,False,"homeless, homelessness","[USER] can I get some marshal law in [ORGANIZATION]; [PERSON], [ORGANIZATION] , this college is sabotaging my name my housing  my health ,  they [ORGANIZATION]; think about to praising God or think they can say im not working so the police don't have a job to do.",rockford
2024-09-19T15:28:07.000Z,"Bentonville, Arkansas",,,,False,housing crisis,"[ORGANIZATION] will probably never be able to compete again with smaller, regional cities in the single-family housing market, so it needs to find its niche, members of the city's [ORGANIZATION]. [URL]",fayetteville
2024-09-21T00:17:41.000Z,"Oceanside, CA",,,,False,"homeless, homelessness","Homelessness concerns continue in [ORGANIZATION], [PERSON] [URL] via [USER]",scranton
2024-09-21T22:18:13.000Z,Wilkes-Barre/Scranton PA,,,,False,beggar,[USER] Just what [ORGANIZATION] needs...another beggar.,scranton
2024-09-22T09:07:29.000Z,"Wisconsin, USA",,,,False,homeless,"[USER] [USER] There are some homeless people in [ORGANIZATION], but as far as I can tell, they are refugees from [ORGANIZATION]; GPE2.",rockford
2024-09-22T09:30:15.000Z,,,,,False,"homeless, homelessness","[USER] well greedy pple enjoy collecting 🏠s. some cities, like [ORGANIZATION] (see below), have made [DATE] strides. the city's # s are impressive considering the poverty. the weather (dying of exposure is a real threat in [PERSON]), and under-priced housing mrket also means ⬇️ homelessness. [URL]",rockford
2024-09-23T19:13:36.000Z,"Hive Tertium, The Torrents",,,,False,homeless,"[USER] Agree. I live in [PERSON]. We don't have GPE2 levels of homeless but those who are 97% of the time are homeless by choice. They won't give up drugs or alcohol, they won't pay taxes, they [ORGANIZATION] that life",fayetteville
2024-09-23T21:56:34.000Z,,,,,False,homeless,How dose killing innocent people benefit the people of [ORGANIZATION] fixing roads making sure basic services are working making sure the state is functioning effectively making sure people of [ORGANIZATION] are[LOCATION] homeless make sure the people of [ORGANIZATION] have access to all the services [URL],scranton
2024-09-24T20:03:46.000Z,,,,,False,,"They did this in [PERSON] threw all of their belongings away and bulldozed their encampment down by the river where [ORGANIZATION] goes anyway! 
[URL]",scranton
2024-09-25T02:49:14.000Z,"Moscow, PA",,,,False,beggar,[USER] I’m from [ORGANIZATION] and most people were disgusted with your visit at taxpayer expense. You’re a joke and a con artist. [ORGANIZATION] puppet president always saying “please give me more money”. Disgrace to humanity,scranton
2024-09-25T14:00:50.000Z,,,,,False,homeless,"The states do back the slumlords! I can attest to that! Called code office for help ended up in a roach infested hotel where they house the homeless! I'll never rely on [PERSON] 

[URL] [URL]",scranton
2024-09-27T02:59:13.000Z,"Grove, OK",,,,False,homeless,"[ORGANIZATION] is open [ORGANIZATION], but at [ADDRESS] ~ so many homeless in [PERSON]
$1200 a month for 400 sq ft apartment available [ORGANIZATION]",fayetteville
2024-09-28T19:00:07.000Z,"Rockford, IL",,,,False,"homeless, homelessness","Country music artist and [PERSON] nominee [ORGANIZATION] brings his [ORGANIZATION] to [ORGANIZATION], donating to [ORGANIZATION] and raising awareness for homelessness. [URL]",rockford
2024-09-29T17:00:06.000Z,"Rockford, IL",,,,False,"homeless, homelessness","[ORGANIZATION] is the primary provider of assistance to people struggling with challenges like homelessness, poverty, abuse and addiction. [URL]",rockford
2024-10-01T08:32:02.000Z,"Scranton, PA",,,,False,homeless,"It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one local charity but last DATE1 I split between two as we raised so much

The first one was a homeless-specific charity and the second is a family support charity. [URL]",scranton
2024-10-01T23:53:18.000Z,AMERICA FIRST,,,,False,,"EVERY LIFE MATTERS 
DO WHAT YOU CAN
IT WILL BE ENOUGH
[URL]",fayetteville
2024-10-04T20:49:12.000Z,"District of Columbia, USA",,,,False,homeless,[USER] My name is [ORGANIZATION] and I am king of the [ORGANIZATION]. Can you investigate me. I am homeless in [PERSON] and I tweeting for PERSON1,scranton
2024-10-04T20:58:56.000Z,"District of Columbia, USA",,,,False,homeless,[USER] My name is [ORGANIZATION] I am homeless in [ORGANIZATION]. I am here tweeting for [PERSON] I need your help. I want pen to go blue [ORGANIZATION] . why they don't have you thought the state. We need you. All my GOD you are a star.  [USER] [USER] [USER] [USER],scranton
2024-10-04T21:03:36.000Z,"District of Columbia, USA",,,,False,homeless,[USER] PERSON0 is [PERSON] and came to [ORGANIZATION] and homeless to help PERSON2 and the [USER] win the Election. I want all the seat in [ORGANIZATION] to go [ORGANIZATION]. investigate me I used to live [ADDRESS] ny ny [DATE] and I am King. I u to campaihard [USER],scranton
2024-10-04T21:57:57.000Z,"Fayetteville, NC",,,,False,homeless,"[USER] I'm in [ORGANIZATION]  and this my [ORGANIZATION] rally My first was [ORGANIZATION] when was homeless my 2nd was [LOCATION] when I was still homeless by grace of God I'm not longer homeless.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024",fayetteville
2024-10-05T06:13:16.000Z,"Fayetteville, NC",,,,False,homeless,"[USER] [USER] I'm in [ORGANIZATION]  and this was my 3rd ORG0 event, My first was [ORGANIZATION] when I was homeless my 2nd was [LOCATION] when I was still homeless by the grace of God I'm not homeless anymore.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024",fayetteville
2024-10-05T14:50:36.000Z,Tennessee,,,,False,"homeless, homelessness",Homelessness In [LOCATION] - Part 1 ([URL],scranton
2024-10-05T18:05:14.000Z,Rockford Illinois,,,,False,homeless,"[URL]

City of GPE0 Refuses to Acknowledge an Abandoned Homeless Encampment

[URL] 

#[PERSON]scanner #[PERSON] #[PERSON]il #homeless #GPE3 #mayor #rs #news #cleanup #shelter #wtf #fail #corruption #politics #embarrassing",rockford
2024-10-05T18:29:27.000Z,"Fayetteville, NC",,,,False,homeless,"PERSON0 [[ORGANIZATION]] PERSON1 PERSON2 PERSON3 [[ORGANIZATION]] [[ORGANIZATION]] I live in [PERSON] this was my 3rd PERSON4 rally My first was [ORGANIZATION] when I was homeless my 2nd was [LOCATION] when I was still homeless by the grace of God I'm no longer homeless.  I dropped some things off at the hurricane relief tent outside I saw you.  #[PERSON]
#Maga2024",fayetteville
2024-10-06T15:05:55.000Z,A Texan in Arkansas,,,,False,homeless,"[USER] If [ORGANIZATION] is going to invest in FAC0, are they going to clean up the homeless and the mounds trash they throw around? 
Maybe keep them from sleeping there? If not, why waste the money? Why not fix the huge potholes around town? Valid questions.",fayetteville
2024-10-06T16:41:14.000Z,,,,,False,homeless,"[USER] [USER] Deport them ALL [USER] is this what [ORGANIZATION] is paying for?  I think not! Homeless in [ORGANIZATION], [PERSON]…..drug addicted brothers and sisters? Is this what we are paying for?",scranton
2024-10-09T01:39:33.000Z,"Pennsylvania, USA",,,,False,"homeless, homelessness",[ORGANIZATION] in [ORGANIZATION] …there is a decal bus with a sign that says [PERSON]. I just read a study [ORGANIZATION] about the increase in veteran homelessness due to  [PERSON]!  No one cares about the troops more than President [PERSON].,scranton
2024-10-09T18:06:21.000Z,,,,,False,"homeless, homelessness","[USER] [USER] You're claiming [ORGANIZATION] wants more neverending inflation, more wide open borders, more forever wars, and more of the homelessness epidemic. 

You'll understand if I'm skeptical.",scranton
2024-10-09T20:32:54.000Z,"Pennsylvania, USA",,,,False,homeless,"[USER] Happening Now! PERSON0 in [ORGANIZATION] low energy, small crowd of worn out dead enders and losers.  Heck even the local homeless camp by the river is pissed this loser showed up.  Have a PERSON1 !",scranton
2024-10-11T15:06:18.000Z,"Scranton, PA",,,,False,"homeless, homelessness","With DATE0 on the horizon, construction is now
underway on the new, permanent location for FAC0, an emergency shelter for men experiencing homelessness, which is operated by [ORGANIZATION] of the Diocese of [ORGANIZATION].

[PERSON]",scranton
2024-10-12T00:46:34.000Z,Any where USA,,,,False,"homeless, soup kitchen","[USER] This church is in [PERSON], it had been vacant for [ORGANIZATION] and it was used as a soup kitchen for DATE1years after that until a homeless man set it on fire. bythe time the [INSTITUTION] arrived, they had no other choice but to keep it from spreading.",rockford
2024-10-14T03:58:26.000Z,"Grove, OK",,,,False,homeless,"[USER] So many Americans are suffering ~ The Greatest Depression 
Went to a [INSTITUTION] in [PERSON] needed help ~ while there the shower truck came ~  [ORGANIZATION] is open until [TIME] then you’re on the streets ~ I lived [ORGANIZATION]
This is just crazy ~ 👀 4your posts",fayetteville
2024-10-14T22:49:57.000Z,"South Bend, IN",,,,False,homeless,"3535 [ORGANIZATION] ([ORGANIZATION])
[PERSON] 135

Unwanted Person

Caller advising of a homeless person sleeping on the property. The person has been asked to leave multiple times. 

#[PERSON]",south bend
2024-10-15T02:05:57.000Z,"South Bend, IN",,,,False,homeless,"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION]

#SouthBend",south bend
2024-10-15T10:30:02.000Z,"Mishawaka, IN",,,,False,,"[PERSON] approved tax breaks for developers during their meeting [ORGANIZATION] [TIME].

[URL]",south bend
2024-10-15T14:45:33.000Z,"South Bend, IN",,,,False,affordable housing,"Proceeds from the event will help [ORGANIZATION] continue to provide affordable housing and build community, organizers say. [URL] [URL]",south bend
2024-10-15T16:29:21.000Z,"Indiana, USA",,,,False,"homeless, homelessness","[USER] I'd chose ol ""Mayor [PERSON]"" and ask him why he decided to screw up the traffic patterns in [ORGANIZATION] with his screwed up round abouts on [ORGANIZATION] and FAC0 instead of the poverty and homelessness issues that only got worse during his administration.",south bend
2024-10-17T12:41:47.000Z,,,,,False,homeless,[USER] [USER] It’s a [TIME] attempt to salvage [ORGANIZATION] presidential run because republicans know they are losing. [ORGANIZATION] is not a “sanctuary city” because we can’t barely get sanctuary for our own homeless people.,south bend
2024-10-17T20:01:22.000Z,"Scranton, PA",,,,False,unhoused,"📋 [ORGANIZATION] is accepting applications for our [ORGANIZATION] (CDBG)

✨ Organizations offering support for senior citizens, unhoused individuals, public safety, child care, &amp; more can apply.

🔗 For more details visit: [URL] [URL]",scranton
2024-10-18T23:08:08.000Z,"Raleigh, NC",,,,False,homeless,[USER] [ORGANIZATION] is terrible too. Got called a “bitch” on FAC0 because I didn’t give a homeless woman money😂,fayetteville
2024-10-19T22:54:02.000Z,,,,,False,housing crisis,[USER] yeah that'd do it. [ORGANIZATION] and [PERSON] are the most expensive. i'm super lucky be in the same apartment for [ORGANIZATION] so i'm still under $1k/mo for a 2bed/2ba. hopefully something breaks soon bc we finally got hit with the housing crisis (the area was immune in [LOCATION]),fayetteville
2024-10-21T04:31:47.000Z,"Mishawaka, IN","Mishawaka, IN",United States,city,False,homeless,"This song is dedicated to all who are struggling, the disabled, the homeless, the lgbtq community, and everyone around the world that is suicidal or lost someone or a pet.. I want to tell all of you that I love you and everything will be ok..

[URL]",south bend
2024-10-21T14:05:46.000Z,"Mishawaka, Indiana",,,,False,affordable housing,"What a fun time celebrating [ORGANIZATION] at their [PERSON]. The laughs were endless, but the impact is even greater—proceeds from the event will help provide affordable housing and strengthen our community. [URL]",south bend
2024-10-22T13:28:00.000Z,"North Carolina, USA",,,,False,homeless,"[ORGANIZATION] Still no word on investing in [ORGANIZATION]’s veterans. I invite you to [PERSON], [PERSON] - to witness yourself the outrageous number of homeless veterans on its streets. Helping our veterans should be your #1 priority! They come in a variety of colors, you know.",fayetteville
2024-10-23T03:30:10.000Z,Northeast PA,,,,False,"homeless, homelessness","When the [ORGANIZATION] temps hit [ORGANIZATION], a non-profit that helps people experiencing homelessness and food insecurity wants to be ready.
[URL]",scranton
2024-10-23T22:37:31.000Z,Northwest Arkansas,,,,False,unhoused,[ORGANIZATION] opens respite cabins for [ORGANIZATION]'s chronically unhoused [URL],fayetteville
2024-10-23T23:20:18.000Z,Parts unknown,,,,False,homeless,"[ORGANIZATION] created PERSON1, and that didn't work out so hot, did it? PERSON2, POTUS with the [ORGANIZATION], PERSON3 from [ORGANIZATION], creates tons of 'em (jobs). Why, I work 3 myself, all low-paying, and am still poor and homeless. YOU-- great job, freak! We're all better off when you lose yours. [ORGANIZATION]",scranton
2024-10-24T12:30:11.000Z,"Fort Smith - Fayetteville, AR",,,,False,,"""If it wasn't for these people, I'd probably be dead by now,"" a former medical respite patient said. ""Thank God for them, I'm not.""  [URL]",fayetteville
2024-10-24T13:39:51.000Z,"Fayetteville, AR",,,,False,"homeless, homelessness",[ORGANIZATION] unveiled four new medical respite care cabins for patients experiencing chronic homelessness  [PERSON],fayetteville
2024-10-26T00:00:09.000Z,"Mishawaka, IN",,,,False,"housing crisis, affordable housing","[ORGANIZATION] is tackling the affordable housing crisis with a new initiative. 🏠 
[URL]",south bend
2024-10-26T13:38:35.000Z,,,,,False,homeless,"PERSON0 Picture from when [PERSON] bulldozed over homeless encampments as the mayor of [ORGANIZATION], [PERSON]. Clearly, Democrats love destroying the few possessions belonging to the homeless. [URL]",south bend
2024-10-28T22:50:56.000Z,,,,,False,homeless,"[USER] [USER] PERSON0 [USER] [PERSON] spends $451 billion a year on housing, healthcare, [ORGANIZATION]; education for illegals

[USER] spends hundreds of billions more on wars killing kids

Only $3 billion for homeless vets &amp; $750 for hurricane victims

#[PERSON] YOU

[USER] 

#PERSON3 #PERSON4",scranton
2024-10-29T03:39:12.000Z,,"Mishawaka, IN",United States,city,False,homeless,URGENT: ‘Save Them All’? [ORGANIZATION] to Animal Abusers—Take Action DATE0! [URL] [USER],south bend
2024-10-29T15:42:52.000Z,,,,,False,"homeless, homelessness","PERSON0 PERSON1 [USER] [ORGANIZATION] who says she will not change anything:
Highest in history, homelessness,
Highest in history, illegal immigration,
Average mortgage $1000 higher
13,000 convicted murderes let in the [ORGANIZATION],
Over 57,000 women sex trafficked,
Highest inflation in [ORGANIZATION], 
Wars in",scranton
2024-10-29T18:35:27.000Z,,,,,False,homeless,PERSON0 PERSON1 [USER] PERSON2 Stop dressing like a fucking homeless guy you’re a politician. Present yourself better. Bum. PERSON3,scranton
2024-10-29T18:48:33.000Z,Pennsylvania ,,,,False,,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] 15 min cities.. 
you will own nothing and be happy .. no cars etc 
Local progress supposedly paid for their entire trip abroad .. bringing communism to our neighborhood.. 
wondering owns properties, switch hands, contractors, real estate, grants, [ORGANIZATION]

[URL] [URL] [URL]",scranton
2024-10-29T21:18:04.000Z,,,,,False,homeless,PERSON0 PERSON1 [USER] PERSON2 Why does PERSON3 always look homeless?!,scranton
2024-10-31T09:15:02.000Z,,,,,False,"homeless, homelessness","[ORGANIZATION] uses real-time, by-name data to reach functional zero with homeless population

In [ORGANIZATION], [ORGANIZATION] became the  first community in [PERSON] to end both chronic and veteran  homelessness.",rockford
2024-10-31T09:15:03.000Z,,,,,False,"homeless, homelessness","Thanks to a system that can ensure homelessness is rare  and brief, [ORGANIZATION], [PERSON] has a sustainable solution to the chronic  homelessness its citizens face.",rockford
2024-10-31T15:19:15.000Z,,,,,False,homeless,"[ORGANIZATION] [USER] [USER] [USER] 
to pay all expenses for me to stay in a hotel until I was approved for an apt. [ORGANIZATION] told him no. He wanted me living homeless on the streets. I have tried to leave the [ORGANIZATION] but [ORGANIZATION] won't let me leave. He's illegally",scranton
2024-11-01T11:00:24.000Z,"Long Island City, New York",,,,False,,"[ORGANIZATION], a #nationwide #nonprofit #provider of affordable #multifamily #housing for older #adults, held a ground-breaking #ceremony for FAC0 in [ORGANIZATION], [PERSON].

[URL]",south bend
2024-11-03T03:00:02.000Z,"Mishawaka, IN",,,,False,homeless,"Local organizations teaming up and camping out to raise awareness and collect donations for those who are homeless in [ORGANIZATION]. [USER] has more on the seventh DATE0 ""Sleep-Out for the Homeless""
[URL]",south bend
2024-11-05T05:39:04.000Z,"Los Angeles, CA",,,,False,homeless,[USER] [USER] at pretending to be a human being? He's a fucking piece of shit. Look up how he treated homeless people in [ORGANIZATION],south bend
2024-11-05T05:40:02.000Z,"Los Angeles, CA",,,,False,homeless,[USER] [USER] shut the fuck up man. this guy pretended he knew fucking eight languages. he doesn't. Look up how he treated homeless people in [ORGANIZATION] during [ORGANIZATION] in [ORGANIZATION]. he destroyed their possessions and put them on the streets when there weren't enough shelter beds for them,south bend
2024-11-05T05:46:05.000Z,"Los Angeles, CA",,,,False,,"[USER] [USER] Read it all bitch 
[LOCATION]",south bend
2024-11-05T06:09:38.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] [USER] address how he treated homeless people in [ORGANIZATION] without pretending being a wealthy gay man who adopted children makes him a saint
[LOCATION]",south bend
2024-11-05T06:21:14.000Z,"Los Angeles, CA",,,,False,"homeless, unhoused","[USER] [USER] Read about how he treated homeless people in [ORGANIZATION] when he was the mayor - destroyed their possessions under ""nuisance laws"" during [ORGANIZATION] in [ORGANIZATION] when there weren't enough shelter beds to accommodate the unhoused population
[LOCATION]",south bend
2024-11-05T16:10:08.000Z,,,,,False,homeless,[USER] so people in places like [ORGANIZATION] going hungry and homeless have to watch [ORGANIZATION] parade around with the most spoiled celebrities. Makes sense,scranton
2024-11-05T16:17:22.000Z,"Los Angeles, CA",,,,False,,"[USER] [USER] My point is [ORGANIZATION]'s a piece of shit Republican light politician. this was the city of [ORGANIZATION], when [ORGANIZATION] was mayor - it has FUCK ALL to do with the governor of [PERSON] 
[URL]",south bend
2024-11-05T21:14:01.000Z,"South Bend, Indiana, USA",,,,False,"homeless, homelessness","In honor of [ORGANIZATION] [DATE] in [ORGANIZATION], [ORGANIZATION] will donate $2 for every burger sold in [ORGANIZATION] to support our programs to end youth homelessness in our community!

Visit The ORG1 in central [ORGANIZATION] at [ADDRESS]. [URL]",south bend
2024-11-08T01:12:59.000Z,,,,,False,affordable housing,"PERSON0 They've got all that affordable housing, but the downside is it's in [ORGANIZATION].",rockford
2024-11-08T20:49:40.000Z,,,,,False,affordable housing,"[ORGANIZATION] approves a plan (450,000 grant) for adding affordable housing in [ORGANIZATION] (FAC0). This plan came about in [ORGANIZATION] and this article came out in [LOCATION].
[PERSON] via [ORGANIZATION]",fayetteville
2024-11-08T21:11:45.000Z,,,,,False,"homeless, beggar","[PERSON] and the homeless are on every [STREET] corner in [ORGANIZATION], [PERSON] unless it's [ORGANIZATION]. [ORGANIZATION]",fayetteville
2024-11-10T18:59:41.000Z,,,,,False,homeless,"This is great to see with so many buildings sitting empty since [ORGANIZATION].  It gives hope.  One of the best homeless communities I have seen was in [ORGANIZATION], [PERSON].  They gave proud community members responsibilities of maintaining it much like a co-op.  

[URL]",fayetteville
2024-11-11T16:06:32.000Z,,,,,False,homeless,[USER] I quite literally do tho???? I give money to homeless people all the time in [ORGANIZATION] stop speaking on shit u dont know about cock muncher,fayetteville
2024-11-12T02:51:42.000Z,,,,,False,,"[USER] PERSON0 Yeah, about PERSON1...: [URL]",south bend
2024-11-13T09:19:56.000Z,"Levittown, PA",,,,False,homeless,"[USER] Please do not lose touch with our reality. We are still here. [USER] 
I am still freezing outside homeless  in [ORGANIZATION] pa. I need [PERSON] pa [USER] and upstate NY [USER] please help me.
I miss my kid too. The investigations almost over",scranton
2024-11-13T16:13:16.000Z,New Jersey,,,,False,affordable housing,[ORGANIZATION] to [PERSON] gets 3rd tower [ORGANIZATION] affordable housing • GPE3 advances [ORGANIZATION]; [ORGANIZATION]  transport in [ORGANIZATION] - #transitfriendlyplanning #NJTOD #Amtrak #affordablehousing #BRT [URL],scranton
2024-11-13T16:25:44.000Z,"Kalamazoo, Michigan",,,,False,,"These projects will create more than 100 new housing units. 

Learn more: [URL]",kalamazoo
2024-11-13T18:10:40.000Z,West Michigan,"Kalamazoo, MI",United States,city,False,homeless,"DATE0 with staff at [ORGANIZATION], GPE0GPE1, [ORGANIZATION], off and running! A common issue at many GPE0PublicTransportation motor pools and maintenance bays are GPE0Homeless people who trespass and loiter. How do you approach with personal safety in mind? [URL]",kalamazoo
2024-11-13T18:45:39.000Z,"Grand Rapids, Mich.",,,,False,affordable housing,"[ORGANIZATION] OKs support for affordable housing projects:
[URL]",kalamazoo
2024-11-13T18:49:11.000Z,"Kalamazoo, MI",,,,False,affordable housing,[ORGANIZATION] OKs support for affordable housing projects [URL],kalamazoo
2024-11-14T12:16:02.000Z,Michigan,,,,False,homeless,New [INSTITUTION] project may pivot to different spot in [ORGANIZATION] [URL],kalamazoo
2024-11-14T16:56:59.000Z,"Rockford, IL",,,,False,"homeless, homelessness",[ORGANIZATION] seeks community aid ahead of [ORGANIZATION] Week. [URL],rockford
2024-11-15T00:35:13.000Z,,,,,False,"homeless, homelessness","Many experiencing homelessness in the FAC0 area of [ORGANIZATION] struggle to find transportation to shelters, jobs, or medical care. Reliable public transit is a must! #FixNCTransit #[ORGANIZATION]",fayetteville
