city,article_title,article_date,article_source,city_source,paragraph_text,keywords_matched
southbend,Editorial Roundup: Indiana,2021-02-02T00:00:00Z,Associated Press State & Local,South Bend Tribune,Some of those folks get addicted to drugs or alcohol. Others wind up homeless. Some face both predicaments.,homeless
southbend,Editorial Roundup: Indiana,2021-02-02T00:00:00Z,Associated Press State & Local,South Bend Tribune,"Two efforts revved up this week to connect the homeless and addicted to services in the Wabash Valley. Though separate, the projects target a widening sea of people in need in Terre Haute and the surrounding region. Both could use a boost of support from a community that already has given so much since COVID-19 began sweeping through America last March.",homeless
southbend,Editorial Roundup: Indiana,2021-02-02T00:00:00Z,Associated Press State & Local,South Bend Tribune,"A day earlier, advocates for the homeless ventured through Vigo County to conduct a pandemic-modified Point-in-Time Count. The annual winter process strives to enumerate people living outdoors, or in non-habitable shelters like abandoned houses, vehicles and RVs parked in vacant lots. The co-chairs of the Homeless Council of the Wabash Valley  Bethany House Director Danielle Elkins and Vigo County Commissioner Brendan Kearns  led other volunteers to find people in those situations. That survey process continues through today.",homeless
southbend,Editorial Roundup: Indiana,2021-02-02T00:00:00Z,Associated Press State & Local,South Bend Tribune,The ranks of the homeless and addicted have grown in 2020 and 2021. That growth puts stress on assistance facilities and programs.,homeless
southbend,Editorial Roundup: Indiana,2021-02-02T00:00:00Z,Associated Press State & Local,South Bend Tribune,"The Point in Time Count of the homeless is a survey required by the U.S. Department of Housing and Urban Development to determine federal funding to communities for housing assistance and shelters. Because of COVID-19 precautions, the counters could not set up hubs in city parks, where homeless people could pick up food, clothing and supplies. So, volunteers visited common areas, where the homeless often live in cars or wooded places like the Wabash River front.",homeless
southbend,Editorial Roundup: Indiana,2021-02-02T00:00:00Z,Associated Press State & Local,South Bend Tribune,"The survey opens up funding that will help establish a day center for the homeless at Reach Services on South 15th Street. There, people will be able warm up or cool down in adverse weather, rest on cots, collect mail and access computers, showers and a laundry.",homeless
southbend,Pardoned man discusses his story with Notre Dame students,2017-04-18T00:00:00Z,Associated Press State & Local,South Bend Tribune,"With his family living in a homeless shelter, Cooper chose the latter, figuring, he said, Im going to take this so I can get home and immediately assist my family.",homeless
southbend,"Biden Calls Ukraine Call ""Blatant Abuse of Power""",2019-09-26T00:00:00Z,The Hotline,South Bend Tribune,CASTRO. Former HUD Secretary Julián Castro D toured a homeless camp in Oakland on Wednesday and said more affordable housing is needed to ease the crisis of people living on the streets. He proposed a plan in June that calls for 40 billion in annual funding for the national Housing Trust Fund. The money would go toward creating 3 million affordable apartments over 10 years in an effort to end homelessness.  San Francisco Chronicle,"homeless, homelessness, affordable housing"
southbend,Editorial Roundup:,2020-01-07T00:00:00Z,Associated Press State & Local,South Bend Tribune,"The first student - Jolie - was selected from a family who was staying at the Center for the Homeless in South Bend. In 2008, Jolie began attending Good Shepherd Montessori School in South Bend and today shes a freshman at LaLumiere School in LaPorte. Her younger sister, Marilynn, is also a Jaxson Scholar and an eighth-grader at Good Shepherd.",homeless
southbend,Tracking Down Mayor Pete's Black Voter Problem,2020-02-07T00:00:00Z,The Nation Blogs,South Bend Tribune,"But I spent the icy Martin Luther King Jr. holiday weekend in South Bend, talking to black people about former mayor Pete Buttigieg and his presidential campaigns difficulties with black voters, and his efforts to rectify the situation.1 Ad Policy1 We come to where the East Race is reunited with the main course of the St. Joseph River. Here, the river is a rebellious churn of swirls and eddies, in a hurry to get somewhere. Trotting up a flight of concrete stairs, we pick up the East Bank Trail, which incorporates a former railway and will take us all the way up to the edge of the Notre Dame campus. The asphalt is smooth and wide, and the daylight is now peeking through between leaves under a canopy of trees that arches over us, as if the city were nowhere near. From my office on the fourteenth floor, most of the city looks like a forest, and in the summertime you would never guess that whole neighborhoods sit below the dark green carpet of treetops.2 Pete Buttigieg, Shortest Way Home One Mayors Challenge and a Model for Americas Future3Buttigiegs blend of coming-of-age memoir and campaign manifesto reveals the obsessive, weird inner focus of the achiever who made up his mind to do great things at an early age and embarked on the error-free path. Born in 1982, a winner of the Profile in Courage high school essay contest, he met Senator Ted Kennedy and gave an address at the John F. Kennedy Library. An undergraduate at Harvard in 2004, when TheFacebook.com was launched, he studied, among other things, Arabic, having fallen for Tayeb Salihs Season of Migration to the North. Buttigieg remembers the novel as being about an Arab graduate students sexual conquests among British women. Although he doesnt say so in his memoir, we know that Buttigieg taught himself enough Norwegian to read Nave. Super by Erlend Loe, a coming-of-age novel about a graduate school dropout. James Joyce learned Norwegian in order to write to Ibsen of his deep admiration, and Buttigiegs title is a reflection of the soft spot he says he has for Ulysses, in which Leopold Bloom muses, 8216Think youre escaping and run into yourself. Longest way round is the shortest way home.82174 Related Article As a Rhodes scholar at Oxford, Buttigieg studied the analytical tradition in philosophy, lessons that would come back to him as an elected official obliged to adopt a utilitarian approach to policy what brings the greatest good to the greatest number. He writes that as an associate in the Chicago office of McKinsey amp Company, the 8216pinnacle of smart and useful analysis in the business world,8217 he became fascinated by 8216the nature of data.8217 But the rewards of the private sector could not answer the hunger of one called to service.5 He was offered a place on Barack Obamas Senate campaign but chose to work for John Kerry instead. Buttigieg watched from Arizona the convention speech that made the future president famous. In 2008, he took time off from his job to knock on doors in Iowa for Obama. And he was preparing to act on his belief that it was a failure of the postwar political elite to avoid military service. He survived the vetting that goes with getting a top security clearance and in 2009 signed on as an ensign in the United States Navy Reserve. Buttigieg tells us, perhaps too often, that in 2014 he had to take time off from the South Bend mayors office because hed been called up for a seven-month deployment in Afghanistan.6 Bird-dogging Mayor Pete Protesters with Black Lives Matter outside a Buttigieg campaign visit to a homeless shelter in Los Angeles. Richard Vogel  AP Photo A failed campaign for state treasurer and, after winning two terms as mayor, a strategically useful but unsuccessful bid to become chairman of the Democratic National Committee put some starch in his political collar. 8216Meet Pete,8217 his early signs read. He was one of those 8216impatient millennial products of South Bend,8217 dreaming of a city administration that kept its 8216public character8217 but ran on 8216business principles.8217 In 2011 he finally got his chance when the long-serving Democratic incumbent mayor of South Bend decided to step down. Buttigieg took office in 2012, sharing 911 with his generation as a formative experience and also a simmering resentment about corporate cynicism in the Great Recession of 2008.7 Purposeful, humorless, corny, sincereButtigieg offers idealism, not ideology, and his claim to be an agent of good governance comes from having revived a city that Newsweek once dismissed as part of the dying industrial Midwest. 8216Good policy, like good literature, takes personal lived experience as its starting point.8217 Mayor Peteeveryone calls him thatis the butch voice of this sensitive flyover country. In his white shirtsleeves and dark ties, he looks like a Mormon missionary but projects a Macron-like, slightly-out-of-it technocrats air, and I dont understand the criticism that says his meeting with Al Sharpton showed that he did not know how to eat chicken. In Shortest Way Home, Buttigieg remembers that he was in Brookville, Indiana, in the summer of 2010 when it broke the world record for the amount of chicken served at one sitting 1,645 pounds.8 Face to face Angry attendees at a campaign event in Des Moines, Iowa, confront the candidate, January 1 Patrick Semansky  AP Photo 8216Why are they picking on him about the black vote?8217 Dr. Janet Evelyn demands. Caribbean born and a former president of Ivy Tech Community College in South Bend, Evelyn acts as a campaign surrogate, speaking on behalf of Buttigieg. 8216If Kamala Harris had the black vote, shed still be in the race,8217 she tells me. 8216If Cory Booker had the black vote, he would still have been in. Why are you only focusing on Pete?82179 Were sitting in one of the carefully staged parlors of the inn where I was staying, once the kind of mansion that tormented Theodore Dreisers unhappy youths. It suddenly comes to me that I am nearly twice Mayor Petes age. Evelyn is on her way to South Carolina. I ask why his polling numbers in that state are so low among black voters. She says they didnt know him. She also says that 40percent of the Buttigieg volunteers are black or Latino. She mentioned Nina Smith, his black traveling press secretary. Mayors arent superheroes theyre servants of the people, she says. And from her experience, Mayor Pete was a true servant of the people.10 Hed been ambushed by protesters in Iowa. 8216If you are Black Lives Matter South Bend, why are you in Iowa?8217 Evelyn wanted to know. She added that some people were just showing off for CNN. Yet Buttigiegs controversies with South Bends black citizens during his tenure as mayor provide a convincing explanation for why he has not been able to make himself more popular among black voters elsewhere in the country.11 Shortest Way Home is not told chronologically. It moves by theme and anecdote, sometimes taking a while to circle back. Buttigieg seems uncomfortable in his account of what happened with black South Bend. He recalls deciding on a new approach to dealing with gang-related violence when the homicide rate started going up as he began his first term in 2012. 8216Controversially, I hired an outsider from Massachusetts to fill a vacancy in the position of police chief.8217 He doesnt say at this point in the book that South Bends new white police chief from Boston replaced the citys black police chiefa man he at first asked to resign and then demoted because of a wiretapping scandal that had put the newly reappointed chief under an FBI investigation.12 Buttigieg inherited the FBI problem when he took office. Late in his book, he writes that the South Bend Police Department needed reform but he mistakenly put off tackling the issue. Darryl Boykins, the incumbent black police chief whom Buttigieg does not refer to by name, was well liked and had built confidence between the black community and the police department. But the internal politics of the department 8216boiled over.8217 Boykins allegedly confronted white officers in the department with tape recordings of their conversations that would embarrass them if they became public. 8216Some phone lines in the department were connected to recording equipment used for interviews and investigations,8217 Buttigieg writes, 8216and the officers had been recorded on that equipment without their knowledge. Enter the Federal Wiretap Act.8217 He notes that 8216making such recordings or disclosing their content can be a felony.8217 The recorded officers complained to federal authorities, and a few weeks into his new job as mayor, Buttigieg got a message, 8216thinly veiled but quite clear, from federal prosecutors the people responsible for the covert recordings needed to go, or charges might be filed.821713 He got bounced into it, he seems to be saying. He phoned Boykins and accepted the resignation that the police chief offered. 8216The reaction was instant and fierce.8217 Community outcry led the police chief to change his mind about quitting. But Buttigieg had lost confidence in Boykinss leadership. The mayor demoted the chief to the rank of captain. 8216As of this writing, I have not heard the recordings, and I still dont know if I, and the public, ever will.8217 Buttigieg says that the deeper meaning of the controversy had to do with trust between the black community and the police. It affected his relationship with the black community for years. He also had to explain why, in 2015, he used the loaded phrase 8216All lives matter8217 in a State of the City address when discussing racial bias. Last June, after a black man, Eric Logan, was killed by a white police officer, Buttigieg suspended his campaign in order to attend a town hall meeting. The killing remains the subject of a special prosecutors investigation, and the tapes scandal is still tied up in the courts.14 Related Article Its hard to present yourself to black voters as a fresh start in presidential politics when youre associated with cases easily portrayed as unresolved because of police cover-ups.15 Evelyn was quick to say that Eric Logans brother had marched with Mayor Pete. Maybe getting dogged by the old accusations was proof that Mayor Petes candidacy was real.16 I spoke with Vernado Malone, a founder of the group Justice for South Bend, about Logans death. At 330 in the morning on Fathers Day in 2019, Logan, 54, left a group of his friends who had been planning a cookout for their children. Malone said that based on what the police chief, Scott Ruszkowski, told them, a police officer meant to tase Logan, who was said to have been breaking into a car, but pulled the wrong weapon. Delivering Logan to the ER himself instead of calling an ambulance, the officer may have exacerbated Logans wounds. The officers body camera wasnt turned on. Malone contended that there was no blood at the crime scene, a parking lot. It had been cleaned up, he said, the evidence further tainted when an officer touched the car Logan had supposedly tried to break into. Malone also claimed the police woke the white owner of the vehicle in question and coached him on what to say.17 Malone observed that the police said Logan was holding a knife. Malone was adamant that black men in his part of town did not carry knives 8216We carry guns.8217 Therefore, he did not trust the police version of events.18 The community, Malone said, asked that the officer involved be suspended without pay. Buttigieg refused. 8216He didnt correct the problems, and they became a mistake.821719 There may be a new mayor in South Bend now, but the Board of Public Safety, the civic authority charged with investigating the Logan shooting, was Buttigiegs old board, its appointees too close to the city and the police to be anything but ineffective. The police couldnt be trusted to investigate themselves. There was no civilian oversight committee because 8216they8217 didnt want one. No charges have been filed against the officer. The Urban League doesnt exist in South Bend anymore, and the citys NAACP chapter is dormant.20 Black and white and blue Former South Bend police chief Darryl Boykins. Shayna Breslin  South Bend Tribune via AP Buttigieg with the current South Bend police chief, Scott Ruszkowski. Robert Franklin  South Bend Tribune via AP I didnt go on a tour of black South Bend offered by Theodore Randall, a professor of anthropology at Indiana UniversitySouth Bend. However, he tried to give me a general picture of the grievances the black community might have against Pete Buttigieg, including that hes seen as not being from South Bend but from Notre Dame, where his parents were high-powered faculty. They sent him to Catholic schools he didnt come up through the public school system. He was the mayor of downtown but not of the rest of the city, and blacks have won a meager percentage of government construction contracts. Some people minded 1,000 Houses in 1,000 Days, his program to replace benighted and derelict housing around the city. I couldnt see for myself whether or not there were holes where structures had been demolished but nothing rebuilt in their place in black areas.21 Randall urged on me recent articles in The Root and The Young Turks. In an article for TYT Investigates, Jonathan Larsen challenges Buttigiegs assertion that he has no way of knowing whats on the tapes from the Boykins scandal. Larsen claims that Buttigiegs lawyers asked someone who knew what was on them. The conversations on the tape have been characterized by some sources as racist and include discussion about pressuring Buttigieg to get rid of the black police chief. The Roots Michael Harriot examines the decline in the number of black police officers on the South Bend PD since the scandal broke, going in a short period from just under 12 percent, or 29of 244 officers, to slightly over 6percent, or 15 officers. Black people make up 26percent of South Bends total population.22 Randall also recommended I watch the Black Lives Matter South Bend media call concerning Buttigieg, during which Buttigiegs old foe on the Common Council, Henry Davis Jr., insisted Mayor Pete isnt naive, called him no better than Trump, and said black people are being harmed by his leadership. Davis didnt believe Buttigieg had even 4 percent black support nationally, as the polls were saying. 8216Youre not trying to do it. You dont want to do it, sir,8217 Davis fumed.23 Black Lives Matters national spokesperson, Melina Abdullah, denounced Buttigieg for representing a liberal white supremacy that sustains the oppression of black people in spite of its rhetoric in favor of diversity. It was an insult, she said, for him to equate his being gay with the black experience. She said hes not working for the black vote he seems to think that strong showings in Iowa and New Hampshire will mean he wont have to. She said Buttigieg is just blaming black people for not voting for him because hes gay.24 Current Issue Randall introduced me to two leaders of Black Lives Matter South Bend, Jorden Giger and E-Lexus Thornton, thoughtful, intelligent, questing young math teachers.25 Most teachers in the South Bend public school system are white. Giger and Thornton said they despair of getting through to their students, of being able to make up for what they lack at home, starting with parents who dont know what to do, who themselves do not understand school. They spend a lot of time showing their classes that they are the bosses. They both have thick afros and look as with-it as any black youth.26 And yet they shrugged off what having a same-race teacher in math may mean to their black middle school students. Thornton had been president of the Society of Physics Students. We assured them that some of their students will remember them for the rest of their lives. The young teachers, close friends, looked away, off toward a noisy table at the Linden Grill, a popular black restaurant where we sat for some time, making a mess.27 Giger said that for him, Buttigieg was not the candidate to lead the nation in the 21st century because of his record in South Bend. He spent so little money on the black community while he was in office. He was too clubbable, made pals too easily with the old city network of white interests. 8216He doesnt want to own his black problem,8217 Giger said. 8216He just wants to say he has black friends.8217 Both he and Thornton repeated to me the complaints against Buttigieg made in the press and on social media, one of them being that his campaign is a media creation.28 Giger was the host of the Black Lives Matter South Bend media call. Mixed in with their criticisms of Buttigieg was the sense that he had used South Bend as a stepping-stone, that he had known all along he was just passing through. Janis Joplin once talked about the small-town blowback she got when she returned home a star. 8216This raggedy-ass city,8217 Giger said. 8216The Democratic Party is dying, and hes a symptom of it.8217 Thornton is from elsewhere, but Giger came of age during Mayor Petes time in office. It seemed odd that Buttigieg, only 38 years old, should be the object of what seemed to me their generational scorn. For them, hip-hop is political. Cardi B would be as good a candidate as anyone.29 8216Every time we say, 8216This generation will be different. You have to be able to reach them, and were not. Because nothing ever happens for them,8217 Thornton said of his black students. It was hard to counter their 8216inability ever to believe they will ever get out of our situation.8217 What he said of his students, I wanted to say of him and Giger, their teachers. Giger said hed held out against Afro-pessimism, but now30 Shoulder to shoulder A bronze statue in South Bend depicts the Rev. Theodore Hesburgh, a longtime president of Notre Dame, with Martin Luther King Jr. Becky Malewitz  South Bend Tribune via AP There is an element of people going after Buttigieg because they can. Approval of him is power over him, and the longer it is withheld, the more important the fence-sitter appears. Black Lives Matter in Buttigiegs case gives off an atmosphere not unlike some Me Too cases You will never be forgiven. However, Abdullah seemed to hold out the possibility that if Buttigieg addressed the problem nationally and admitted his shortcomings, then black peoplethe 8216forgiving tribe,8217 Jill Nelson once called usmight get over the hurt he caused us in South Bend. But that is also trying to establish control over him.31 A young white Buttigieg campaign worker, Sean Savett, and a young black colleague, Rodericka Applewhaite, expressed frustration with what they saw as a narrative that got going because people kept repeating it Mayor Pete has a problem with the black vote. We were in the Chicory Caf, a hipster locale that could have been cited in Buttigiegs book as another sign of downtown revival. The two alert, cautious campaign workers were so prepared to defend Mayor Pete that my questions abandoned me. They did smile when I said I liked the campaigns website and videos.32 Id wanted to talk to them about Buttigiegs Douglass Plan, an extraordinary document about investing in black America that, regrettably, is suffering in the weather arising from its authors perceived failure to side with black South Bend in any controversy with the white mans police force. Most of the black people I spoke with gave the same answer when I asked if theyd read it Not yet.33 The Douglass Plan is written in the language of reparations. Indeed, Buttigieg calls for a committee to propose reparations policies to Congress. 8216Americas racist structures were built to justify and perpetuate slavery, and by achieving greater equity for Black Americans we lay the groundwork for achieving greater equity for other people of color as well.821734 A technocrats version of call and response, the plan has several components in which problems are identified and solutions proposed. A national health equity strategy would 8216prioritize anti-racism.8217 The Douglass Plan speaks of health equity zones and accountable communities of health and the underrepresentation of black people in health care. In the area of education, the Douglass Plan proposes using Title I funding to increase teachers pay. It also pays particular attention to the mission of historically black colleges and universities.35 The Douglass Plan seeks to end the War on Drugs, proposing to legalize marijuana, eliminate the prosecution of drug offenses, and improve police recruitment practices. It also calls for a reduction of sentences, the elimination of mandatory minimums, the formation of a clemency commission, and, importantly, the abolition of private prisons. It sees the end of so-called broken windows policing and the abolition of the death penalty by constitutional amendment. It envisions a 21stCentury Voting Rights Act as well as something called the Walker-Lewis Initiative, named for 20th century black entrepreneurs, to address the inequalities of capital and asset accumulation in the black community. The Douglass Plan also proposes a 21stCentury Community Homestead Act and a public trust for investment. This provision is crucial, given the astronomical cost projections of most direct reparation plans.36 It is a document meant to be discussed, not summarized, drawing on sources ranging from the Institute for Criminal Policy Research and the Black Economic Alliance to Ebony magazine and the Brookings Institutiona sign, maybe, of Buttigiegs style the accumulation of data, continual evaluation with a goal in mind. Were Buttigiegs name not attached to the Douglass Plan, we would be talking about its political descent from the black nationalist manifesto of the National Black Political Convention held in Gary, Indiana, in 1972 or its systemic reach, as called for in the manifesto of the Movement for Black Lives. The Douglass Plan says the District of Columbia should be a state.37 The king of Dyng Mayor Pete presides over South Bends celebration of Dyngus Day, a Polish festival held on the day after Easter. Robert Franklin  South Bend Tribune via AP I scraped the snow from the plaque at the base of the statue Buttigieg proudly refers to in his book, an almost life-size bronze of the Rev. Theodore Hesburgh, beloved president of Notre Dame, hand in hand with Dr. Martin Luther King Jr., commemorating the moment in 1964 when they demonstrated together in Chicago. Shortest Way Home is not Dreams From My Father. Its coziness of memory, its protectiveness toward South Bend, says everything about the racial divide and the different experiences of growing up white and black there. Buttigieg is tender in his recollection of those drunken, Polish celebrations of Dyngus Day. However, he resembles or models himself on Barack Obamain his bipartisan inclinations, in the value he puts on being able to work across the aisle, in his public displays of an always equitable temper. And also in how he has been able to be openly gay in the most mainstream of political arenas.38 Back during Obamas first campaign, the word was that his advisers didnt want him to call too much attention to his being black. After all, he needed only to show up to get the point across. Buttigieg, on the other hand, had to go publicly from situational passing for straight to being out and in office. We blush for him in the romantic paragraphs of his book when he remembers going down on one knee to propose to Chasten at the airport. He has been criticized for not being gay enough. Something similar was once said about Obama not being black enough. Buttigieg has a difficult task, saying hes not the status quo while having to get across that he is, indeed, normal. Except he isnt. Hes not really a privileged white male. Insides matter.39 Related Article 82168216But there is this one little thing,8217 I remember Evelyn saying, quoting a black woman in South Carolina explaining her main reservation concerning Buttigieg. We get offended that the black community is said to be antigay, as if white communities werent also homophobic, but I kept hearing black people in South Bend say, 8216You know how they are down South.821740 8216Get over it,8217 Minister Deb Franklin said with a flash of her hands after the 8 oclock service at Mount Carmel Missionary Baptist Church. Buttigieg is devout. The mornings soloist sang, 8216Dont give up on God  This aint the time to do it anyway, yall,8217 and I thought, not for the first time that weekend, how like a bloc the black vote seems from a distance and how far across the political spectrum the black vote stretches when viewed up close.41 Marla Godette, the dynamic organizer of the very emotional annual Martin Luther King Jr. Americas Sunday Supper, held in a large downtown hotel, said she did not like to be told that because she is black, she ought to vote in a certain way. 8216Quit worrying about who I am and come help me.821742 Its something of a manipulation to complain that the black vote is being taken for granted, I said, when everyone has been saying that no one is going to win without it, that the Democrats cant choose someone black voters will stay home on, as many did with Hillary Clinton. But then black voters are so morally opposed to Agent Oranges gangsterism, have so had enough of Republican Party collusion that the split between moderate and progressive factions in the Democratic Party was maybe not as meaningful to them as the question that cannot yet be answered Who can win? I wondered if the longing for community radiated by every speaker at the supper wasnt gratified by the black vote being a bloc vote once the primaries are over. Black people for the most part do not vote against their own interestsalthough not voting is a form of voting for the wrong side. Voter suppression is another matter.43 At this point, Godettes jovial husband confessed that he was a Republican. He thought Trump would win a second term. I was shocked. Wed been having such a good time.44 The next morning, I tiptoed down the stairs of my landmark inn. On the way out of town, along the two-lane highway, we passed a white kid, hooded up and puffing through the snow along the blue side of the road. His job had to be up ahead, in one of the Pizza Huts or gas stations in the early-shift lights. In 2018 unemployment was just 3.2 percent in Indiana and 3.7percent among blacks there. But much of it may be underemployment, without benefits, for instance. My Caribbean taxi driver of a certain age had scarcely mumbled a whole sentence to me over the weekend. Finally he relented and became the only black person Id met in South Bend who supported Joe Biden. 8216Obama worked with him.8217 Most of my cousins are for either Elizabeth Warren or Amy Klobuchar. I decided Id be the queer cousin for Pete Buttigieg.45  1",homeless
southbend,STATE-BY-STATE,2017-09-06T00:00:00Z,Dayton Daily News (Ohio),South Bend Tribune,WASHINGTON Vancouver A Vancouver woman developed a pocket-sized resource guide with survival tips and other information for the newly homeless. Lois,homeless
southbend,STATE-BY-STATE,2017-08-02T00:00:00Z,Dayton Daily News (Ohio),South Bend Tribune,OKLAHOMA Wagoner A huge weekend fire destroyed several historic buildings in downtown Wagoner. Authorities say several people were left homeless.,homeless
southbend,"This Year, Running for President Means Talking About the Housing Crisis",2020-02-10T00:00:00Z,Newstex Blogs,South Bend Tribune,"Feb 10, 2020 City Limits Delivered by Newstex  Euan1 A homeless couple in San Franscisco in 2010. Affordable for whom? It is not just a question from communities within the footprint of every proposed rezoning in New York City. It is a question that is being asked across the nation. More than in any campaign in recent memory, housing has become a key topic in the 2020 presidential race, reflecting a national housing crisis spanning from megacities like New York and San Francisco to smaller urban centers like Cleveland and rural areas like Randolph County, Georgia.According to some research, home prices in 70 percent of the country are more than average household can afford.","homeless, housing crisis"
