city,article_title,article_date,article_source,city_source,paragraph_text,keywords_matched
scranton,University of Scranton students highlight unique needs of homeless women,2021-01-10T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Through their research, Brown and Taylor learned about how homeless women who dont have the means to buy feminine care products often turn to the garbage to find paper to use instead, or go to a public restroom and improvise with toilet paper or paper towels. And if those options dont work, Taylor said, theyll use some of their own clothing as makeshift pads.",homeless
scranton,University of Scranton students highlight unique needs of homeless women,2021-01-10T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"And for homeless women who have children, Taylor said, the problem can be worse, as the women face the choice between buying feminine products for themselves or feeding their children. It all can have an even greater impact.",homeless
scranton,University of Scranton students highlight unique needs of homeless women,2021-01-10T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"People might feel scared to talk about menstruation issues or just dont really care to learn about them, Brown said, and so the need for these products doesnt get attention. For women, menstrual care is a struggle everyone knows and understands, Taylor said, but some people, and particularly men, were surprised to learn about the need for help among homeless women.",homeless
scranton,University of Scranton students highlight unique needs of homeless women,2021-01-10T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Blanchard was so overjoyed because not many people to begin with really think about bringing these sorts of products to homeless shelters or to womens shelters, she said. And on top of that, with COVID-19, donations are just sort of scarce.",homeless
scranton,Scranton plans for block grant funding,2015-09-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"The city estimates it would receive federal Housing and Urban Development funding in three categories Community Development Block Grant, 2.5 million HOME Investor Partnership Program for homeowner assistance, 400,000 and Emergency Solutions homeless assistance program, 250,000. Councils allocations in the CDBG category total 2.8 million, but the figures arent final until HUD approves and releases funding, Mr. Rogan noted. Amendments to the proposed earmarks also may be made before council adoption.",homeless
scranton,Scranton plans for block grant funding,2015-09-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Programs and areas that would receive funding through the citys Office of Economic and Community Development include road paving, blight demolition, four or five neighborhood police patrol officers up from three, repairs to the closed Novembrino pool complex in West Scranton, home rehabilitation and emergency assistance for the homeless.",homeless
scranton,Scranton plans for block grant funding,2015-09-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"--ScrantonOECD, affordable housing private-nonprofit 60,000",affordable housing
scranton,Scranton plans for block grant funding,2015-09-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Emergency Solutions Grants, homeless assistance 250,000",homeless
scranton,Scranton plans for block grant funding,2015-09-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"--United Neighborhood Centers of NEPA, homeless prevention 31,000",homeless
scranton,Scranton plans for block grant funding,2015-09-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"--Womens Resource Center Inc. homeless prevention 1,500",homeless
scranton,Nonprofit work is rewarding but challenging,2019-03-31T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Kenny is acting director of Wilkes-Barre programming for Volunteers of America, a faith-based nonprofit organization that provides affordable housing and other assistance services, primarily to low-income people.",affordable housing
scranton,Nonprofit work is rewarding but challenging,2019-03-31T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"However, Volunteers of America, like many nonprofits, relies on varied funding sources, including grants and donations -- and appreciates contributions of any size, he said. Those donations help to fund programs that provide vital services, including a shelter that houses women who in many cases would otherwise be homeless or trapped in abusive situations, he said.",homeless
scranton,Nonprofits still scramble for funding,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Aug. 22--Three nonprofits that run programs designed to help homeless veterans, battered women and new mothers get back on their feet are still looking for answers after learning May 2 they lost a combined 400,328 in federal funding.",homeless
scranton,Nonprofits still scramble for funding,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"The U.S. Department of Housing and Urban Development didnt renew funding for the Womens Resource Center, Catholic Social Services and St. Josephs Center transitional housing programs as the agency shifts money toward different tactics to combat homelessness.",homelessness
scranton,Nonprofits still scramble for funding,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Transitional housing programs are designed to offer an array of services to address underlying problems that cause homelessness while gradually preparing residents to live on their own. HUD is shifting funding to rapid rehousing efforts that are less service intensive, and therefore less expensive. The idea is to reach more people per dollar when not everyone needs all of the services provided by transitional housing.",homelessness
scranton,Nonprofits still scramble for funding,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Meanwhile, St. Francis Commons and St. Josephs Center dont have new rapid rehousing programs to serve the same homeless populations and are still looking for long-term solutions.",homeless
scranton,Nonprofits still scramble for funding,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"The nonprofit can still offer its transitional housing program to new mothers who become homeless for the rest of the 2016-17 fiscal year but is looking for long-term solutions after that, said Sister Maryalice Jacquinot, I.H.M., St. Josephs Centers CEO.",homeless
scranton,Sen. Casey to HUD: reconsider funding for housing programs,2016-09-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Transitional housing programs offer an array of services designed to address underlying problems that cause homelessness, and HUD officials said the shift to rapid rehousing programs allows the agency to help more people.",homelessness
scranton,Sen. Casey to HUD: reconsider funding for housing programs,2016-09-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"St. Francis Commons, a transitional-living facility in Scranton for homeless veterans, also lost federal funding. Administrators are confident it will continue and said they plan to boost fundraising efforts.",homeless
scranton,Susquehanna County housing authorities awarded more than $1.6M,2020-08-18T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"--Hallstead Affordable Housing, 995,000 to construct Phase 2 of the Hallstead Affordable Housing project on the site of the former blighted Hallstead school, which will add two additional buildings of duplex-style housing for those over age 55.",affordable housing
scranton,Scranton Beautiful Blocks improvement program may continue next year,2019-12-10T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"NeighborWorks advocates for responsible home ownership and affordable housing and provides services including home ownership coaching and education, aging in place and home-renovation services, and neighborhood revitalization initiatives.",affordable housing
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"In Scranton School District, 125 students have qualified as homeless so far for the 2018-2019 school year under the standards set by the McKinney-Vento Homeless Assistance Act, according to Erin Keating, the districts homeless and foster liaison. These standards are more broad than the U.S. Department of Housing and Urban Developments definition, which describes homeless as non-human conditions McKinney-Vento explained homeless means children and youth who lack a fixed, regular and adequate nighttime residence.",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Right now, six of the dozens who cycle through NEPA Youth Shelter have identified themselves as truly homeless, though each is 18 or older. Four of the six dropped out to work full-time. NEPA Youth Shelter does not function as an overnight safehouse, though Maher-Gray is working to secure another structure for that purpose.",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"If you want to stay in school, its really hard when youre homeless, Maher-Gray said. All of this stems because theyre the working poor. Theyre handsome, smart, not drug-abusers, not mentally ill, of all ethnicities. They dont have phones or IDs or cars or showers or clean clothes, and it sets up a vicious cycle of being unable to work. They walk around doing nothing, and to some it appears to be laziness, but theres just no stability.",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Total homeless youths, by McKinney-Vento standards",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Homeless in kindergarten through fifth grade,homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Homeless in sixth through eighth grades,homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Homeless in ninth through 12th grades,homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Number of students who qualified as homeless, by McKinney-Vento standards",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Homeless in pre-K,homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Number of children who have qualified as homeless by McKinney-Vento standards so far this year,homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Source Erin Keating, Chief of Leadership Development and School Operations, and homeless and foster liaison, for scranton school district",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Total homeless population,homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Total family households experiencing homelessness,homelessness
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Unaccompanied young adults 18 to 24 experiencing homelessness,homelessness
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"In comparing the numbers of unaccompanied young adults, Pennsylvania leads over nearby New Jersey, which has 492 Delaware, 45 West Virginia, 79 and Maryland, 272. Wyoming, meanwhile, claimed 873 as homeless throughout the entire state, encompassing all demographics, compared to Pennsylvanias more than 14,000.",homeless
scranton,"Homeless teens find hope, help at NEPA Youth Shelter",2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Source U.S. Interagency Council on Homelessness, usich.gov community point-in-time counts conducted in January 2017, as reported to the U.S. Department of Housing and Urban Development. The rate of homelessness in each state is calculated using U.S. Census 2017 Population Estimates.",homelessness
scranton,Advocacy groups help the homeless,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Dec. 24--SCRANTON -- For two local advocacy groups, it was never a question of whether to distribute winter-weather essentials for the homeless in the pouring rain.",homeless
scranton,Advocacy groups help the homeless,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Why, do the homeless have a day off? Marty Henehan joked.",homeless
scranton,Advocacy groups help the homeless,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Its a way to give back to the community and help out the homeless by giving them the necessities they need to keep warm through the winter, said Mara Hughes, a freshman at Scranton High School and teen volunteer.",homeless
scranton,Advocacy groups help the homeless,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Early in the week, he visited homeless communities in Scranton to let them know the people approaching them Saturday would be there to help, not harm.",homeless
scranton,Advocacy groups help the homeless,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Sammi Henehan -- the daughter of Marty Henehan and his wife, Stacy -- died of an opioid drug overdose at age 23 in 2016. Sammi was sober for three years and would often help young people struggling with recovery. The winter before she died, Sammi talked to her mom about giving small Christmas gifts to the homeless.",homeless
scranton,Advocacy groups help the homeless,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Every homeless person has a story, Henehan said You can always reach out to us.",homeless
scranton,"The Times- Tribune , Scranton , Pa. , Chris Kelly column",2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"When I was young, I was not wise, said Jose Perez, 48. Few of us were, but most of us have always had a regular place to sleep. Jose has been homeless for nearly a year and a half. A former hotel housekeeper in New York who tried and failed to find a job here, he reads spy yarns and romance novels to escape.",homeless
scranton,"The Times- Tribune , Scranton , Pa. , Chris Kelly column",2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Some of his friends understood. Others wanted to. The goal of the book club for the homeless at the Community Intervention Center in Scranton is to encourage self-improvement through reading. Finding beauty and truth in words is bound to be empowering in a me-first world that dismisses you with ugly epithets -- if it notices you at all.,homeless
scranton,"The Times- Tribune , Scranton , Pa. , Chris Kelly column",2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Long on fellowship, the homeless book club is short on books. Keystone students turned to the online crowd-funding site GoFundMe.com to raise money to start a library at the CIC for friends they never knew they had. I was nervous at first, said Ashley Bentham, 24, a Poconos native studying criminal justice at Keystone. She has applied to the state police academy and said her experience with the book club will make her a more empathetic law-enforcement officer.",homeless
scranton,"The Times- Tribune , Scranton , Pa. , Chris Kelly column",2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"We have a lot more in common than I thought, she said of the homeless men and women she reads aloud with. Meeting new people and getting to know them, I know it will help me work with them in the future.",homeless
scranton,"The Times- Tribune , Scranton , Pa. , Chris Kelly column",2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Ashley was talking about people like Jose Perez. who insists his story isnt finished. He has friends to help craft his remaining chapters, which frees him to plot a spyromance novel with a happy ending. At a long table in a tight room where homeless readers sit down to share words and thoughts with college students, anything seems possible.",homeless
scranton,Jermyn man plays role in Iditarod history,2023-03-04T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"The episode thrust Nome into the spotlight in newspapers nationwide. Maynard easily won reelection in April and served as mayor for years after that. In 1934, a major fire wiped out much of Nome, including Maynards home and newspaper office, and left about 1,500 people homeless. He died Aug. 27, 1939, in Portland, Oregon, while visiting his wifes family, from complications of surgery to remove his tonsils, according to an Aug. 30, 1939, Nome Nugget story.",homeless
scranton,BRIEF: 150 people who made Scranton great - Cardinal John O'Connor,2016-01-31T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Cardinal OConnor wasted no time using the churchs most visible American post to inject orthodoxy into political and social debate. He was a passionate abortion foe and staunchly doctrinaire on issues such as homosexuality and the ordination of women. He was also a passionate defender of organized labor, a fiery advocate for the poor and homeless and against racism, anti-Semitism and the death penalty.",homeless
scranton,Al Boscov: Affable magnate left lasting imprint with his stores,2017-02-12T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"in Scranton recalled how Mr. Boscov created a Christmas in July charitable display about six years ago at his Scranton store. It contained new packages of socks and underwear pinned to a display that shoppers could purchase for 1 each, as a donation to the soup kitchen for distribution to the needy. Mr. Boscov wanted to raise awareness, in summertime, of the continuing need to help those less fortunate.",soup kitchen
scranton,Al Boscov: Affable magnate left lasting imprint with his stores,2017-02-12T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"The homeless and needy people served by the soup kitchen are, not really his shoppers, quite frankly. But he was so generous, Monsignor Kelly said. Actually meeting him and seeing his compassion for other people really touched my heart. I was so impressed by the fact that he was so concerned about the poor.","homeless, soup kitchen"
scranton,Al Boscov: Affable magnate left lasting imprint with his stores,2017-02-12T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"When the kitchens associated St. Francis Commons transitional-living facility for homeless veterans opened a free clothing outlet for the needy a few years ago, Mr. Boscov sent a store manager over to configure it.",homeless
scranton,"After drug bust, a chase ends in arrests",2017-01-05T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Thomas J. Boyle, 34, homeless, and Michael Kobeski, 25, 152 Ross St., each are charged with drug crimes and are jailed at Lackawanna County Prison on 75,000 bail each. Mr. Boyle faces additional charges for trying to flee, including aggravated assault, resisting arrest, recklessly endangering another person and fleeing and attempting to elude an officer, according to a criminal complaint.",homeless
scranton,"KELLY: Same impasse, different budget",2015-08-19T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Gary gives me a juicy quote and I make the rounds School districts considering tax hikes Meals on Wheels soup kitchens and food pantries the Arc of Northeastern Pennsylvania the Womens Resource Center and any other vital service provider left hanging by Harrisburg.,soup kitchen
scranton,"KELLY: Same impasse, different budget",2015-08-19T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Im not saying these people dont care. Im sure they do. But caring, like most human impulses, is subject to gradation and worthless without action. Handing a couple of bucks to a homeless guy on my way home makes me feel good, but Im going home. He isnt. Legislators whose pay and benefits continue indefinitely despite their failure to fulfill their most basic responsibility cant begin to grasp the individual struggles worsened by their institutional irresponsibility.",homeless
scranton,"KELLY: Same impasse, different budget",2015-08-19T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,--Are you set for food? Do you rely on Meals on Wheels for nourishment and company? A soup kitchen? A food pantry?,soup kitchen
scranton,"As 2020 census looms, Northeast PA aims for complete count",2020-03-08T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"In Scranton, groups at risk for undercounting include young children, who often are overlooked when census forms are filled out, and individuals who are experiencing homelessness of any type, she said. Communities of color and immigrant communities also fall into that category.",homelessness
scranton,Local Flavor Gives Back: Harvest chef shares Teriyaki recipe for Great Chefs benefit,2019-04-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Tickets for Great Chefs, which is the centers biggest fundraiser of the year, are 75, available through eventbrite.com. The event benefits WRCs safe housing program, which prioritizes emergency housing options for adults and children who are in immediate danger, or are in a potentially dangerous situation or homeless due to the violence.",homeless
scranton,Support charitable work with wines built around causes,2018-03-21T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"On the shelves, there is no mistaking Chateau De Paws. The brand features a rescue dog on every label, and sales support no-kill animal shelters. I tried the Chateau de Paws California Chardonnay, whose photo of a golden retriever mix named Effie drew me in. Slightly sweet and very fruity, the wine has pineapple and green apple notes and a bit of butterscotch and oak. Its non-vintage wine, another indication that it is a bulk product. This is a well-made but formulaic chardonnay -- and it helps homeless animals, which is worth drinking to. 13.  12",homeless
scranton,Be ready for subzero chill this weekend,2016-02-13T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Another serious concern with the frigid temperatures is hypothermia, which can cause the death of tissue, body parts and eventually the whole body. Infants, older adults, people with mental or physical ailments and the homeless are most vulnerable -- as are pets left outside.",homeless
scranton,Salvation Army 's annual kettle campaign a source of help for many in need,2016-11-20T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"I was growing up in an atmosphere where people were helping me, Mr. Via said. I was helped when I was little. I wasnt homeless, and they made sure I wasnt homeless, so I think now its my turn. I just think its the way the country is we need people to rely on one another.",homeless
scranton,Effectiveness of 'Heroin Hits Home' hard to measure,2016-10-09T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"This isnt the homeless person living under a bridge. Thats why the awareness campaign is so important -- for people to realize it could strike you, your family, your home.",homeless
scranton,Diocese of Scranton finances rebound after scandal but future uncertain,2020-05-31T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"Reese noted that not only are dioceses dealing with fewer donations and poorer parishioners because of soaring unemployment, but they are seeing increased demands on their charities by providing shelter for the homeless and food from their pantries to a new wave of people who never needed help.",homeless
scranton,Nonprofits bear budget impasse scars,2016-04-11T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,Many nonprofits receive their state aid through contracts with the 67 counties to provide specific services ranging from helping individuals with disabilities to the homeless and individuals with addiction problems. The counties steer state aid for human services to nonprofits under those contracts.,homeless
