city,article_date,article_source,city_source,keywords_matched,Deidentified_article_title,Deidentified_paragraph_text
scranton,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,Nonprofits still scramble for funding,"[ORGANIZATION] didnt renew funding for [ORGANIZATION], ORG2 and ORG3 transitional housing programs as the agency shifts money toward different tactics to combat homelessness."
scranton,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,Nonprofits still scramble for funding,"Transitional housing programs are designed to offer an array of services to address underlying problems that cause homelessness while gradually preparing residents to live on their own. [ORGANIZATION] is shifting funding to rapid rehousing efforts that are less service intensive, and therefore less expensive. The idea is to reach more people per dollar when not everyone needs all of the services provided by transitional housing."
scranton,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Nonprofits still scramble for funding,"Meanwhile, [ORGANIZATION] and [ORGANIZATION] dont have new rapid rehousing programs to serve the same homeless populations and are still looking for long-term solutions."
scranton,2016-08-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Nonprofits still scramble for funding,"The nonprofit can still offer its transitional housing program to new mothers who become homeless for the rest of [ORGANIZATION] but is looking for long-term solutions after that, said [PERSON], [LOCATION], [ORGANIZATION] CEO."
scranton,2016-09-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,Sen. [PERSON] to [ORGANIZATION]: reconsider funding for housing programs,"Transitional housing programs offer an array of services designed to address underlying problems that cause homelessness, and [ORGANIZATION] officials said the shift to rapid rehousing programs allows the agency to help more people."
scranton,2016-09-22T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Sen. [PERSON] to [ORGANIZATION]: reconsider funding for housing programs,"FAC0, a transitional-living facility in [ORGANIZATION] for homeless veterans, also lost federal funding. Administrators are confident it will continue and said they plan to boost fundraising efforts."
scranton,2020-08-18T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,affordable housing,[ORGANIZATION] housing authorities awarded more than $1.6M,"--FAC0, 995,000 to construct Phase 2 of the FAC0 project on the site of the former blighted FAC1 school, which will add two additional buildings of duplex-style housing for those [ORGANIZATION]."
scranton,2019-12-10T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,affordable housing,[ORGANIZATION] improvement program may continue [ORGANIZATION],"[ORGANIZATION] advocates for responsible home ownership and affordable housing and provides services including home ownership coaching and education, aging in [STREET] and home-renovation services, and neighborhood revitalization initiatives."
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","In [ORGANIZATION], 125 students have qualified as homeless so far for [ORGANIZATION] under the standards set by the [PERSON]-Vento Homeless Assistance Act, according to [ORGANIZATION], the districts homeless and [PERSON]. These standards are more broad than the [ORGANIZATION] definition, which describes homeless as non-human conditions [PERSON]-Vento explained homeless means children and youth who lack a fixed, regular and adequate nighttime residence."
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","Right now, six of the dozens who cycle through [ORGANIZATION] have identified themselves as truly homeless, though each is [ORGANIZATION] or older. Four of the six dropped out to work full-time. [ORGANIZATION] does not function as an [TIME] safehouse, though [ORGANIZATION] is working to secure another structure for that purpose."
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","If you want to stay in school, its really hard when youre homeless, [ORGANIZATION] said. All of this stems because theyre the working poor. Theyre handsome, smart, not drug-abusers, not mentally ill, of all ethnicities. They dont have phones or IDs or cars or showers or clean clothes, and it sets up a vicious cycle of being unable to work. They walk around doing nothing, and to some it appears to be laziness, but theres just no stability."
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","Total homeless youths, by [ORGANIZATION] standards"
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]",Homeless in kindergarten through fifth grade
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]",Homeless in [ORGANIZATION]
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]",Homeless in ninth through 12th grades
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","Number of students who qualified as homeless, by [ORGANIZATION] standards"
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]",Homeless in pre-K
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]",Number of children who have qualified as homeless by [ORGANIZATION] standards so far [ORGANIZATION]
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","[PERSON], Chief of [ORGANIZATION], and homeless and [PERSON], for [ORGANIZATION] school district"
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]",Total homeless population
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,"Homeless teens find hope, help at [ORGANIZATION]",Total family households experiencing homelessness
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,"Homeless teens find hope, help at [ORGANIZATION]",Unaccompanied young adults [ORGANIZATION] experiencing homelessness
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"Homeless teens find hope, help at [ORGANIZATION]","In comparing the numbers of unaccompanied young adults, [ORGANIZATION] leads over nearby [PERSON], which has 492 GPE2, 45 GPE3, [DATE] and GPE4, [DATE]. [PERSON], meanwhile, claimed 873 as homeless throughout the entire state, encompassing all demographics, compared to [ORGANIZATION]s more than 14,000."
scranton,2018-12-16T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,"Homeless teens find hope, help at [ORGANIZATION]","[ORGANIZATION], [ORGANIZATION] community point-in-time counts conducted in [ORGANIZATION], as reported to ORG2. The rate of homelessness in each state is calculated using [ORGANIZATION]."
scranton,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Advocacy groups help the homeless,"DATE0 For two local advocacy groups, it was never a question of whether to distribute [DATE]-weather essentials for the homeless in the pouring rain."
scranton,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Advocacy groups help the homeless,"Why, do the homeless have [ORGANIZATION] off? PERSON0 joked."
scranton,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Advocacy groups help the homeless,"Its a [STREET] to give back to the community and help out the homeless by giving them the necessities they need to keep warm through [ORGANIZATION], said [ORGANIZATION], a freshman at [ORGANIZATION] and teen volunteer."
scranton,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Advocacy groups help the homeless,"DATE0, he visited homeless communities in [ORGANIZATION] to let them know the people approaching them [LOCATION] would be there to help, not harm."
scranton,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Advocacy groups help the homeless,"[ORGANIZATION] -- the daughter of [PERSON] and his wife, PERSON2 -- died of an opioid drug overdose at [ORGANIZATION] in [LOCATION]. PERSON3 was sober for [ORGANIZATION] and would often help young people struggling with recovery. DATE3 before she died, PERSON3 talked to her mom about giving small [ORGANIZATION] gifts to the homeless."
scranton,2017-12-24T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Advocacy groups help the homeless,"Every homeless person has a story, [ORGANIZATION] said You can always reach out to us."
scranton,2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"[ORGANIZATION] , [ORGANIZATION] , [PERSON] , [ORGANIZATION] column","When I was young, I was not wise, said [ORGANIZATION], [ORGANIZATION]. Few of us were, but most of us have always had a regular [STREET] to sleep. PERSON1 has been homeless for [LOCATION]. A former hotel housekeeper in [ORGANIZATION] who tried and failed to find a job here, he reads spy yarns and romance novels to escape."
scranton,2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"[ORGANIZATION] , [ORGANIZATION] , [PERSON] , [ORGANIZATION] column",Some of his friends understood. Others wanted to. The goal of the book club for the homeless at [ORGANIZATION] in [ORGANIZATION] is to encourage self-improvement through reading. Finding beauty and truth in words is bound to be empowering in a me-first world that dismisses you with ugly epithets -- if it notices you at all.
scranton,2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"[ORGANIZATION] , [ORGANIZATION] , [PERSON] , [ORGANIZATION] column","Long on fellowship, the homeless book club is short on books. [ORGANIZATION] students turned to the online crowd-funding site [ORGANIZATION] to raise money to start a library at the ORG1 for friends they never knew they had. I was nervous at first, said [ORGANIZATION], [ORGANIZATION], a [ORGANIZATION] native studying criminal justice at [ORGANIZATION]. She has applied to [ORGANIZATION] and said her experience with the book club will make her a more empathetic law-enforcement officer."
scranton,2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"[ORGANIZATION] , [ORGANIZATION] , [PERSON] , [ORGANIZATION] column","We have a lot more in common than I thought, she said of the homeless men and women she reads aloud with. Meeting new people and getting to know them, I know it will help me work with them in the future."
scranton,2016-02-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"[ORGANIZATION] , [ORGANIZATION] , [PERSON] , [ORGANIZATION] column","[ORGANIZATION] was talking about people like PERSON1. who insists his story isnt finished. He has friends to help craft his remaining chapters, which frees him to plot a spyromance novel with a happy ending. At a long table in a tight room where homeless readers sit down to share words and thoughts with college students, anything seems possible."
scranton,2023-03-04T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,[ORGANIZATION] plays role in [LOCATION] history,"The episode thrust [ORGANIZATION] into the spotlight in newspapers nationwide. [ORGANIZATION] easily won reelection in [ORGANIZATION] and served as mayor for [LOCATION] after that. In [DATE], a major fire wiped out much of [ORGANIZATION], including [ORGANIZATION]s home and newspaper office, and left about 1,500 people homeless. He died [ORGANIZATION], in [PERSON], [ORGANIZATION], while visiting his wifes family, from complications of surgery to remove his tonsils, according to an DATE4, [ORGANIZATION] Nugget story."
scranton,2016-01-31T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,BRIEF: 150 people who made [ORGANIZATION] great - Cardinal PERSON0,"Cardinal PERSON0 wasted no time using the churchs most visible American post to inject orthodoxy into political and social debate. He was a passionate abortion foe and staunchly doctrinaire on issues such as homosexuality and the ordination of women. He was also a passionate defender of organized labor, a fiery advocate for the poor and homeless and against racism, anti-Semitism and the death penalty."
scranton,2017-02-12T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,soup kitchen,PERSON0: Affable magnate left lasting imprint with his stores,"in [ORGANIZATION] recalled how Mr. [PERSON] created a [ORGANIZATION] charitable display [PERSON] at his [ORGANIZATION] store. It contained new packages of socks and underwear pinned to a display that shoppers could purchase for 1 each, as a donation to the soup kitchen for distribution to the needy. Mr. [PERSON] wanted to raise awareness, in [DATE], of the continuing need to help those less fortunate."
scranton,2017-02-12T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,"homeless, soup kitchen",PERSON0: Affable magnate left lasting imprint with his stores,"The homeless and needy people served by the soup kitchen are, not really his shoppers, quite frankly. But he was so generous, [PERSON] said. Actually meeting him and seeing his compassion for other people really touched my heart. I was so impressed by the fact that he was so concerned about the poor."
scranton,2017-02-12T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,PERSON0: Affable magnate left lasting imprint with his stores,"When the kitchens associated FAC0 transitional-living facility for homeless veterans opened a free clothing outlet for the needy [ORGANIZATION], Mr. [PERSON] sent a store manager over to configure it."
scranton,2017-01-05T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"After drug bust, a chase ends in arrests","[ORGANIZATION], [ORGANIZATION], homeless, and [PERSON], [LOCATION], 152 [PERSON], each are charged with drug crimes and are jailed at [ORGANIZATION] on 75,000 bail each. Mr. [PERSON] faces additional charges for trying to flee, including aggravated assault, resisting arrest, recklessly endangering another person and fleeing and attempting to elude an officer, according to a criminal complaint."
scranton,2015-08-19T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,soup kitchen,"PERSON0: Same impasse, different budget",[ORGANIZATION] gives me a juicy quote and I make the rounds School districts considering tax hikes [ORGANIZATION] soup kitchens and food pantries ORG1 ORG2 and any other vital service provider left hanging by [ORGANIZATION].
scranton,2015-08-19T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,"PERSON0: Same impasse, different budget","Im not saying these people dont care. Im sure they do. But caring, like most human impulses, is subject to gradation and worthless without action. Handing a couple of bucks to a homeless guy on my [STREET] home makes me feel good, but Im going home. He isnt. Legislators whose pay and benefits continue indefinitely despite their failure to fulfill their most basic responsibility cant begin to grasp the individual struggles worsened by their institutional irresponsibility."
scranton,2015-08-19T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,soup kitchen,"PERSON0: Same impasse, different budget",--Are you set for food? Do you rely on [ORGANIZATION] for nourishment and company? A soup kitchen? A food pantry?
scranton,2020-03-08T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homelessness,"As [ORGANIZATION] census looms, [ORGANIZATION] aims for complete count","In [ORGANIZATION], groups at risk for undercounting include young children, who often are overlooked when census forms are filled out, and individuals who are experiencing homelessness of any type, she said. Communities of color and immigrant communities also fall into that category."
scranton,2019-04-28T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Local Flavor Gives Back: Harvest chef shares [ORGANIZATION] recipe for [ORGANIZATION] benefit,"Tickets for [ORGANIZATION], which is the centers biggest fundraiser of [ORGANIZATION], are 75, available through ORG1. The event benefits ORG2 safe housing program, which prioritizes emergency housing options for adults and children who are in immediate danger, or are in a potentially dangerous situation or homeless due to the violence."
scranton,2018-03-21T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Support charitable work with wines built around causes,"On the shelves, there is no mistaking [PERSON]. The brand features a rescue dog on every label, and sales support no-kill animal shelters. I tried [ORGANIZATION], whose photo of a golden retriever mix named [ORGANIZATION] drew me in. Slightly sweet and very fruity, the wine has pineapple and green apple notes and a bit of butterscotch and oak. Its non-vintage wine, another indication that it is a bulk product. This is a well-made but formulaic chardonnay -- and it helps homeless animals, which is worth drinking to. 13.  12"
scranton,2016-02-13T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Be ready for subzero chill [ORGANIZATION],"Another serious concern with the frigid temperatures is hypothermia, which can cause the death of tissue, body parts and eventually the whole body. Infants, older adults, people with mental or physical ailments and the homeless are most vulnerable -- as are pets left outside."
scranton,2016-11-20T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,[ORGANIZATION] kettle campaign a source of help for many in need,"I was growing up in an atmosphere where people were helping me, Mr. [PERSON] said. I was helped when I was little. I wasnt homeless, and they made sure I wasnt homeless, so I think now its my turn. I just think its the [STREET] the country is we need people to rely on one another."
scranton,2016-10-09T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Effectiveness of '[ORGANIZATION] hard to measure,"This isnt the homeless person living under a bridge. Thats why the awareness campaign is so important -- for people to realize it could strike you, your family, your home."
scranton,2020-05-31T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,[ORGANIZATION] finances rebound after scandal but future uncertain,"[ORGANIZATION] noted that not only are dioceses dealing with fewer donations and poorer parishioners because of soaring unemployment, but they are seeing increased demands on their charities by providing shelter for the homeless and food from their pantries to a new wave of people who never needed help."
scranton,2016-04-11T00:00:00Z,"The Times-Tribune (Scranton, Pennsylvania)",The Times-Tribune,homeless,Nonprofits bear budget impasse scars,Many nonprofits receive their state aid through contracts with the 67 counties to provide specific services ranging from helping individuals with disabilities to the homeless and individuals with addiction problems. The counties steer state aid for human services to nonprofits under those contracts.
