created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,Deidentified_text
2024-11-25T05:25:36.000Z,,,,,False,"Affordable housing is hard to find in [ORGANIZATION], especially around [ORGANIZATION]. Efforts are being made to renovate public housing and create mixed-income communities. We need systemic change to support families! [ORGANIZATION]:[ORGANIZATION] Housing Plan"
2024-11-25T05:24:04.000Z,,,,,False,Schools in the FAC0 area struggle due to high poverty rates. We need to invest in resources and build community partnerships to improve outcomes for students. [ORGANIZATION] should be our priority. [URL]
2024-11-23T22:41:00.000Z,22,,,,False,yall should sign the [ORGANIZATION] housing crisis petition  [URL]
2024-11-23T20:01:37.000Z,,,,,False,"[ORGANIZATION] area in [ORGANIZATION] is facing a housing crisis. 40% of people in this area live in poverty, and the city lacks 20,000 affordable housing units. Initiatives like [ORGANIZATION] to fix old housing, but progress depends on securing funding. [URL]"
2024-11-23T19:55:15.000Z,,,,,False,"[ORGANIZATION]’s FAC0 is undergoing major changes to address housing challenges in one of its most under-resourced areas. The #FAC1 initiative plans affordable housing renovations, but progress depends on securing competitive [ORGANIZATION] funding.
[URL]"
2024-11-23T00:31:43.000Z,,,,,False,@elonmusk @VivekGRamaswamy By the [STREET] here in [ORGANIZATION] nc there alot of business and abandoned places here that could use yall help and homeless is terrible and we need to Audit GPE1 as a while. But [ORGANIZATION] could use some up due. [ORGANIZATION] nc need to be investigated bad asap
2024-11-22T17:52:05.000Z,,,,,False,"‘A mecca for crime’: [ORGANIZATION] sues homeowners providing housing to homeless 
Source: [URL] [URL]"
2024-11-22T01:53:50.000Z,,,,,False,Affordable housing and access to healthy food go hand in hand. [ORGANIZATION] needs policies that prioritize both to tackle poverty at its root. #FoodSecurity
2024-11-21T14:22:24.000Z,"Fayetteville, NC",,,,False,Warning please don't come to [ORGANIZATION] if you recently became homeless because of the hurricanes [ORGANIZATION] criminalized homelessness. You can be fined or thrown in jail for just being homeless without committing a real actual crime
2024-11-21T02:55:31.000Z,Northwest Arkansas,,,,False,'A mecca for crime': [ORGANIZATION] sues homeowners providing housing to homeless [URL]
2024-11-20T17:36:04.000Z,,,,,False,[ORGANIZATION] is hosting their DATE0 Sleep Out event to bring awareness to the homeless population of [ORGANIZATION]. If you can participate please fill out the link below👇 This is a great social action event! [ORGANIZATION]; Clothing donation is needed for admission [URL]
2024-11-20T15:10:46.000Z,,,,,False,"[ORGANIZATION] to reallocate more than $71,000 to [ORGANIZATION] 
Source: ORG1ORG2; [PERSON] [URL]"
2024-11-20T04:13:28.000Z,Northwest Arkansas,,,,False,"[ORGANIZATION] to reallocate more than $71,000 to ORG0 [URL]"
2024-11-19T22:09:44.000Z,,,,,False,"@realdogenews DoD---if would be great to take their empty buildings and make them [ORGANIZATION].  Make it like habitat and have the Vets who are able to help to do so.  [ORGANIZATION], [PERSON] did a great job in a homeless community there.  That concept could work in these empty buildings."
2024-11-18T19:04:15.000Z,Northwest Ark. ↔️ Northern Va.,,,,False,"In the Mayor’s race, [ORGANIZATION] incumbent [ORGANIZATION] faced [PERSON], the CEO of [ORGANIZATION], the [ORGANIZATION]’s tourism marketing org. As the housing crisis rose in importance to campaigns, PERSON2 capitalized on some of [ORGANIZATION]'s public missteps.

The runoff is on [ORGANIZATION]"
2024-11-16T03:11:41.000Z,"710 W Market st Greensboro, NC",,,,False,"PERSON0 I need you to edit it because she wasn’t homeless and she had her own [STREET].  Baby girl was visiting her mother, her father had custody. I’m from [ORGANIZATION] and she wasn’t found near [ORGANIZATION] she was found in [PERSON]. I was on my [STREET] to class [ORGANIZATION] she was found."
2024-11-15T00:35:13.000Z,,,,,False,"Many experiencing homelessness in the FAC0 area of [ORGANIZATION] struggle to find transportation to shelters, jobs, or medical care. Reliable public transit is a must! #FixNCTransit #[ORGANIZATION]"
2024-11-14T15:37:56.000Z,"Raleigh, NC",,,,False,"@investandcreate Shoot I didn’t know you were a 2x GPE0 State Alum. Same here[ORGANIZATION]

I hate to say it but the [INSTITUTION] has made FAC0 noticeably worse. The homeless people in that area can be very aggressive. [PERSON] became more of a club scene than a bar scene. 

As someone that went to"
2024-11-11T16:06:32.000Z,,,,,False,@Dragon2Supreme I quite literally do tho???? I give money to homeless people all the time in [ORGANIZATION] stop speaking on shit u dont know about cock muncher
2024-11-10T18:59:41.000Z,,,,,False,"This is great to see with so many buildings sitting empty since [ORGANIZATION].  It gives hope.  One of the best homeless communities I have seen was in [ORGANIZATION], [PERSON].  They gave proud community members responsibilities of maintaining it much like a co-op.  

[URL]"
2024-11-08T21:11:45.000Z,,,,,False,"[PERSON] and the homeless are on every [STREET] corner in [ORGANIZATION], [PERSON] unless it's [ORGANIZATION]. [ORGANIZATION]"
2024-11-08T20:49:40.000Z,,,,,False,"[ORGANIZATION] approves a plan (450,000 grant) for adding affordable housing in [ORGANIZATION] (FAC0). This plan came about in [ORGANIZATION] and this article came out in [LOCATION].
[PERSON] via [ORGANIZATION]"
2024-10-27T23:24:39.000Z,,,,,False,"[ORGANIZATION] She kinda right though , look at the soldiers they don’t even offer help that done went crazy .. u can go to [ORGANIZATION] start there homeless and crazy on the [STREET] . War vets it’s sickening but she right"
2024-10-24T13:39:51.000Z,"Fayetteville, AR",,,,False,[ORGANIZATION] unveiled four new medical respite care cabins for patients experiencing chronic homelessness  [PERSON]
2024-10-24T12:30:11.000Z,"Fort Smith - Fayetteville, AR",,,,False,"""If it wasn't for these people, I'd probably be dead by now,"" a former medical respite patient said. ""Thank God for them, I'm not.""  [URL]"
2024-10-23T22:37:31.000Z,Northwest Arkansas,,,,False,[ORGANIZATION] opens respite cabins for [ORGANIZATION]'s chronically unhoused [URL]
2024-10-23T22:36:36.000Z,Arkansas,,,,False,[ORGANIZATION] opens respite cabins for [ORGANIZATION]'s chronically unhoused [PERSON]
2024-10-22T13:28:00.000Z,"North Carolina, USA",,,,False,"[ORGANIZATION] Still no word on investing in [ORGANIZATION]’s veterans. I invite you to [PERSON], [PERSON] - to witness yourself the outrageous number of homeless veterans on its streets. Helping our veterans should be your #1 priority! They come in a variety of colors, you know."
2024-10-20T13:26:01.000Z,"Springdale, Arkansas","Springdale, AR",United States,city,False,Our Be Love Ministry served over 300 meals to the homeless [ORGANIZATION]! #gosafellowship #serveothers #serveGod #belove [URL]
2024-10-19T22:54:02.000Z,,,,,False,@wigglingit4cash yeah that'd do it. [ORGANIZATION] and [PERSON] are the most expensive. i'm super lucky be in the same apartment for [ORGANIZATION] so i'm still under $1k/mo for a 2bed/2ba. hopefully something breaks soon bc we finally got hit with the housing crisis (the area was immune in [LOCATION])
2024-10-18T23:08:08.000Z,"Raleigh, NC",,,,False,@DurmBull [ORGANIZATION] is terrible too. Got called a “bitch” on FAC0 because I didn’t give a homeless woman money😂
2024-10-17T13:00:09.000Z,Northwest Arkansas,,,,False,[ORGANIZATION]'s [ORGANIZATION] started pinning down some early ideas to present to ORG1 and heard from a developer about how difficult it can be to build in the city. [URL]
2024-10-14T03:58:26.000Z,"Grove, OK",,,,False,"@luxysema So many Americans are suffering ~ The Greatest Depression 
Went to a [INSTITUTION] in [PERSON] needed help ~ while there the shower truck came ~  [ORGANIZATION] is open until [TIME] then you’re on the streets ~ I lived [ORGANIZATION]
This is just crazy ~ 👀 4your posts"
2024-10-07T22:44:52.000Z,"Horatio, AR &Magnolia, TX",,,,False,[ORGANIZATION] @Jake88300130 Arrogant fuckers. Yall are going to limp into [ORGANIZATION] with 2 [ORGANIZATION] losses and we’re going to spank yalls pansy asses. Then [ORGANIZATION] will. Enjoy the Independence Bowl losers. Also enjoy that pos town yall call home. Homelessness and pot is all you see there.
2024-10-06T15:05:55.000Z,A Texan in Arkansas,,,,False,"@5NEWS If [ORGANIZATION] is going to invest in FAC0, are they going to clean up the homeless and the mounds trash they throw around? 
Maybe keep them from sleeping there? If not, why waste the money? Why not fix the huge potholes around town? Valid questions."
2024-10-05T18:29:27.000Z,"Fayetteville, NC",,,,False,"[ORGANIZATION] @johny_franks [PERSON] @ImFiredUp2 @JessieJaneDuff I live in [PERSON] this was my 3rd PERSON4 rally My first was [ORGANIZATION] when I was homeless my 2nd was [LOCATION] when I was still homeless by the grace of God I'm no longer homeless.  I dropped some things off at the hurricane relief tent outside I saw you.  #[PERSON]
#Maga2024"
2024-10-05T06:37:05.000Z,"Fayetteville, NC",,,,False,"[PERSON] I'm in [ORGANIZATION]  and this my 3rd ORG0 event -My first was [ORGANIZATION] when i was homeless my 2nd was [LOCATION] when I was still homeless by grace of God I'm not longer homeless.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024"
2024-10-05T06:14:21.000Z,"Fayetteville, NC",,,,False,"@ORG0WarRoom @DiamondandSilk I'm in [ORGANIZATION]  and this was my 3rd ORG0 event, My first was [ORGANIZATION] when I was homeless my 2nd was [LOCATION] when I was still homeless by the grace of God I'm not homeless anymore.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024"
2024-10-05T06:13:16.000Z,"Fayetteville, NC",,,,False,"@RSBNetwork @DiamondandSilk I'm in [ORGANIZATION]  and this was my 3rd ORG0 event, My first was [ORGANIZATION] when I was homeless my 2nd was [LOCATION] when I was still homeless by the grace of God I'm not homeless anymore.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024"
2024-10-04T21:57:57.000Z,"Fayetteville, NC",,,,False,"@RSBNetwork I'm in [ORGANIZATION]  and this my [ORGANIZATION] rally My first was [ORGANIZATION] when was homeless my 2nd was [LOCATION] when I was still homeless by grace of God I'm not longer homeless.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024"
2024-10-01T23:53:18.000Z,AMERICA FIRST,,,,False,"EVERY LIFE MATTERS 
DO WHAT YOU CAN
IT WILL BE ENOUGH
[URL]"
2024-09-27T02:59:13.000Z,"Grove, OK",,,,False,"[ORGANIZATION] is open [ORGANIZATION], but at [TIME] you are on the [STREET] ~ so many homeless in [PERSON]
$1200 a month for 400 sq ft apartment available [ORGANIZATION]"
2024-09-27T00:30:07.000Z,Northwest Arkansas,,,,False,Recent fire prompts addition to nuisance lawsuit over homeless camping situation in [ORGANIZATION] [URL]
2024-09-23T19:13:36.000Z,"Hive Tertium, The Torrents",,,,False,"@dividendology Agree. I live in [PERSON]. We don't have GPE2 levels of homeless but those who are 97% of the time are homeless by choice. They won't give up drugs or alcohol, they won't pay taxes, they [ORGANIZATION] that life"
2024-09-22T16:48:35.000Z,"Fayetteville, Arkansas",,,,True,"RT @TreyBiddy: Fun, family friendly, free admission &amp; benefits our homeless neighbors?!
Check out Chill with [ORGANIZATION]…"
2024-09-21T21:31:15.000Z,,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-21T14:24:16.000Z,"Fayetteville, Arkansas",,,,False,"Fun, family friendly, free admission &amp; benefits our homeless neighbors?!
Check out Chill with [ORGANIZATION] from [DATE] at [ORGANIZATION] in [ORGANIZATION]. All proceeds go to ORG1 to help in their efforts to end homelessness here in [PERSON]. [URL] [URL]"
2024-09-19T21:37:03.000Z,"Rogers, Arkansas",,,,False,[ORGANIZATION] listening to housing strategies | Click on the image to read the full story [URL]
2024-09-19T15:28:07.000Z,"Bentonville, Arkansas",,,,False,"[ORGANIZATION] will probably never be able to compete again with smaller, regional cities in the single-family housing market, so it needs to find its niche, members of the city's [ORGANIZATION]. [URL]"
2024-09-18T18:58:54.000Z,"Oak Hill, WV","Oak Hill, WV",United States,city,False,"@SunshineRay23 @WVGovernor PERSON0 put a cap on them 
PERSON1 put a cap on them 
It is possible, do your research 

I'm not against people owning their own businesses.
However, we have a housing crisis.
Personally, I have a home BUT many people do not."
2024-09-16T19:25:16.000Z,"Fayetteville, AR",,,,False,"For this [ORGANIZATION]'s [ORGANIZATION] events, we're partnering with [ORGANIZATION] to divert reusable items from the landfill and support its mission to provide decent and affordable housing for ORG1.

Learn more, including what's accepted: [URL] [URL]"
2024-09-12T14:30:13.000Z,Northwest Arkansas,,,,False,A man who police and prosecutors say shot at an occupied residence in [ORGANIZATION] was sentenced to [ORGANIZATION] in prison DATE1. [URL]
2024-09-10T18:13:33.000Z,,,,,False,@MrSantosNY Just have an officer in the polling [STREET] who can look up the poor or homeless without an Id and be able to look them up in the system and confirm their eligibility to vote (no felonies) we had homeless Id’s printed out on the spot in [ORGANIZATION] this could be done in house!
2024-09-10T14:21:45.000Z,"Fayetteville, NC",,,,False,"@Garrett_Archer Facts [PERSON] of elections when I was homeless gave me a [STREET] address when I was homeless and [ORGANIZATION] also allowed me to use the [STREET] address so I could get a [ORGANIZATION] id card.
I voted twice for [ORGANIZATION]"
2024-09-10T13:58:43.000Z,"Fayetteville, NC",,,,False,@catturd2 Arrest them for what?  Are they registering Illegals to vote are they falsifying information? It's not illegal to Give homeless people an address to vote. [ORGANIZATION] gave me a [STREET] address  and I voted for [ORGANIZATION] twice in [ORGANIZATION] GPE1
2024-09-10T13:53:22.000Z,"Fayetteville, NC",,,,False,@ImMeme0 Who gives a damn if homeless people vote as long as they are not illegal immigrants. I was homeless and used the address the board of elections gave me to vote for [ORGANIZATION] twice in [ORGANIZATION] GPE1
2024-09-10T13:44:18.000Z,"Fayetteville, NC",,,,False,@traip95 @ImMeme0 I used the address [ORGANIZATION] gave me  in [ORGANIZATION] when I was  homeless to vote twice for [ORGANIZATION]
2024-09-09T14:08:13.000Z,"Stolen land, Imperial Core",,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-09T10:20:11.000Z,"Fayetteville, NC",,,,False,New affordable housing development in the works for [ORGANIZATION]. Here's what to know. [URL]
2024-09-09T10:00:29.000Z,"Fayetteville, NC",,,,False,A new housing development is intended to enhance affordable housing options for residents [ORGANIZATION] and older in [ORGANIZATION]. [PERSON]
2024-09-08T17:55:07.000Z,occupied Turtle Island. ,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-08T17:10:42.000Z,any/all pronouns,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-08T16:23:16.000Z,,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-06T18:09:32.000Z,Costa Mesa,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-06T16:52:53.000Z,,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-06T16:23:11.000Z,,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-06T16:12:57.000Z,she/her,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-06T15:33:38.000Z,,,,,True,"[PERSON] 75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds…"
2024-09-06T10:41:23.000Z,"Stolen land, Imperial Core",,,,False,"75/150   Travel dr appt DATE0 

Final🤞🏻post surgery (cervical fusion) appt w/neurosurgeon in [ORGANIZATION] on [LOCATION]. Funds to cover 2 tanks gas &amp; wiper blades for the van. Please help an old homeless nonbinary queer w/no fam survive and learn to thrive💜 [URL]"
2024-09-02T08:45:12.000Z,"Fayetteville, NC",,,,False,@SandtownMama Yeah I'm not homeless anymore but I was homeless with my mother for [ORGANIZATION]. It's great to be off the streets [LOCATION] in the [STREET] I'm at. Not a lot of shelters here in [PERSON] though people feed you on the streets
2024-08-31T20:00:07.000Z,Northwest Arkansas,,,,False,A [ORGANIZATION]-based startup working to end homelessness will have the chance to win $1 million DATE0. [URL]
2024-08-28T21:47:32.000Z,"North Carolina, USA",,,,False,"[ORGANIZATION] And you’ll probably make it your priority to hand over the keys to them to illegal immigrants. 

A priority would be not a single homeless veteran in the [ORGANIZATION]. Don’t think it’s that huge, [STREET] around [ORGANIZATION]. Those FAC0 soldiers deserve better than they’ve received!"
2024-08-28T13:47:15.000Z,,,,,False,"Advocates concerned about busing [ORGANIZATION]'s homeless to [PERSON]
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]"
2024-08-28T13:46:08.000Z,,,,,False,"As [ORGANIZATION] white flag shelters run out of beds, city helps bus homeless to [PERSON] shelter 
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL] @TXGovAbbott"
2024-08-28T13:44:41.000Z,,,,,False,"[ORGANIZATION] buses 14 homeless people to FAC0 shelter, [PERSON] leaders extremely concerned 
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]"
2024-08-27T16:33:53.000Z,SW Ohio,,,,False,"@DotComParker [PERSON] a good used car for my friend who is driving a DATE0 Neon with no [ORGANIZATION], broken windows and a transmission ready to die.  She needs decent transportation and [ORGANIZATION] as she lives in [PERSON] and the heat is killing her.  She was homeless for [LOCATION] and trying to get back up. 😏"
