date,matched_words,Deidentified_paragraph
01_18_2022,affordable housing,"And so the buy-write and expanding upon that, I think, is one of some of my concerns. Thank you. Well, what other discussion would the council like to have?  on this where you are this is an ordinance it's on the second reading or another discussion or action items from the council like I just uh I just have a comment you know I do think we need to come back to one of our core tenants that we've been working on for a while is creating affordable housing and having a house with an apartment or another rule you know space in it would have been really helpful for me when I was looking for a space for um  you know, my mom that had dementia."
01_18_2022,affordable housing,"So this is, and this is unfortunately a giant, you know,  thing that plagues are, plagues people. And I think a lot of people would like to be able to have their ailing family members or aging family members, maybe disabled family members, have a private space amongst their space. So it's not just only about affordable housing, but it's also about just taking care of people."
01_18_2022,homeless,"Okay, thank you all. Let's go to number two. a resolution to approve a budget adjustment of twenty one thousand four hundred and forty two dollars to partially fund emergency shelters for homeless persons provided by [ORGANIZATION] in [ORGANIZATION] continuing their care when when FAC0 when the ORG1 shelter and other shelters are fully occupied during dangerous cold nights [ORGANIZATION] i believe this is yours"
01_18_2022,homeless,"And this collaborative is made up of [ORGANIZATION], [PERSON], ORG2, [PERSON], [LOCATION], [ORGANIZATION], and ORG6. And they have made tentative plans to assist the homeless residents of [ORGANIZATION] when it is too cold for them to safely sleep outside. And of course, that temperature will be 15 degree wind chill or colder."
01_18_2022,homeless,okay go ahead hi there uh [ORGANIZATION] seven hills homeless center
01_18_2022,homelessness,"um this is a this is a great opportunity that um several of  the organizations that are working to end homelessness and provide for those that are suffering from homelessness have kind of come together in this collaborative to ensure that there's a gap, especially when it's extremely cold outside in [TIME] shelter in our community. So coming together, several organizations are able to kind of build a plan, rotate staffing, ensure that these individuals who in our community are most vulnerable are provided care during that time. So I'm...  the the uh the collaborative's uh case for support uh has been made available and i'm happy to answer any questions um i know that um you know in the past  This has been kind of a goal of ours, this collaboration, and it's something that we've kind of built up to."
02_02_2023,homeless,"For [ORGANIZATION], we have provided funding to [ORGANIZATION] and other groups who work directly with this population. Through the Pick Me Up program, people in our unsheltered community are employed to clean up litter in [ORGANIZATION]. [ORGANIZATION], participants cleaned up 66,000 pounds of litter."
01_18_2024,housing crisis,"So overall, this project, if you look at it from a big picture, this project is more of a microcosm of [ORGANIZATION] that has...  PERPETUATED INDIVIDUAL SITE PAD DEVELOPMENT AND HAS LED TO, HAS NOT HELPED [ORGANIZATION] THE CITY AND WE BELIEVE THAT THIS PROJECT WILL NOT SIGNIFICANTLY IMPROVE THE LIFE, SAFETY OR WELFARE OF THE CITIZENS OF GPE0. IN CLOSING, JUST BECAUSE A GAS STATION CAN BE BUILT THERE DOES NOT MEAN THAT A GAS STATION SHOULD BE BUILT THERE."
11_07_2024,homelessness,"probably would be more along the lines of those that are battling homelessness and mental health issues. Absolutely, so my final point is that the it comes down to collaboration and so you've seen it sounds like you've seen a lot of success with collaborating with drug [STREET] and mental health facilities and so that's that's that's also great because I  We recognize that collaboration is key as it relates to solving this crisis."
11_07_2024,housing crisis,"i i  I think that there have been a lot of good points made around this, but I want to kind of recenter us to the investment that we've made in this corridor as we're kind of considering this, that we really were looking to really create, you know, a very, you know, an area that would have transit with lots of density of individuals that are, you know, walking to like services and thinking about sidewalk cafes and coffee shops. And so, you know, I have hesitation and concern when I think about the considerable spend that taxpayers are making where we really want to have, you know, bodies there in commerce versus storing goods and the fact that we store in our housing crisis."
11_07_2024,affordable housing,"Many of my classmates and friends are in the same position wanting to stay and contribute to this community but facing limited options. The city has so much to offer yet affordable housing options are scarce, especially for those of us starting out. I believe that projects like this one can make a real difference by giving people a better chance to stay in [ORGANIZATION]."
11_07_2024,housing crisis,All of the requested variances are reasonable and necessary for developing this land to its highest and best use. And any project that would get built or proposed on this property would likely need at least the forbearance of being asked by this project. Our city is currently dealing with a housing crisis as declared by this very city council DATE0.
11_07_2024,housing crisis,No. but we can't let perfect be the enemy of good when we are in a declared housing crisis i ask that you please deny this appeal and let this project move forward thank you thank you who else sorry good [TIME] my name is [ORGANIZATION] i live at [ADDRESS] i retired to [ORGANIZATION] in [ORGANIZATION] after spending DATE1 in real estate and multi-family property management we welcome infill in our neighborhood we just want to protect  a new development from adversely affecting our single-family homes.
11_07_2024,housing crisis; affordable housing,"First of all, I am for infill, quality infill. That's properly done. I think there's a lot of good things about this project, but  I keep hearing the argument tossed around about affordable housing, infill, and how this is going to solve the housing crisis."
11_07_2024,affordable housing,I had five calls [ORGANIZATION] This it is disingenuous It is it's really not telling the truth in my opinion took all this affordable housing or to imply that somehow this is going to be  magically cause additional cheaper housing to spring up elsewhere in walkable neighborhoods.
11_07_2024,affordable housing,"And the idea that they are going to be able to enforce any kind of parking, they would have to have a force patrolling the streets day and night.  making 800 more car trips probable in our neighborhood will not do anything to help [ORGANIZATION] or especially our neighborhood, but [ORGANIZATION] on the whole. Whatever they say about affording affordable housing, $1200 a month  For I would know last meeting they were mentioning senior citizens It's not something senior senior citizens are going to want to do this is being marketed mainly to Transients I mean, you know, I don't mean like bombs."
11_07_2024,affordable housing,"But I happen to love [ORGANIZATION], and I happen to love that neighborhood, and I walk around it a lot. You talk about affordable housing. Well, $1,200 isn't."
11_07_2024,housing crisis,"This project is in alignment with the city's goals outlined in City Plan 2040 and conforms with the recent rezoning of FAC0. We're in the middle of a housing crisis. Some may not think so, but we are."
11_07_2024,affordable housing,"My name is [ORGANIZATION]. I live at [ADDRESS] in [ORGANIZATION], and I just want to reiterate that we're not against  [ORGANIZATION] in [ORGANIZATION], affordable housing in [ORGANIZATION]. We're just against the size of this and how it fits into our neighborhood."
11_07_2024,housing crisis,There may be some of your neighbors that are currently in your neighborhood [ORGANIZATION] that would struggle to afford to come back into your neighborhood. I couldn't afford to buy in your neighborhood [ORGANIZATION]. And that's because we do have a housing crisis and we have a lack of inventory.
11_07_2024,housing crisis,"You probably know of people that want to live in the downtown area, that want to be close to amenities, that desire to have a certain lifestyle that they're not able to have. There was talk about safety and quality of life. We've listened to stories while we declared a housing crisis of individuals that are having to make safety choices staying with domestic partnerships where there is violence because they don't have housing they can get to."
11_07_2024,housing crisis,"I don't know any [STREET] we don't support this project if we really believe that we're striving for equity in [ORGANIZATION], if we're trying to make a [STREET] for everyone, and we think that we're in a housing crisis. It was mentioned by one resident, the concern that because we're in a housing crisis, that might make us make certain decisions. I want to say yes, it does make us make certain decisions."
11_07_2024,housing crisis,"And if they are, please hold me accountable.  and send me packing. But I just, when I look at this, I don't. And as I said earlier, I ran, we have a housing crisis."
11_07_2024,housing crisis,"I think they're great and I will advocate for that and I will help you with that. I will help advocate for a parking district. But at [DATE], we have a housing crisis."
01_31_2017,homeless,"The only item that we have here before us [TIME] is under new business and it is an order to waive the competitive bidding to approve an emergency [ORGANIZATION] purchase of services contract with [LOCATION] homeless center with possible extensions of [ORGANIZATION] and to approve a budget adjustment kit. Whereas [ORGANIZATION] has operated a daytime facility to serve numerous homeless and needy [ORGANIZATION] residents for over [ORGANIZATION], relying upon the support of several local churches, charities, and charitable persons, as well as some governmental support for veterans, etc.,  And whereas through generous contributions by the [PERSON] family and others, [PERSON] was able to construct and operate the [PERSON] family residential community complex for transitional housing for homeless residents of [ORGANIZATION] on leased city property south of FAC0 for [PERSON],  And whereas [PERSON] is currently suffering an operating income emergency, it is in dire need of temporary assistance from the City of [ORGANIZATION] to be able to weather the storm and continue to offer vital services to [ORGANIZATION]'s homeless residents during DATE5. And whereas if [PERSON] could no longer operate its [PERSON] Family Residential Community Transitional Housing facility, currently housed citizens might become homeless again and have to live on the streets or in the woods during these harsh [DATE]."
01_31_2017,homeless,"And whereas if [ORGANIZATION] could no longer operate its [DATE] facility, the large number of homeless residents who depend upon this facility for showers and washing hot food warm [STREET] to stay during [DATE], as well as access to a telephone and other job assistance services could not find such comparable services elsewhere. and whereas the facility and services provided by [ORGANIZATION] need to be continued and should be temporarily supported by the city taxpayers to prevent our homeless and needy residents from suffering undue hardship and deprivation during [ORGANIZATION]. Now, therefore, it be ordained by [ORGANIZATION], Section 1, that [ORGANIZATION] hereby determines that the facts shown above...  constitute an exceptional situation in which formal competitive bidding is not practical or feasible and therefore weighs formal competitive bidding and approves the attached emergency purchase of services contract with [ORGANIZATION] Homeless Center and authorized Authorizes mayor [PERSON] to sign this contract section 2 that ORG3 city of [LOCATION]-[LOCATION] hereby approves the attached budget adjustment"
01_31_2017,homeless,"And on behalf of our entire board of directors, most of whom are here, and our committed and dedicated hardworking staff, quite a few of whom are here, I just want to say thank you very much for all that the city has done for us in the past and for even considering this additional emergency funding. Thank you. I think it's important for you to know that the homeless population of [ORGANIZATION] has grown exponentially faster than the population in general, and we do not see an end to the increased need for the kinds of services we are providing, some of which are unique to [ORGANIZATION]."
01_31_2017,homeless,"We believe that what we provide is essential to the overall system of supports providing care to our neighbors in need while they move toward recovery and self-sufficiency. To cut to the chase, let me say that despite the growing need, our organization has reached the point where we can no longer maintain the full range of services for people who are homeless. We have been working diligently.  to avoid having to cut services and we have made tremendous progress."
01_31_2017,homelessness,"Closing both these facilities will have serious consequences for other organizations in [ORGANIZATION] that depend on [ORGANIZATION] to support a client or family's transition to self-sufficiency. It will also impact other programs that offer some services during [ORGANIZATION], as the demand for these services will increase greatly. As a lifelong citizen of [ORGANIZATION], I absolutely believe that all of us must work together to raise awareness of the issue of homelessness in this area and do something about it."
01_31_2017,homeless,yes yes yes  ordinance to waive competitive bidding to approve an emergency [ORGANIZATION] purchase of services contract with [ORGANIZATION] with possible extensions of up to [DATE] and to approve a budget adjustment motion to suspend the rules and move to the third and final reading [ORGANIZATION] second
01_31_2017,homeless,yes yes yes yes an ordinance to waive competitive bidding to approve an emergency [ORGANIZATION] purchase of services contract with [ORGANIZATION] with possible extensions of up to [DATE] and to approve a budget adjustment
01_31_2017,homeless,I'm sorry. I'm emotional [ADDRESS]  I was homeless for [ORGANIZATION]. I gave up.
01_31_2017,homeless,"Who else would like to address us? If you all want to speak to us, would you all start to key up at the mic?  Mayor and [ORGANIZATION], my name is [ORGANIZATION]. I am homeless."
01_31_2017,homeless,"My name is [ORGANIZATION]. I came to [ORGANIZATION], [PERSON] and I was homeless, had no [STREET] to go. [PERSON] helped me get an ID, they helped me get an apartment, showers, everything."
01_31_2017,homeless,"I think I know the answer, but this may be a question for Ms. [PERSON]. I don't know. Is there a homeless center?"
01_31_2017,homeless,"so I will be voting in support okay [ORGANIZATION] I want to also express my appreciation for the services that they offer and the the admiration I have for the challenges that are faced by this board as [ORGANIZATION] said there are some people that have a perception that  there there's a struggle a continual struggle with this board and my comment is there is a continual need for this service and so again let's all unite and  and let's step up to the plate and let's make certain that the services that are provided by seven hills are available and continued without disruption so uh out of deep respect and admiration and realizing the challenges that this organization has faced for [ORGANIZATION] and will continue to face as we see this uh homeless population and people who need these services increase  I'm very happy to support this and I do hope as [ORGANIZATION] and [ORGANIZATION] and PERSON3 said this is a call out for the community to step up to the plate also you certainly seem to have the support of [ORGANIZATION] that reflects the compassion of [ORGANIZATION]  now we need to expand that out into the community and you can see by the people here and the letters that I got we do have the support in the community and people are willing to help when they know that there is the need so I'm happy to support this and I look forward to the  the prosperity, if I can say that, for the board so that we can get these services guaranteed in the future without an emergency situation."
01_31_2017,homeless,"And we believe in one another and taking care of one another and being sure that everybody feels like a partner in this city. No matter if they're homeless or the color of their skin, the religious belief or who they love, we are all one people in this city and we support one another and we're going to support [ORGANIZATION] and we're going to take care of the homeless situation in this city.  and with that [ORGANIZATION] would you please call the rope yes [PERSON]"
11_05_2019,affordable housing,"One of them was that this type of project, a house would cost maybe $10,000 more  and it would sell for $100,000 more. I can tell you with all the people that are behind me, if that were the case, they would be doing so many of these you cannot imagine. But even if that were true, even if that were true, I tell you that you have abandoned affordable housing in this city."
11_05_2019,affordable housing,"And it doesn't matter whether affordable housing is on the west side of [ORGANIZATION] or whether it's in these downtown areas. We don't have the right.  to tell people that they have to give up those property rights, which may, in fact, increase the cost of building that home so they can't build there. We say $10,000 like it's nothing, and yet we sit down with people [ORGANIZATION] and we realize that families cannot afford to take that next step because of $10,000 or less."
11_05_2019,affordable housing,"If he could build them for $180,000 and make a profit, he would do it. They would sell like wildfire, but they're not. So this ordinance effectively removes affordable housing for the working people."
11_05_2019,affordable housing,"At the first meeting, [ORGANIZATION]...  stepped in and said, this will affect affordable housing. The firemen that were here [TIME], the police, the EMTs, the nurses, we're going to price them out of living in [ORGANIZATION]. And I think that's a crime."
11_05_2019,affordable housing,"I spoke last time in relation to how this affects the banks and what the process was, but I wanted to read a statement prepared by [ORGANIZATION]. [ORGANIZATION] opposes [ORGANIZATION] proposed driveway and garage ordinance. [PERSON] banks recognize the housing affordability challenges facing the country and how important it is that Arkansans have affordable housing options."
11_05_2019,affordable housing,"Nearly one-third of American households devote more than 30% of their income to housing. According to [PERSON]...  SB 170 Act 446 was passed by [ORGANIZATION] in the spirit of ensuring persons from all economic segments can own a home. Experts like ORG1 say affordable housing shortages are due in part to zoning and other restrictions, and ORG2 opposes any ordinance adding additional prohibitions that may result in raised housing costs."
11_05_2019,affordable housing,"Right on, [ORGANIZATION]. Good point. The vision of the proponents, I don't really know what the vision or the purpose of the vision or the purpose of the ordinance was for to begin with. Whether it's affordable housing, whether it's putting eight houses on an acre, whether it was trying to minimize the footprint, a concrete footprint, whether it was to do stuff."
11_05_2019,affordable housing,"I really don't know what it was.  that you were trying to do. If it's affordable housing, we have the ability to do that already. And there's zoning ordinances that you can input in these areas that you have identified that would make affordable housing just probably not popular."
11_05_2019,affordable housing,"But we've heard here [TIME] that at least for some, that's true. The unintended consequence of this ordinance, in my opinion and in the opinion of the chamber, deals with workforce. And workforce is shaped by affordable housing."
11_05_2019,affordable housing,"In [ORGANIZATION], [ORGANIZATION], we're going to have to have about 25,100 new households, about 2,600 for seniors, about 5,500, 5,600 for students. And when you look at what the benefits are that this community or other communities in [ORGANIZATION] offer to builders, offer to those who provide affordable housing, the answer is zero. And when contrasted with the regions we benchmark against, [PERSON], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, we don't have density bonuses."
11_05_2019,affordable housing,"We don't have any of those things. And those are things that can help make affordable housing actually truly affordable. When you do look at the programs that are offered by the four large cities, [ORGANIZATION] will by far list the most."
11_05_2019,housing crisis,"and we're revising this to make higher quality neighborhoods, safer neighborhoods, neighborhoods with more eyes on the [STREET], and neighborhoods that contribute to a sense of [STREET] rather than just being another any town [ORGANIZATION]. Okay. you know we have a housing crisis and we need to build more people are moving here we have over 50 people a month moving to northwest [PERSON] and so we're going to have to build closer and when you have when you build closer to one another you have to be more considerate of your neighbors um"
11_05_2019,housing crisis,"We have to be more efficient. And if you really wanna attack affordability, we need to be raising wages. And I hope that our president of the chamber will work harder to bring more high wage jobs into this community because we have a wage crisis in addition to our housing crisis."
11_05_2019,housing crisis,"And so I'm really hoping that  the builders can come to us and say, hey, these are things that we could do that would give those protections without costing as much. I've mentioned I would love to see more PZDs, so tell me what you're going to do. But I have to support protections because I also feel like I have to vote for up zones because we have such a housing crisis."
11_05_2019,affordable housing,"and i hope where there is a division that there can be some sort of bridging of a better process in the future for this sort of thing does not happen i think i think another big issue that was brought up i tell you a concern of mine now is that when we talk about affordable housing  I look at a city that has 2.6% unemployment and a 19% poverty rate. Yes, [ORGANIZATION], you're right."
11_05_2019,affordable housing,"so i get it on affordable housing in fact it was such a good house i still live in that house DATE0 on the south end of town and the [ADDRESS]. It goes to a carport. Now, was there fancier houses I could have bought back then?"
11_05_2019,affordable housing,"No, because I couldn't afford it. I had to buy what I could afford. And that's why affordable housing is so important."
11_05_2019,affordable housing,"So we need affordable housing. Stormwater issues are issues. And that needs to be addressed, and I want you all to understand this."
11_05_2019,homeless; affordable housing,"Number five. the ordinance commend chapter 159 fee exemptions of the federal unified development code to clarify that homeless shelters are exempt from building permit fees water and wastewater impact fees police and public safety impact fees and fire protection system impact fees kit Whereas presently [ORGANIZATION] exempts affordable housing projects from paying building permit fees, water and wastewater impact fees, police and public safety impact fees, and fire protection system impact fees,  And whereas recently Mayor [PERSON] became aware that homeless shelters are not exempt from paying these fees and directed staff to prepare an amendment to [ORGANIZATION] to treat homeless shelters the same as affordable housing projects with respect to the payment of permit and impact fees."
11_05_2019,homeless; affordable housing,"Now therefore, it be ordained by [ORGANIZATION], Section 1. as [PERSON] of [LOCATION], [LOCATION] hereby repeals Section 159.01b.10f.II and enacts a new section for the purpose of exempting homeless shelters from paying building permits as follows, quote, subsection double I, affordable housing and homeless shelters  construction of single-family, non-profit, multi-family supportive housing and homeless shelters, funded wholly or primarily by the federal [ORGANIZATION], non-profit service organizations such as ORG2, housing and urban development housing loans, and similar programs designed to provide affordable, owner-occupied, single-family residence to low-income individuals,  Nonprofit multifamily supportive housing and homeless shelters shall be exempted from payment of building permit fees. Section 2, that [PERSON] and [ORGANIZATION] hereby repeal Section 15902D6 and enact a new subsection for the purpose of exempting homeless shelters from paying water and wastewater impact fees as follows."
11_05_2019,homeless; affordable housing,"[DATE], affordable housing and [INSTITUTION] exemption. Construction of single-family, non-profit, multi-family, supportive housing and homeless shelters funded wholly or primarily by federal community development block grants. Non-profit service organizations such as [ORGANIZATION], housing and urban development housing loans and similar programs designed to provide affordable, owner-occupied, single-family residence to low-income individuals."
11_05_2019,homeless,Non-profit multifamily supportive housing and homeless shelters shall be exempted from payment of impact fees pursuant to this ordinance by the impact fee administrator. Section 3. That [ORGANIZATION] and [ORGANIZATION] hereby repeal Section [ZIP]-D4 and enact a new Section [ZIP]-D4 for the purpose of exempting homeless shelters from paying police and public safety impact fees as follows.
11_05_2019,homeless; affordable housing,"[DATE]. Affordable housing and [INSTITUTION] exemption. Construction of single-family, non-profit, multi-family supportive housing and homeless shelters, funded wholly or primarily by federal community development block grants, non-profit service organizations such as [ORGANIZATION], housing and urban development housing loans and similar programs designed to provide affordable, owner-occupied, single-family residence to low-income individuals."
11_05_2019,homeless; affordable housing,"Non-profit multifamily supportive housing and homeless shelters shall be exempted from payment of impact fees pursuant to this ordinance by [ORGANIZATION], Section 4. At [ORGANIZATION], [ORGANIZATION], [PERSON], hereby repeal Section 15904D4 and enact a new section for the purpose of exempting homeless shelters from paying fire protection system impact fees as follows. [DATE], Affordable Housing and [INSTITUTION] Exemption."
11_05_2019,homeless,"construction of single-family, non-profit, multi-family supportive housing and homeless shelters funded wholly or primarily by federal [ORGANIZATION] grants, non-profit service organizations such as [ORGANIZATION], housing and urban development housing loans and similar programs designed to provide affordable, owner-occupied single-family residence to low-income individuals,  Nonprofit multifamily supportive housing and homeless shelters shall be exempted from the payment of impact fees pursuant to this ordinance by the impact fee administrator. Okay. Mayor and [ORGANIZATION], this is a minor code amendment related to Chapter 159 of our [ORGANIZATION]."
11_05_2019,homeless; affordable housing,"We were working with a local nonprofit on a [INSTITUTION], and they asked if they had to pay fees, and we said yes. And we read through the code, and they technically are not exempt, although the council has exempted affordable housing. So this is really just clarifying that homeless shelters are also exempt from those impact fees."
11_05_2019,homeless,"but I was just wondering if  Well, since we've not had to do it before, we've never collected anything, and this will just ensure we will not collect anything from a [INSTITUTION]. So I don't think it really will happen very often. Okay."
11_05_2019,homelessness,"Hello everybody, I'm PERSON0. I wasn't planning on talking, and also don't want to delay things, but I just want to thank you and staff for finding these opportunities to help people in need. My family goes to church, to [ORGANIZATION], with a lot of people who live in poverty and experience homelessness, sometimes for short periods of time, sometimes for long periods of time."
11_05_2019,affordable housing,PERSON0. PERSON0. well it's a real shame that all of the people who are so concerned about affordable housing are not here to advocate on behalf of this
11_05_2019,homeless,"yes yes yes yes And in order to amend Chapter 159 fee exemptions of [ORGANIZATION] to clarify that homeless shelters are exempt from building permit fees, water and wastewater impact fees, police and public safety impact fees, and fire protection system impact fees."
11_05_2019,homeless,"[ORGANIZATION]? Yes. At [PERSON], amend Chapter 159, fee exemptions of [ORGANIZATION] to clarify that homeless shelters are exempt from building permit fees, water and wastewater impact fees, police and public safety impact fees, and fire protection system impact fees."
11_05_2019,homeless,"okay any final comments from the council i would like to note one statistic i want to be sure that we remember that when you look at the homeless population about 30 percent the homeless population of veterans about 30 percent of children so two-thirds of the homeless population that we see in this city see their veteran or child and this is one of the ways that we can help relieve a little bit of that  Need and I want to thank you all Okay, at least would you please call PERSON0 yes"
11_05_2019,homeless,"I'm wearing my flag in honor of the veterans, and I'm glad we passed the [INSTITUTION] because veterans are one of the primary recipients, hopefully, of what you all have done. So I won't see you all [ORGANIZATION] unless you're out marching around somewhere. Thanks for that reminder."
01_05_2016,affordable housing,Yes. I just want to say thank you to the developers for all your hard work to build some affordable housing that meets our [ORGANIZATION] city plan goals. I think this is a really good compromise.
01_03_2023,homeless,"Number nine, a resolution to approve a [ORGANIZATION] extension of the contract with [ORGANIZATION] in the amount of $590,789 for rehabilitation of sanitary sewer manholes throughout ORG1. Number 10, a resolution to waive competitive bidding and to authorize a [ORGANIZATION] contract between the City of ORG1 [LOCATION].  and ORG2 incorporated in the amount of 698 830 dollars to provide public transit services for federal residents with automatic renewals for up to four additional [ORGANIZATION] terms number 11 a resolution to approve a contract with [ORGANIZATION] homeless center  to provide funding assistance in the amount of $40,000 for maintenance repairs at FAC0 in [LOCATION]. [DATE], a resolution to award bid number 22-54 and to authorize contract with [LOCATION] in the amount of $1,536,980 for construction of the FAC1 restroom facilities to approve a project contingency in the amount of $139,725 and to approve a budget adjustment."
01_03_2023,homeless,"[DATE], a resolution to waive the requirements for competitive bidding and to approve a contract with [ORGANIZATION] in the amount of $113,400 for services to homeless and needy residents in [ORGANIZATION] in [ORGANIZATION]. And number 14, a resolution to approve a lease agreement with [PERSON] for the unoccupied  banquet area in the [INSTITUTION] terminal building to be used by ORG2 to conduct classes from [DATE] the first [ORGANIZATION] through [DATE] [ORGANIZATION] in the amount of $45 for [ORGANIZATION] the space is used. I'll entertain a motion to accept the consent agenda is read."
01_03_2023,affordable housing,"Our women after they finish our [ORGANIZATION] program are really struggling to find safe and affordable housing. in this community that they want to stay in, that they have flourished in. And this is gonna give them [LOCATION] to save money, build their credit, and get a little further away from their charges and their criminal background, which unfortunately causes a wide number of folks who own properties to not rent to them, especially in the safe areas we want our women to continue their recovery in."
01_03_2023,unhoused,And that's incredibly important. We we also recognize and know that we have a growing unhoused population and that's not OK for us. And so I would really like to put a friendly proposal forward that we.  uh tabled us until our [ORGANIZATION] meeting we have a conversation about how we spend the remainder of these dollars
01_03_2023,homeless,"and people who are employed, and people who don't want to become homeless, and don't want to go stand in line at the pantry line. And so I need you guys to think very broadly that this is people. These are jobs."
01_03_2023,affordable housing,"And we also, after thinking it through and speaking with some of you, we had kind of thought that we would also like to pledge, and I don't know exactly how we'd go about that, but we'd like to pledge 20% of this project to affordable housing. That's kind of something that after discussing back and forth with the partners, which I'm one of, we thought that it would help bring in for the community. After listening to you guys [TIME], we've heard multiple times people speaking of the need for affordable housing."
01_03_2023,affordable housing,"So with that being said, this is not exactly set in stone, but this is something that we kind of [TIME] that, you know, for the affordable housing to go in the back back there for [ADDRESS]. So the four units to the south would be the affordable housing. Is that correct?"
01_03_2023,affordable housing,"Well, 20% of the project. So if we got more, obviously, as developers, we'd love to have more to try to make it more feasible. But as it sits right now with 10 units would be two of them affordable housing."
01_03_2023,affordable housing,"And I've had the opportunity of visiting the property with you. Yes, sir. And so thank you so much for what you said about your commitment to affordable housing."
01_03_2023,affordable housing,"And 20% affordable housing is a start. However, we are talking about doing something, you know, it's very counter to what [ORGANIZATION] would do by lifting a tree preservation. You know, it's not incumbent upon, you know, the council or city staff to make sure that you as a developer, you know, prosper or make  profit, right?"
