date,matched_words,Deidentified_paragraph
01_23_2024,homeless,I did a Notice For Removal that I got in [ORGANIZATION] and the judge goes ahead with the trial anyway and decides she said she was going to evict me [DATE]. But so I need federal help. If there is anybody out there who knows a good federal lawyer who could help me because the federal law library everywhere is closed in [ORGANIZATION] and everywhere and I'm going to be homeless .
03_04_2019,homeless,"It starts [TIME] on [ORGANIZATION], which we are in the midst of right now, and it's going to end [TIME] on [LOCATION], so it's a quite lengthy one. A Code Blue alert is issued with forecasted temperatures in [ORGANIZATION] expected to reach 20 degrees [PERSON] or lower. The goal of 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 [DATE] 18 19 20 21 22 23 [DATE] [DATE] this notification is to make people aware of the extremely cold conditions and provide information related to health and wellness in cold weather and publicize locations of the emergency homeless shelters ."
03_04_2019,homeless,"During Code Blue alert homeless individuals can assess an emergency shelter at the following locations : FAC0, [ADDRESS], [ORGANIZATION] . [TIME] there are [TIME] to [TIME] And [ORGANIZATION], [ADDRESS], [ORGANIZATION] ."
03_04_2019,homelessness,"MR. PERSON0: Just a couple of brief comments . First of all, I'd like to thank PERSON1 and Chief PERSON2 for coming in [TIME] to talk about three important topics, homelessness , decriminalization of marijuana and the opioid crises."
03_04_2019,homeless,"The homeless problem is happening all over the country but that does not excuse us from allowing that situation to continue , but I will applaud the residents for showing the passion and caring they have for their neighborhood and that tells us a lot about the citizens of [ORGANIZATION] and how they feel about their homes and their neighborhoods and their blocks so hopefully we will do our very, very best to try to help them solve that problem . Again, as was mentioned earlier , the long-term solution is to move them, rezone the area so it doesn't happen again, but we 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 [DATE] 18 19 20 21 22 23 [DATE] really have to do right by them now as best we can."
11_02_2017,affordable housing,"Number one,residents areapparently being charged extrajusttoliveonthefirst floor,that'snumber one. Keepinmind,a fewyearsagowhenthiscompany fromNew Yorkwasgivenataxabatement thiswas supposed tobesenior affordable housing so theyhavetopayalittle bitextratolive onthefirstfloor. Theyhavetopayan extrafeetolivenexttotheelevator ."
05_24_2022,homeless,"The lack of menstrual hygiene can lead to serious health risks; and [ORGANIZATION] , in [ORGANIZATION] , 1 in 6 menstruators DATE0 live below the federal poverty level, and therefore 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 [DATE] 18 19 20 21 22 23 [DATE] 255 likely experience period poverty ; studies report that 4 in 5 have either missed class or knew someone who has because they were unable to access menstrual supplies ; and. [ORGANIZATION] , menstruators struggling with period poverty face significant obstacles to managing menstruation in a safe & dignified manner. The lack of menstrual hygiene can lead to serious health risks when they wear period products for longer than the recommended time frame or use substitutes such as socks, toilet paper, & old rags; and has been shown to directly affect menstruating youth's potential to succeed in school; and [ORGANIZATION] , period poverty is an educational , safety, public health, and behavioral health issue, but most importantly a basic human rights issue; and addressing access to period products for all people can lead to improved health, and economic opportunity for individuals and communities to thrive and reach their full potential ; and [ORGANIZATION] , local, state, and federal policies can exacerbate period poverty and equitable access to period products by imposing 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 [DATE] 18 19 20 21 22 23 [DATE] 256 sales taxes on menstrual products , not providing products in institutions such as prisons and jails, exempting menstrual products from public health benefits and poverty programs , & not making products available in public restrooms , public schools , & homeless shelters ; and [ORGANIZATION] , the [ORGANIZATION] pandemic has exacerbated period poverty as it has forced millions of people out of work & worsened socio-economic & health challenges of those struggling with period poverty ; access to menstrual products is essential to the health, mental, & economic well-being of individuals facing period poverty in overcoming and recovering from the [ORGANIZATION] pandemic ; and [ORGANIZATION] , [PERSON] is proud to have trusted community -based organizations and advocates , including [ORGANIZATION], that recognize the importance of normalizing menstruation while bringing awareness to the issue of period poverty ; and [ORGANIZATION] , [LOCATION] is designated to recognize the importance of addressing period poverty , to promote health equity across the 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 [DATE] 18 19 20 21 22 23 [DATE] 257 city and ensure the health and well-being of all people who menstruate , to thank organizations committed to resolving this fundamental issue in our state, and to encourage [PERSON]ians to support this important work by donating to product drives and organizations that collect and distribute menstrual health products for those experiencing period poverty ; and NOW, THEREFORE , the Mayor of [PERSON] and [ORGANIZATION] do hereby proclaim DATE2, as [ORGANIZATION] in [PERSON] ."
09_03_2024,homeless,"He got called back and he's a brave police officer that should be working in [ORGANIZATION] . I spoke about the homeless , lack of crosswalks throughout the school districts , talked about a curfew. And, you know, I told her it does work in [PERSON]."
09_03_2024,homeless,Let's see if we could get an update from [ORGANIZATION] as to some of our neighboring communities have addressed the issue in their communities . Are we getting an influx of individual s that are coming from other communities that may have cracked down on camping out of doors? And maybe we can get that info from the task force.
09_03_2024,homeless,"[1] - 45:3 holistic [1] - 13:25 home [3] - 24:22, 27:17, 41:22 HOME [3] - 79:9, 99:1, [ORGANIZATION] [3] - 24:3, [DATE], 49:25 Homeless"
09_03_2024,homeless,"[1] - 54:10 homeless [1] - 47:6 homes [3] - 24:23, [DATE], 76:2 honest [1] - 61:10 honoring [1] - 3:20 hoopla [1] - 30:20 hoops [1] - 72:6 hope [1] - 73:21 hopefully [4] - 9:4, 32:20, 68:24, 75:6 hoping [1] - 77:24 Hopkins [1] - 8:7 Hoppy [4] - 8:4, [TIME], 8:20, [DATE] [PERSON] [1] - 87:4 hospitals [1] - [TIME] [8] - 20:11, 31:8, 64:5, 64:8, 64:9, [TIME]"
10_10_2023,homelessness,"And none of those people know how to -- I don't even know how to -- and I had a lot of legal experience . There has to be a rep, a true tenant [ADDRESS], federal rules under 24 [ORGANIZATION] SHA as a ORG1 landlord, they have a duty to prevent homelessness ."
