date,matched_words,Deidentified_paragraph
08_23_2022,homeless,"And again, just doing it for our services and really making sure that there's no one  That's that's being left out of the mix for whatever reason because we also have homeless people in that in that boat as well And transient folks as well and we want to make sure we account for that So we're looking at it a little bit differently this go-around than we did [ORGANIZATION] And we'll continue also the city manager The mayor have meetings with the county on I think a DATE1 basis"
04_27_2021,homeless; homelessness,The next item is number 43. This is Discussion and Action on a Resolution to approve a 10th Amendment to the City's DATE0 DATE1 Annual Action Plan for the Community Development Block Grant Coronavirus Phase 3 to create a COVID-19 Emergency Shelter Capacity Expansion Project to supplement [ORGANIZATION] and to create [ORGANIZATION]. Motion to approve?
04_12_2022,homelessness,"And so we're very, very excited to be able to have them as part of our civic empowerment team, which is focused on equity and access. You all are very familiar with our human services division, which is very much about the public services that we offer, addressing homelessness, mental health, substance use, food security, et cetera. And then obviously a lot of our neighborhood development programs like [ORGANIZATION] and the ORG1 public facilities  work that we do."
04_12_2022,homeless,"One volunteer that comes to mind is at [ORGANIZATION], [ORGANIZATION], she's been there for over [ORGANIZATION] and she started as a recipient of the food pantry when she went to go and ask for a food box. She loved the fact that she wanted to give back to her community so she signed up as a volunteer has been there for [ORGANIZATION] now. Even through the pandemic she she still volunteered and now she's responsible for handing out snacks and nonperishable food for our homeless."
04_12_2022,homeless,"This would be to establish a food resilience hub on [ORGANIZATION] to include a solar demonstration and a community garden. The next project that we're considering is the homeless welcome center for a cost of $950,000 with a federal cap of $1 million and a 20% match. The next one is the FAC0 expansion, which the total project cost is 1.5 million and the federal cap is 1 million with a 20 percent match."
06_22_2021,homelessness,"So we have a city of [ORGANIZATION], city of [ORGANIZATION], city of [ORGANIZATION], reaching out to you asking, what are you guys doing on fair housing? What are you folks doing on homelessness? How are you guys doing this whole thing with temporary emergency shelters?  We're very excited."
06_22_2021,homelessness,"We exist and are funded largely because of CDBG. Public services, which includes all of the funding for social service programs that I've mentioned already, including homelessness, is capped by the federal government at 15% of that total grant. So we are limited in the number of dollars that we're able to deploy to those services."
06_22_2021,homelessness,"The remainder of the funds are allocated to bricks and mortar projects that are awarded through a competitive process that you all are familiar with that measure alignment with community needs. I mention that because it's very important when we start to talk about spending CDBG dollars facility projects, we need to make sure that we are staying in alignment with the goals of this community  and the intent of the federal entitlement, which is to address vulnerabilities in our community, as I've described. [ORGANIZATION] is dedicated entirely to addressing homelessness in our community."
06_22_2021,homeless,"And you can see on the slide here, at just over a half a million dollars, you can see that it just scratches the surface in terms of the need in [ORGANIZATION]. Again, for context.  not including rental assistance, which is in essence homeless prevention. DATE0, we deployed over $10 million to address the needs of the homeless in our community."
06_22_2021,affordable housing,"And we've had a longstanding and very fruitful partnership with [ORGANIZATION] in deploying those funds. Home funds at [DATE] are dedicated to promoting affordable housing development, and it's driven largely by the goals of our regional housing plan. Next slide, please."
06_22_2021,homelessness; affordable housing,"So with those funding sources that I've mentioned, our team is charged with supplementing efforts to address homelessness,  support affordable housing solutions, stimulate economic growth in low-income communities, improve community health conditions through access to medical and mental health, promote programs that improve physical health and well-being, as well as improve access to child care and developmental education, ultimately improving quality of life specifically for the most vulnerable of all. All of that with $10.2 million.  100% of the programs that we fund, and this is what makes this funding a little different, must serve low to moderate income communities or populations of presumed benefit. And that's everyone ranging from folks that are suffering from instances of domestic violence, elderly persons, severely disabled adults, illiterate adults, persons living with AIDS, migrant farm workers, and especially and including individuals experiencing homelessness."
06_22_2021,homeless,"Thanks, [ORGANIZATION]. So next slide, please. And so first we're going to take a deeper look into our homeless and housing programs."
06_22_2021,homeless,"So as [ORGANIZATION] had mentioned, right, through these programs, we were investing about $1.[ADDRESS] to call home. And so as we kind of touched base on already, right, $1.6 million seems like a very large investment. But if we kind of compare this, right, to what we've received under the COVID CARES Act, this is only a fraction of what we put under or through homeless and housing programs through our COVID relief funds."
06_22_2021,homeless; homelessness,"And so it is for this exact reason, right? That for all areas of impact, including this one, that our department is very strategic in how we utilize those entitlement dollars to ensure that we are addressing local goals of our city. So here you'll see that there are seven components to homelessness and housing, all of which carry out functions that complement one another and in total create this continuum of impact, right, which provides stability and safety through housing options and also case management for those who are either at risk or who are literally homeless."
06_22_2021,homeless,"And so in general, right, our homeless and housing programs provide suitable housing options and a full range of supportive services for an array of vulnerable populations, right? We touched base on the seniors, persons with disabilities. We also have those who have escaped family violence."
06_22_2021,affordable housing,"So under that regional housing plan, the largest focus was on the development of additional affordable rental housing units, specifically for families around a household income of about $30,000. That's where we're seeing a growing gap in affordable housing units. And so a majority of the home funds are going to go towards housing."
06_22_2021,affordable housing,"multifamily construction, you'll see that through all of these funds, we're looking to add 282 affordable housing units. That's through rehab or development of new units. And this is a lot more than we've been able to do in the past, because in the past, we've been funding essentially 100% of every unit.  that we developed."
06_22_2021,homeless,"This will be [ORGANIZATION] that we're proposing to fund two separate programs. One of them is for homeless veterans that do not qualify for [ORGANIZATION] benefits, and the other is actually leveraging the ORG1 program where they already provide tenant-based rental assistance. And this essentially is allowing us to double the amount of ORG2 units that they're able to put out, which then frees up public housing units for those that are on the waiting list for public housing."
06_22_2021,homeless,"Could you tell me [ORGANIZATION] what were the figures for that same homeless and housing assistance? Or do you know?  I didn't have that number off the top of my head, but I can [STREET] back with you. I will tell you that it's likely very, very similar, only slightly less."
06_22_2021,homeless,"My name is [ORGANIZATION], and I'm the Director for [ORGANIZATION]. So I really just wanted to take this opportunity to thank [PERSON] and the staff of ORG1 for recommending funding for the coalition, as well as all the other homeless assistance programs that are receiving support in this [ORGANIZATION]'s actual action plan. And really to also acknowledge the...  work in this [ORGANIZATION]-long planning process that [ORGANIZATION] described [DATE]."
06_22_2021,homeless; homelessness,"I know it's been particularly difficult given the unprecedented challenges brought on by the pandemic. The coalition has served as the [ORGANIZATION] and [ORGANIZATION] lead since [ORGANIZATION], a longstanding partnership with [ORGANIZATION] in addressing homelessness in our community, administering over $3 million DATE1 homeless assistance programs. We really appreciate the support for our [PERSON] grant."
06_22_2021,homeless; homelessness,"This allows us to provide coordination activities, networking opportunities, training, and technical support for our community's homeless assistance program providers, as well as our HMIS grant, which enables us to continue providing training, technical assistance, and help and support for the numerous programs that enter client information into the database. Also, in alignment with the [ORGANIZATION]'s strategic plan, the [ORGANIZATION]'s resilience strategy, and federal strategic initiatives to make homelessness rare, brief, and non-recurring, we are very excited to launch a pilot program [ORGANIZATION] with the support of the [ORGANIZATION] to divert households from entering the homeless system altogether. This collaborative project is designed to provide solutions to households that are on the edge of homelessness and divert them from entering the system altogether."
06_22_2021,homeless; homelessness,"This exciting project, along with all of the other homeless assistance projects recommended for funding for [ORGANIZATION], will continue to reduce overall homelessness in our community. So once again, thank you to [ORGANIZATION], and thank you so much for your continued support. Thank you."
06_22_2021,homeless,"And the motion passes unanimously. The next item is number 29 and this is discussion in action on a resolution authorizing the city manager to sign all contracts, contract amendments, and related documents between [ORGANIZATION] and [ORGANIZATION] to receive  [ORGANIZATION] ORG0 funds and authorizing the Director of [ORGANIZATION] to sign all contracts, amendments, and related documents. Motion approved."
04_25_2023,homelessness,"families, workers, that they can open a bank account and therefore they cannot be part of our booming economy and help them to integrate, right? People in homelessness status or transgender has been mentioned, veterans. So I think this is for everybody in [ORGANIZATION]."
04_25_2023,unhoused,"There are many vulnerable groups in [ORGANIZATION] that are in need of municipal IDs such as unhoused people, youth in foster care systems, low income individuals, people with mental health illnesses and disabilities, and formerly incarcerated individuals reentering society in order to get back on their feet. Studies have shown that not only having an ID affects primarily black and brown individuals as they are asked to provide IDs at a higher risk than people such as myself in situations that are not really necessary such as paying a check or encountering the police. I thank you for giving the time for this discussion to happen and I hope that item 21 passes so that we can have a city that truly puts equality and inclusion first."
04_25_2023,homeless,"Municipal IDs have the potential to benefit a wide range of individuals including undocumented immigrants, homeless individuals, and transgender individuals who may face significant barriers to obtaining identification through traditional means. By providing a municipal ID, these communities can access vital services such as opening a bank account, accessing healthcare, or even simply providing their identity to law enforcement. Item 21 promotes inclusivity, supports marginalized communities, and facilitates access to important services."
04_25_2023,homeless,"You have already heard from my colleagues and the residents of [ORGANIZATION] why this community service identification is vital to be able to carry out [ORGANIZATION]-to-[ORGANIZATION] activities and how we can be a better community. It's important to mention that the creation of this community service identification would be for everyone in [ORGANIZATION], to use it as a secondary ID to which could be linked to our city services. But most importantly, it would allow [ORGANIZATION] residents who are unable to obtain a state identification due to being homeless, going through a transgender process, or a survivor of domestic violence to feel integrated and be able to access those same services."
04_25_2023,unhoused,"I read in a statement that this will also help individuals who are unhoused  It will help individuals have access to libraries, which we know currently we charge individuals in the county. We want to be able to increase the education in this community. But I think that the banking element is a really important part of this."
04_25_2023,unhoused,"I won't even be able to take them to the doctor's appointment without my ID. And so it's incredibly important that we talk about what can we do to help bring all persons, whether you're a veteran, unhoused, whether you're an immigrant, how to bring you out of the shadows so that we can make you part of our community. Sorry, I'm super loud, so I don't know if the mic is on still."
04_25_2023,homeless,"So if someone on the call can...  Kindly answer that question is how exactly that's gonna help veterans I believe we have command sergeant major [PERSON] if you could help us out with that, please Thank You representative [PERSON] are for the record [PERSON] chief military officer for the city Yeah, we've definitely experienced problems with our veterans that don't have ID cards Case in point is our homeless veterans a lot of our homeless veterans Unfortunately lose all their documentation during the time that they're homeless Well, that's through being  you know subject of a criminal event like being robbed or mugged or just through the course of their time traveling they lose all their documentation when they lose their documentation it slows the entire process down really bogs it down a lot we have to try to find them an identification just to get them their basic support services started and we don't have identification that causes problems another case in point a repatriated veteran  a deported veteran that becomes repatriated that comes back to our community wants to start a life here doesn't have an identification card it slows the process down it really hinders the issue a municipal id could definitely help we can't even seem to get them processed through ORG0 very well without an identification card so we've brought this up we've been talking with  with Miss [PERSON] and the team, the city manager, and we're looking for solutions to this."
04_25_2023,homeless; affordable housing,"Mayor [PERSON], that's a very, very good comment. Just so you know, from our position, it's always about the value added. And so when we are looking at applications not just for affordable housing, but for homeless services, for other different services that we might offer under these funds, and they're very limited, and inflation is certainly hurting,  a lot of these dollars, we look for that value added to your point."
04_25_2023,affordable housing,"We've been to that community in [ORGANIZATION], I think you're referring to, I'm not the one in [PERSON], and it's been a very, very useful experience because they have on-site job training, they have all kinds of education for their individual healthcare, but one of the things that I can add in regards to the  housing authority application is that these folks are really leaning in in regards to transportation for the clients, you know, [ORGANIZATION] income tax preparation. There's food pantry and I'm sure that their CEO can probably speak to that better than I can, but we would never just take an application where someone's just building affordable housing units or someone's just doing something, a single thing. It's all about that ballot added"
10_12_2021,homeless,"Representative PERSON0 not present. item number 30 is a public hearing on an ordinance amending title 10 alcohol prohibited in public places [DATE] you and i are backwards here yes item [DATE] is a public hearing on an ordinance amending title 10 alcohol prohibited in public places to define [INSTITUTION] possesses and possession and to add [INSTITUTION] to the area where the offense can occur chief [PERSON], Mayor and also Assistant Chief PERSON2."
10_12_2021,homeless,"If we could go to the next slide, please. So the purpose is to improve the quality of life for residents and persons experiencing homeless in and around homeless shelters by reducing nuisances related to drinking and... The next few slides are going to be by City Attorney [PERSON]."
10_12_2021,homeless,"This section functions similarly. Under [ORGANIZATION], the legislature gave us the authority to prohibit open containers and the consumption of alcohol within 1,000 feet of a [INSTITUTION] or substance abuse treatment center. This pertains to public streets, alleys, and sidewalks  and it doesn't attempt to control other spaces."
10_12_2021,homeless,"[ORGANIZATION] slide, please. This slide points out that the [ORGANIZATION] code specifically limits us from further regulating open containers beyond the CBD, the central business district, and areas around homeless shelters, substance abuse treatment centers, and around the streets, sidewalks, and alleys. [ORGANIZATION] slide, please."
10_12_2021,homeless,"[ORGANIZATION] slide, please. Now we're looking at a definition for [INSTITUTION] and possession or possesses to the ordinance. [INSTITUTION] would be defined to mirror the language found in the TAVC and will read  a supervised publicly or privately operated shelter or other facility that is designed to provide temporary living accommodations to individuals who lack a fixed, regular, and adequate residence."
10_12_2021,homeless,"Possesses or possession is going to be a definition familiar to law enforcement and to city prosecutors alike from our state's penal code. The definition will read, actual care, custody, control, or management. And our last addition to the ordinance is the functional language making it unlawful to possess an open container or consume alcohol within 1,000 feet of a [INSTITUTION] outside of [ORGANIZATION] on public streets, alleys, sidewalks, or pedestrian ways."
10_12_2021,homeless,"The addresses of the shelters listed were received through [ORGANIZATION] and may not encompass all shelters throughout the city due to some confidential locations for vulnerable populations. An example of this would be [ORGANIZATION]. If the IT can click on the hyperlink, we can show you a list of the, from the homeless coalition."
10_12_2021,homeless,The maps that were showing afterwards that would be the inclusion into the current ordinance that would add the definition of homeless shelters and enforcement under the homeless shelters within a thousand feet. So this would this would add additional areas outside of the central business zone? That is correct sir.
10_12_2021,homeless,"This comes to us through the TAVC code, sections 109.35 and 109.36. Those two statutes give cities the ability to regulate open container consumption of alcohol in those specific places pointed out, the central business districts of the cities  within 1,000 feet of homeless shelters or substance abuse treatment centers. And as you also saw it foreclosed, there's a possibility of implementing other regulation on open container."
10_12_2021,homeless,"And this is probably another obvious question, but this would not discriminate between somebody carrying an open container that would either be a, a, a, a, a, a, a, a, a, a, a, a, a, a,  somebody that would be at a [INSTITUTION] or a resident that would live a block or across the [STREET] from a [INSTITUTION] that had an open container it would not discriminate anybody that had an open container could would commit an offense with this. That's correct. There would be no difference between a local resident and  who would be in violation of this ordinance and a person who's utilizing a [INSTITUTION]."
10_12_2021,homeless,"They were getting a lot of traffic from homeless in those surrounding areas and so this came as a result of trying to do something responsive to their concerns. Okay. And then the Chiefs are, are y'all seeing something similar in terms of some of some of these disruptions in the neighborhoods arriving these areas from your officers?"
10_12_2021,homeless,"Yes, sir. We're data driven. So one of the difficult things for us to present a council was the fact that  Historically, we don't capture that information on open containers near homeless shelters because it is not currently in the fence at the time."
10_12_2021,homeless,"But the data and some of the calls for service pointed towards that and we feel that this would definitely help in protecting everyone. And to be clear, the open container amendment is not targeting the homeless. It actually protects everyone, citizens, neighborhoods, homes."
10_12_2021,homeless,"homeless shelters, the employees, and the homeless themselves who are vulnerable at times. Okay. Well, I think that kind of rounds out the question."
10_12_2021,homeless,"I mean, when this discussion first was had, remember when it was brought up before, the biggest thing that struck me was the fact that  in essence outside of the central business area and if these proposed areas around these homeless centers, so pretty much it's legal within the city of [ORGANIZATION] to have an open container on any sidewalk or public [STREET]. And I was not aware of that at all and I know that there is issues or concerns about behavior related towards alcohol consumption but the fact that state law legalizes and allows for  that state law allows open container on city streets, whether that's on FAC0 or FAC1 or FAC2 is very surprising and a little bit troubling, but that's what state law is, is that correct, Chief?"
10_12_2021,homeless,"I think that if we could really just blanket the whole city with this policy, I would have no issue with it. But I don't know why we are asking [ORGANIZATION] to essentially patrol  homeless shelters. Substance abuse, addiction are very real things that our homeless community deals with."
10_12_2021,homeless,"But when someone calls my office and says, there's a homeless individual living in our alley, we don't call [ORGANIZATION], we call ORG1 or another organization that can help. And I really wish that that had been the solution here. And I have a lot of heartburn about doing this."
10_12_2021,homeless,"I think that the comment was it's up to a $500 fine for drinking outside of a [INSTITUTION]. So we're just going to be constantly finding individuals in these shelters that can't afford these fines until they're placed in jail. I mean, I don't understand how that's helping the community, but I know that we do have public comment, correct, Ms. [PERSON]?"
10_12_2021,homelessness,"And then also the shelters that we spoke to were also in favor of this. So we have, you know, spent a tremendous amount of time, especially since the start of the pandemic, addressing homelessness and expanding both the services we offer and the partnerships we have with the other providers. And like you were saying, Representative PERSON0, we do call those providers if there is a problem."
10_12_2021,homeless,My name is [ORGANIZATION]. I'm the Deputy Director for [ORGANIZATION]. And I do want to point out a couple things.
10_12_2021,homeless,"It comes with a $500 fine. As you work with the homeless, you're working with individuals that don't have the ability to pay the fine, and if there is a slim chance that they do, I'm just going to be quite blunt, they have no desire to pay the fine. Okay."
10_12_2021,homelessness,And so we don't want to create a cycle of homelessness as it relates to in and out of the county jail as an example. And I would like to suggest that we have some significant discussions with regard to the approach that we take. It could be modeled for example after the [ORGANIZATION] program and the reason I bring the [ORGANIZATION] program up to the forefront is it's focused on those that have a significant mental health diagnosis.
10_12_2021,homeless,"I mean, to me, you're targeting the homeless population. I mean, it's one, somebody got beat up. Two, you're putting out restrictions."
10_12_2021,homeless,And the other one that I'm going to talk in a few is going to be public transportation. You do not provide public transportation to the homeless population on [ORGANIZATION]. So that's three arguments that I have.
10_12_2021,homeless,"oh they have an open container is this person a resident or are they homeless before they make a decision you'll get sued for that and this ordinance  crafted to single out those who are homeless you have made exceptions for everybody else but if you're homeless you're gonna pay and then you're gonna have this unending [STREET] between somebody who's an alcoholic and is drinking going to jail spending time in jail come back is homeless drinking back in jail back and forth back and forth the cycle is not broken you take up time with police  [STREET] time, paying for people in jail, possible injuries to our officers."
10_12_2021,homelessness,This is not a solution. This only perpetrates the homelessness that we have in this community. And you are targeting.
10_12_2021,homeless,"You're going to get hit with...  lawsuits for profiling and discrimination because you have singled out a portion of our population for special enforcement and they're going to nail you to the wall the only good thing coming out of that is they won't be homeless anymore they'll have a lot of money to live on i ask that you rethink this postpone it go back and look at the issue maybe you can find something that will actually work  incarceration of the homeless never works it hasn't worked it's not going to work you got to be smarter than the rock you're trying to break so please postpone this and rethink it thank you that concludes public comment on this item mayor thank you we have represent milliner Thank You mayor chief is out owed right now currently do you know if  [ORGANIZATION] is accepting Class C violations like someone has [DATE] or outstanding traffic tickets Business  It's been currently in effect and also when we look at this ordinance in regard to the health and food buffer and all, one of the things we need to keep in mind, and I stated earlier, it's not targeting the homeless individuals. It's protecting the neighborhood, homeless shelters, the homeless individuals because they can be vulnerable. Alcohol is not allowed in homeless shelters."
10_12_2021,homeless,"If we address it at that point, no one's talking about picking up individuals and incarcerating them. They have the opportunity in a,  courtroom to state their case as well. So again, it's to protect everyone to include the homeless."
10_12_2021,homeless,"I just have a couple of questions. You mentioned, is this just to blanket homeless or you said the general public? The general public representative."
10_12_2021,homeless,"So basically it's not gonna impact anyone living on their private property or their backyard as such. This is only for the alleys, the streets and the sidewalks. Again, to make sure that this is understood clearly,  It will address anyone in the area and not just the homeless."
10_12_2021,homeless,"Actually, it protects the homeless, like I stated earlier. They're vulnerable. They also need help."
10_12_2021,homeless,"So by not being allowed, obviously, for obvious reasons into a [INSTITUTION] with alcohol, sometimes you're exploited on the outside part of the areas. And I think this is something that will assist them as well. Okay, thank you."
10_12_2021,homeless,"And although we all have training in mental health and such, this would have to be something that would have to be explored. I wouldn't be in the position to say we could go administrative on it from the beginning or make references on it. Because again, it's not just gonna be the homeless that are out there that are gonna be receiving or being addressed in regards to this ordinance."
10_12_2021,homeless,"It's gonna be other individuals that come into the area as well to familiar territory and exploiting on the homeless. Okay, thank you. You're welcome."
10_12_2021,homeless,Would there be any any again? Help me understand I guess the process from operations relating to PD if there was a call-in for inebriated person near a [INSTITUTION] or some of these institutions Would there be a decision made to send out a see it [ORGANIZATION] crew? [ORGANIZATION] crew sorry  Or would a [ORGANIZATION] unit or would it be whatever officer was available?
10_12_2021,homeless,And that would be that would be a monetary cost or that would be jail time? Like Mr. [PERSON] mentioned earlier sir it would be up to a $[ADDRESS] that would determine the additional steps after that. And that $500 would be whether or not it was somebody that was having an open container outside their own home across from a [INSTITUTION] or somebody who was homeless themselves.
10_12_2021,homeless,So then a warrant would be added. And that's outside of law control as prosecutors and outside of law enforcement's control as well. So that would be a burden for a homeless person.
10_12_2021,unhoused,"While we know that a large population of our unhoused individuals do have mental  issues with mental health, have been diagnosed with mental health, if they are not in crisis, the ORG0 team is not appropriate for them. And so, and I'm not trying to attack, I'm just trying to clarify, right? So if someone is unhoused, they're at a shelter, they're drinking, they're not necessarily in crisis."
10_12_2021,homelessness,"We would immediately contact the folks at [ORGANIZATION], typically at the ORG1 site, and they would deploy someone trained  to have a conversation with someone experiencing homelessness about what services were available and make that sort of offer to them to intervene prior to it becoming a law enforcement issue. And so we saw a lot of success with that. We're continuing to see some success with that."
10_12_2021,unhoused,"So I just, I said that I know that the county has a [ORGANIZATION] program, which is to help with recidivism, I can't say that word, recidivism, with mainly unhoused or people in mental health crisis. And I don't know if the municipal [STREET] has a program like that at all. Recidivism?"
10_12_2021,homeless,"I know that we've been working with [ORGANIZATION] to put together a homeless coalition as part of the mental health coalition. I think that they're  there could be a better program out there. And I know that, again, Representative PERSON0, your constituents are frustrated and they want something resolved, but I don't feel comfortable supporting something out of kind of fear and anger and not out of the benefit for this community."
10_12_2021,homeless; unhoused,"Thank you Mayor [PERSON]. So I don't have any questions for for staff but I do wanted to share the perspective from our district and the constituents who reached out to our office. I'm in support of this policy change, primarily because the constituents, not only constituents, but businesses, have been drastically affected by not only persons who are unhoused, but persons who live in close proximity to [INSTITUTION]."
10_12_2021,homeless,"So some of the concerns our office has heard are persons sleeping on benches who are enumerated  whether or not we cannot determine whether or not they are homeless. So what I like about this policy is that it's going to give a violation to any person, regardless of sex, gender, so it's non-discriminatory, in my opinion. However, persons who are drinking are drinking outside on public right-of-ways."
10_12_2021,homeless,"And our office, as well as [ORGANIZATION] offices, have been working with [ORGANIZATION], been working with residents to report those complaints. So again, I agree that this should not just be a policy where we respond, incarcerate, and give citations, but also to put together...  I don't know, [ORGANIZATION] program so that we can work with homeless organizations, with our community development folks, and with police, as well as our prosecutors, so that we can come up with an approach, a program. This policy is only going to help identify, help officers to identify when there is a problem on the [STREET]."
10_12_2021,homeless,"It's gonna require [ORGANIZATION] to respond, which they're already doing. [ORGANIZATION]'s already responding, ORG1 offices are already responding. And they will tell you that not all of those persons are homeless."
10_12_2021,homeless,"A lot of those persons are the same people who are not allowed to go back into their home, and they're forced to go to the [STREET] to drink because their families have essentially abandoned them. And so the problem is more than just homeless, which is why I wanted to advocate for a citywide mandate. But at this point in time, I think a pilot program is appropriate."
10_12_2021,homeless,"I commit to continuing to work with the community of providers to add more alternative Non-punitive measures to the response and possibly bringing back amendments in the near future in [ORGANIZATION] We have created non police [STREET] outreach teams in partnership with other providers and they now provide the initial response to calls about the homeless and  That program is working great. I hope that this conversation shows that my colleagues are willing to increase the funding for expanded [STREET] outreach. For now, this ordinance change provides an additional tool in the more complicated cases that the [STREET] outreach teams are now not able to address."
10_12_2021,homeless,"I would hate for a policy change that has the support of residents, neighborhoods, the business community, the police, and the homeless shelters themselves,  It is rare to have everyone on board die here because of opposition from colleagues who were not involved in crafting it. Thank you, Mayor [PERSON]. Is there anybody else that has any other comments?"
10_12_2021,homeless,"So, okay, well, I have, it's still a, what? Anyways, I do have a concern that even though it's not discriminatory in practice, it basically sends out a net that would,  affect anybody within the buffer area of a [INSTITUTION] most homeless shelters and other institutions like that are located in some of those vulnerable and disenfranchised communities and neighborhoods that we have in our city the kind of neighborhoods and the kind of places where having a misdemeanor on there for outside drinking would not be something that would be easily attainable to hire a lawyer or to pay off  Um, and so I have some concerns. I also recognize, too,  the the concerns from the neighborhood and neighborhood associations as well i too agree with you represent representatives it would be great to have more members of this council be involved in crafting this i think your office was made aware of it"
