city,article_title,article_date,article_source,city_source,paragraph_text,keywords_matched,original_count,processed_count,was_shortened,used_sentence_method,segment_count,segment_index
buffalo,"House Homeland Security Committee Hearing ""Every State is a Border State: Examining Secretary Mayorkas' Border Crisis."" Testimony by David Bier, Associate Director, Immigration Studies, CATO Institute",2023-02-28T00:00:00Z,"Congressional Documents and Publications (Federal Information & News Dispatch, Inc.)",The Buffalo News,"The inability to board lawful transportation options to the U.S. border creates treacherous conditions for travelers. The combination of homelessness and governmental indifference toward crimes against migrants in Mexico has created the ideal environment for all manner of predation. Abductions of migrants number in the tens of thousands annually, according to Mexicos National Human Rights Commission. n80 Rapes of migrant women in Mexico are common, underreported, and rarely investigated. n81 All these factors mean that many migrants cross in need of urgent medical attention, and Border Patrol policies force them to cross in areas with the fewest resources.",homelessness,5,5,False,True,1,0
buffalo,Subscribe to our newsletter for free,2022-02-21T00:00:00Z,Newstex Blogs,The Buffalo News,"Speaking of waste, a new report documents thefailures of the states 421-a tax break program19for real estate developers and landlords. In theory, the program promotes the development of affordable housing. In reality, it largely benefits the real estate industry.",affordable housing,34,3,True,True,1,0
buffalo,Berkshire Hathaway Inc Annual Shareholders Meeting - Final,2022-04-30T00:00:00Z,FD (Fair Disclosure) Wire,The Buffalo News,"UNIDENTIFIED PARTICIPANT Manufactured housing is still stuck at 10 -- 9 or 10 of all new single-family housing starts. And the reason is because of that discriminatory action on the financing, Zoning and thats why CrossMod created, because now, were having great success now with Zoning. Because when they see this, they go, Yes, we need affordable housing, and were fine.",affordable housing,3,3,False,True,1,0
buffalo,Berkshire Hathaway Inc Annual Shareholders Meeting - Final,2022-04-30T00:00:00Z,FD (Fair Disclosure) Wire,The Buffalo News,"Wealth disparity has never been greater. And right outside my hotel window here in Omaha is a homeless encampment, an all-too-familiar sight in American cities. We dont have a free economy.",homeless,7,3,True,True,1,0
buffalo,Veterans' Affairs Secretary Wilkie Interviewed at the National Press Club's Newsmaker Lunch,2019-11-08T00:00:00Z,Financial Market Regulatory Wire,The Buffalo News,"Because if we just focused on the last tragic act in a veterans life this would be another report that serves as a doorstop for those doors over there. So, I have asked us to take a deep dive into mental health, into addiction and into homelessness. That tragic continuum that leads to so many tragedies.",homelessness,6,3,True,True,1,0
buffalo,Buffalo not enforcing its fair housing law,2018-07-05T00:00:00Z,Newstex Blogs,The Buffalo News,"In response to a Freedom of Information request, the city provided records for just four complaints, none of them complete. Several cases were abandoned after the person who filed the complaint lost touch with HOME, or, in one instance, became homeless. Findings of discrimination, when they do come, take almost three times longer, on average, than the 120 days the law allows.",homeless,159,3,True,True,1,0
buffalo,Economic Collapse Continues Uninterrupted,2021-04-24T00:00:00Z,Dissident Voice,WBFO,"ftn10 ABC News goes further in April 2021 and says11 that the post-pandemic economy will include higher prices, worse service, longer delays._ftn11 Homelessness in the U.S. is also increasing COVID-driven loss of jobs and employment income will cause the number of homeless workers to increase each year through 2023. Without large-scale, government employment programs the Pandemic Recession is projected12 to cause twice as much homelessness as the 2008 Great Recession. Over the next four years the current Pandemic Recession is projected to cause chronic homelessness to increase 49 percent in the United States, 68 percent in California and 86 percent in Los Angeles County. The homeless include the homeless on the streets, shelter residents and couch surfers. emphasis added, January 11, 2021 Perhaps ironically, just Two blocks from the Federal Reserve, a growing encampment of the homeless13 grips the economys most powerful person Federal Reserve Chairman Jerome Powell.","homeless, homelessness",136,5,True,True,2,0
buffalo,Economic Collapse Continues Uninterrupted,2021-04-24T00:00:00Z,Dissident Voice,WBFO,"Relentless disinformation about the economy wont solve any problems or convince people that they are not experiencing what they are experiencing. Growing poverty, hunger, homelessness, unemployment, under-employment, debt, inequality, anxiety, and insecurity are real and painful. They require real solutions put forward by working people, not major owners of capital concerned only with maximizing private profit as fast as possible.","homeless, homelessness",136,3,True,True,2,1
buffalo,Judge Rules Buffalo PD Shouldn't Have Fired Actual Good Cop Cariol Horne,2021-04-14T00:00:00Z,Wonkette,WBFO,"My vindication comes at a 15-year cost, but what has been gained could not be measured, she saidAfter she was fired, Horne worked odd jobs, mostly recently as a truck driver. Shes even lived out of her car, which means she was homeless. The moral arc might bend toward justice but too many lives are broken along the way.",homeless,49,3,True,True,1,0
buffalo,New York City Council votes to prohibit businesses from using facial recognition without public notice,2020-12-10T00:00:00Z,VentureBeat,WGRZ,"Businesses found selling data will face fines of 5,000. In this aspect, the bill falls short of Portland, Oregons recently-passed ordinance regarding biometric data collection, which bans all private use of biometric data in places of public accommodation, including stores, banks, restaurants, public transit stations, homeless shelters, doctors offices, rental properties, retirement homes, and a variety of other types of businesses excepting workplaces_. Its scheduled to take effect starting January 1, 2021.",homeless,27,3,True,True,1,0
buffalo,TEGNA Partners in Make A Difference Day to Unite Volunteers Across the Country,2015-10-20T00:00:00Z,Business Wire,WGRZ,"KARE in Minneapolis, MN will help Minneapolis Recreation Development Inc. by making meals and assembling items, such as blankets and hats, for the local homeless community",homeless,1,1,False,True,1,0
buffalo,STATE-BY-STATE,2015-11-20T00:00:00Z,Dayton Daily News (Ohio),WGRZ,"DISTRICT OF COLUMBIA Deputy Mayor Brenda Donald said the city will soon clear a grassy stretch near the Kennedy Center where homeless people have erected dozens of tents since spring, The Washington Post reported.",homeless,1,1,False,True,1,0
buffalo,STATE-BY-STATE News from across the USA,2015-11-20T00:00:00Z,USA Today,WGRZ,"District of Columbia Deputy Mayor Brenda Donald said the city will soon clear a grassy stretch near the Kennedy Center where homeless people have erected dozens of tents since spring, The Washington Post reported.",homeless,1,1,False,True,1,0
buffalo,How a stadium can benefit the community,2022-01-26T00:00:00Z,Newstex Blogs,WGRZ,"CBAs across the country The first CBAs were driven by labor unions, according to Goldstein, who became involved with the movement as a labor organizer in Milwaukee. In recent years, he said, CBAs have expanded to address broader community needs, such as affordable housing, education and health equity. This is not just, you know, labor unions thinking about how theyre going to get more jobs, he said. Its also engaging the community in a very real way to address important community needs. The Clippers CBA included benchmarks for local hiring and contracting, engaging minority- and women-owned businesses, and paying a living wage to workers during and after construction  the baseline considerations typical of most CBAs. Follow us on Facebook15, Twitter16 and YouTube17 On top of that, the Clippers - who began play as the Buffalo Braves18 between 1970 and 1978 - committed 100 million to address some of Inglewoods most pressing needs, including 75 million to start a revolving loan fund to support affordable housing projects. 12.25 million for college scholarships, tutoring, counseling and other educational programs. 6 million to improve the citys public library and build a new community center. 3 million in rental and legal assistance for people struggling to avoid eviction. 2.5 million to aid first-time homebuyers. Three-quarters of that money will seed a revolving loan fund for affordable housing projects. The rest will pay for educational programs and college scholarships, build a new library and community center, and provide assistance for renters facing eviction and aid to first-time homebuyers, among other initiatives.",affordable housing,58,13,True,True,3,0
buffalo,How a stadium can benefit the community,2022-01-26T00:00:00Z,Newstex Blogs,WGRZ,"They committed to a first source hiring program, ensuring job opportunities would be offered to local, low-income communities, including those displaced by the project. The agreement also included an affordable housing component, as well as commitments to using local contractors and leasing commercial space to local businesses. Further, the developers agreed to fund a study of the surrounding communitys parks and recreation facilities and commit 1 million to improving them.",affordable housing,58,3,True,True,3,1
buffalo,How a stadium can benefit the community,2022-01-26T00:00:00Z,Newstex Blogs,WGRZ,"The teams owner avoided a legally binding CBA but agreed to invest more than 40 million in parks, a job center, housing and social programs. In 2018, Nashville officials agreed to pay for a 275 million stadium for the citys new Major League Soccer team with a CBA that provides for affordable housing and a childcare facility on the development site, as well as retail spaces for local artisans and small businesses at a reduced rental rate. All those projects involved public subsidies.",affordable housing,58,3,True,True,3,2
buffalo,Gates of Vienna News Feed 1/18/2021,2021-01-19T00:00:00Z,Gates of Vienna,WGRZ,"Vijaya Gaddes comments to employees were leaked to the right-wing activist group Project Veritas, and a Twitter spokesperson confirmed the video is authentic. Beyond de-amplification, we are going to conspiracy theories we are going to be permanently suspending those accounts, Gadde says in the clip.155 US Capitol Goes on Lockdown After Fire Breaks Out in Nearby Homeless Camp156 The United States Capitol went on lockdown Monday morning as a fire broke out in a nearby homeless camp. Metropolitan Police Department spokeswoman Alaina Gertz told the Daily Caller News Foundation Monday that the capitol went on lockdown as a result of a fire in a homeless camp. The fire has been put out and there are no injuries, Gertz said.157 Video Exclusive Film Crew Releases Never Before Seen Footage of 2017 Inauguration Riots158 Chicago, Illinois Documentary film crew releases dramatic, never before seen footage of the 2017 Inauguration riots.",homeless,290,5,True,True,1,0
buffalo,Council considers action on fair housing law,2018-08-01T00:00:00Z,Newstex Blogs,WGRZ,"If we find out something is not being enforced or something is not staffed, it still becomes our responsibility to go back and fix the problem, said Council President Darius Pridgen, adding that the law is increasingly important as rising rents squeeze the citys supply of affordable housing. By the time this Council reconvenes in September, we will have looked into it thoroughly, Pridgen said.",affordable housing,17,2,True,True,1,0
buffalo,Buffalo lags on addressing lead poisoning,2019-05-01T00:00:00Z,Newstex Blogs,WGRZ,"The Council has initiated nothing on its own. Everybody needs to be tested, every house needs to be tested, and remediated, and that has to happen, as soon as humanly possible, said John Washington, co-director of organizing at PUSH Buffalo, which is active on the West Side promoting affordable housing and social justice. Why the delay on the citys part?",affordable housing,56,3,True,True,1,0
buffalo,Buffalo beginning to spend $331 million from the American Rescue Plan,2022-09-12T00:00:00Z,Real Estate Monitor Worldwide,WIVB,"Some of the programs are meant to expand job readiness programs, forgive overdue water bills, launch a public health initiative and provide affordable housing.",affordable housing,1,1,False,True,1,0
buffalo,Buffalo beginning to spend $331 million from the American Rescue Plan,2022-09-12T00:00:00Z,Real Estate Monitor Worldwide,WIVB,Affordable Housing Advancement Fund. An agreement between the city and Buffalo Urban Renewal Agency is in negotiations and is planned to be submitted at Tuesdays Council meeting.,affordable housing,2,2,False,True,1,0
buffalo,Buffalo beginning to spend $331 million from the American Rescue Plan,2022-09-12T00:00:00Z,Real Estate Monitor Worldwide,WIVB,"The agency will administer 16.3 million in American Rescue Plan funds to seed an affordable housing trust that would leverage the citys 12 million HOME funds and other private sources for the construction of new, affordable permanent housing for low and moderate income families and persons with disabilities, and improvements to existing housing as well as transitional housing units for displaced residents and their families. Up to 2 million will be available to help renters, including residents of Buffalo Municipal Housing Authority facilities who have been affected by the pandemic and struggle with rent payments.",affordable housing,2,2,False,True,1,0
buffalo,Buffalo snow storm: How many people died in 2022 winter weather?,2022-12-27T00:00:00Z,The Deseret News,WIVB,"Per The Associated Press, Storm-related deaths were reported practically nationwide, including at least eight killed in crashes in Missouri, Kansas and Kentucky. A woman fell through Wisconsin river ice, and there was a fatal fire at a Kansas homeless persons camp.",homeless,2,2,False,True,1,0
buffalo,Gates of Vienna News Feed 6/13/2018,2018-06-14T00:00:00Z,Gates of Vienna,WIVB,"Turns out, this disastrous The about-face shows how severely the tax debate polarized Seattle, pitting some politicians and city residents against big employers like Amazon, Starbucks Corp. andNordstrom Inc. It also reflects the depth of divisions about how best to deal with growing homelessness in West Coast cities where wealth, spurred by technology companies and other fast-growing businesses, has raised the cost of living, pushing more people into poverty and homelessness. Think about the logic of this You want to help the homeless, so you put a tax on the thing that would help homeless people the most  a job. And in the course of doing so, you also add to the cost of creating jobs for everyone else too.66 8 Bulgarians Raped a 13-Year-Old Girl in Germany67","homeless, homelessness",186,4,True,True,1,0
buffalo,"Jihad Report - September 16, 2016",2016-09-18T00:00:00Z,Newstex Blogs,WIVB,"A couple of years ago the folks in Wyoming able to hold off a program there. Montana couldnt quite manage it and now has homeless refugees90 in Missoula. Rutland91, VT citizens are working hard to turn back the plan to bring Syrians to their city.","homeless, affordable housing",348,3,True,True,2,0
buffalo,"Jihad Report - September 16, 2016",2016-09-18T00:00:00Z,Newstex Blogs,WIVB,"If your town is gleefully building low income housing, be ready for refugees! Buffalo has been a long-established refugee site but gee, not enough affordable housing so now some are suggesting bringing in prefabricated housing can you say refugee camp127? From WIVB Buffalo128 BUFFALO, N.Y. WIVB-","homeless, affordable housing",348,3,True,True,2,1
buffalo,"Thomas F. Gilbane, Jr.'s Gilbane: Black Professionals Association Charitable Foundation Recognizes Gilbane Building Company Leader Aaron Jones as Emerging Legend May 25, 2024",2024-05-26T00:00:00Z,News Bites - People in Business,WKBW,"Gilbane Development Co. has opened Atworth, a 451-unit transit-oriented affordable housing community in College Park, Md. The developer secured a 56.3 million low-rate construction loan originated by Amazons Housing Equity Fund.",affordable housing,2,2,False,True,1,0
buffalo,"Thomas F. Gilbane, Jr.'s Gilbane: Black Professionals Association Charitable Foundation Recognizes Gilbane Building Company Leader Aaron Jones as Emerging Legend May 25, 2024",2024-05-26T00:00:00Z,News Bites - People in Business,WKBW,"Back in 2021, Amazon pledged to invest more than 2 billion through its Housing Equity Fund in creating affordable housing. The firm poured 124.4 million in transit-oriented housing to build 1,060 units in the states of Maryland and Washington. Amazon also provided 16 million in construction financing for Gilbanes Sovren - a 293-unit transit-oriented affordable-housing community in Hyattsville, Md.",affordable housing,3,3,False,True,1,0
buffalo,"Thomas F. Gilbane, Jr.'s Gilbane Building Company Celebrates Groundbreaking on Adventure Africa Phase III: Rhino Habitat at Milwaukee County Zoo May 07, 2024",2024-05-08T00:00:00Z,News Bites - People in Business,WKBW,"March 08 Gilbane Development Companys mixed-use affordable housing community, Atworth College Park, receives Green Globes Certification",affordable housing,1,1,False,True,1,0
buffalo,"Thomas F. Gilbane, Jr.'s Gilbane Building Company Celebrates Groundbreaking on Adventure Africa Phase III: Rhino Habitat at Milwaukee County Zoo May 07, 2024",2024-05-08T00:00:00Z,News Bites - People in Business,WKBW,February 28 Gilbane Designing Affordable Housing in an HGTV World,affordable housing,1,1,False,True,1,0
buffalo,"Thomas F. Gilbane, Jr.'s Gilbane Building Company Celebrates Groundbreaking on Adventure Africa Phase III: Rhino Habitat at Milwaukee County Zoo May 07, 2024",2024-05-08T00:00:00Z,News Bites - People in Business,WKBW,"The affordable housing sector provides much-needed services to its residents, but it has not been known for its cutting-edge design. While a growing number of new construction and redevelopment projects have featured creativity and higher-quality finishes, many affordable developers still equate design with extras that will blow the budget.",affordable housing,2,2,False,True,1,0
buffalo,Scripps announces Give Light Awards winners,2019-02-07T00:00:00Z,PR Newswire,WKBW,"This award goes to an individual or team who best demonstrated how they meaningfully serve a community on behalf of the company. Gargaro raised more than 15,000 for a local soup kitchen and shelter through sales of her Recipes to the Rescue cookbook. Honorable mention Cynthia Newsome, anchor at KSHB in Kansas City, Missouri, for the non-profit program she founded, Awesome Ambitions.",soup kitchen,17,3,True,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,Project at 950 Broadway Features 28 Affordable Housing Units and Free Head Start Child Education Program,affordable housing,1,1,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Governor Kathy Hochul today announced the ribbon cutting for the Eckhardts building in East Buffalo. The 13.5 million project, by Cedarland Development LLC, renovated and converted a 50,000-square-foot, vacant and underutilized building at 950 Broadway into a mixed-use development, featuring 28 affordable housing units and a free Head Start child education program. The building has been unused for 18 years, with portions of the building being vacant for decades. The renovated structure brings new life to the former retail store-turned-office building near one of the most visible intersections in East Buffalo. Governor Hochul previously announced 950 Broadway LLC was chosen with 10 other transformational projects in Buffalos Broadway-Fillmore neighborhood as part of a 10 million Downtown Revitalization Initiative award.",affordable housing,5,5,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Buffalos Broadway-Fillmore neighborhood, with a relatively dense stock of largely historic commercial buildings, was a DRI winner in Round 5. Located in East Buffalo and one of the citys oldest neighborhoods, the neighborhood is the focus of Buffalos plan for a downtown investment, with a vision of creating special urban places, key park spaces, retail-oriented streets, improved neighborhood connections, bike and pedestrian connections, streetscape improvements, and public realm improvements. Building on this momentum, Buffalo aims to encourage more redevelopment of vacant structures, provide better connections between anchors and amenities through greenspace, increase affordable housing opportunities, and enhance the streetscape.",affordable housing,3,3,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Additionally, the project was awarded a 427,150 grant for the buildout of the daycare facilities through the Department of States Round 5 Downtown Revitalization Initiative for the Broadway Fillmore neighborhood. New York State Homes and Community Renewal HCR provided 2.1 million in construction and permanent financing toward the affordable housing portion of the project through its Small Building Participation Loan Program. The Community Preservation Corporation CPC provided a 7.8 million construction loan, as well as a 3.2 million State Of New York Mortgage Agency SONYMA-insured permanent loan financed through its partnership with the New York State Common Retirement Fund.",affordable housing,6,3,True,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Governor Hochul is committed to addressing New Yorks housing crisis and making the state more affordable and more livable for all New Yorkers. As part of the FY25 Enacted Budget, the Governor secured a landmark agreement to increase New Yorks housing supply through new tax incentives for Upstate communities, new incentives and relief from certain State-imposed restrictions to create more housing in New York City, a 500 million capital fund to build up to 15,000 new homes on State-owned property, an additional 600 million in funding to support a variety of housing developments statewide, and new protections for renters and homeowners. In addition, as part of the FY23 Enacted Budget, the Governor announced a five-year, 25 billion Housing Plan, to create or preserve 100,000 affordable homes statewide. More than 40,000 homes have been created or preserved to date.",housing crisis,4,4,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"New York Secretary of State Walter T. Mosley said, The States Downtown Revitalization Initiative is all about building on existing community assets to create a walkable, amenity-rich experience for residents to live, work and recreate. Eckhardts is a great example of this program at work - what was once a vacant and dilapidated property will now provide much-needed affordable housing, childcare and other quality-of-life amenities.",affordable housing,2,2,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Erie County Executive Mark C. Poloncarz said, The Eckhardts building in Buffalos historic BroadwayFillmore neighborhood is experiencing new life after decades of disuse, returning to its role as a centerpiece for the area in its new role as a home to 28 affordable housing units and a free Head Start child education program. This is a terrific reuse of the building and a smart way to help families and individuals access affordable housing that is near to other amenities and close to downtown. I thank Cederland Development for investing in the BroadwayFillmore neighborhood, Governor Hochul for her focus on expanding affordable housing in our community, as well as my fellow board members at the Erie County Industrial Development Agency for approving a significant adaptive reuse tax incentive package to spur this important development forward.",affordable housing,3,3,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"ECIDA President and CEO John Cappellino said, The ECIDA is pleased to partner with Cedarland Development on the Eckhardts Building, a transformational project that is a great example of our successful Adaptive Reuse program. The adaptive reuse of vacant, underutilized buildings is vital to the redevelopment of areas of our community that have experienced generational disinvestment. On behalf of our Board of Directors, I congratulate Cedarland on the beautiful revitalization of this historic building, bringing affordable housing and fee day care services to the community.",affordable housing,3,3,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"City of Buffalo Mayor Byron W. Brown said, I am pleased to see all the new developments coming to the Broadway area of East Buffalo between Fillmore and Broadway. The Eckhardts affordable housing complex will add an additional 28 affordable units to this area. My administration is proud to have contributed over 400,000 to this project. Less than a month ago we opened the Apartments at Lyceum in this area featuring 42 affordable housing units. The Eckhardts affordable housing complex will add to that. I thank Governor Hochul for working closely with My Administration to significantly improve this area.",affordable housing,6,6,True,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Western New York Community Preservation SVP and Regional Director Andrew DAgostino said, As a mission driven lender and investor, CPC is proud to see Cedarland Development Group breathe new life into a long-vacant structure in East Buffalo. The new Eckhardt Lofts project will help meet the neighborhoods vital need for affordable housing and community-based services and be a catalyst for continued revitalization. My thanks to Governor Hochul and her teams at HCR and ESD, to Cedarland Development Group, and to Comptroller DiNapoli and our partners at the CRF for their dedication and commitment to our shared mission of meeting the unique housing needs of the Buffalo community.",affordable housing,3,3,False,True,1,0
buffalo,Governor Hochul Announces Ribbon Cutting for Eckhardts in East Buffalo,2024-08-13T00:00:00Z,Targeted News Service,WNY,"Fillmore District Council Member Mitch Nowakowski said, The transformation and adaptive reuse of the Eckhardts building at 950 Broadway is a testament to the power of thoughtful renovation and the value of mixed-use structures in revitalizing our communities. By breathing new life into this historic space, we are not only preserving East Buffalos rich architectural heritage but also creating vital opportunities for affordable housing and early childhood education. We are deeply grateful to Governor Hochul and New York State for their unwavering support and investment, which made this transformative project possible. This collaboration exemplifies how strategic investments in renovation and mixed-use development can drive lasting, positive change in our neighborhoods.",affordable housing,4,4,False,True,1,0
buffalo,"Family Promise of WNY Receives $300,000 Grant From the KeyBank Foundation - the Largest Gift in the Organization's History",2024-11-20T00:00:00Z,ACCESSWIRE,WNY,"Grant will fund capacity building for a second emergency family shelter site in Buffalo. Projected to open in 2027, the new shelter site will more than double Family Promises ability to serve the Erie County family homeless population.",homeless,2,2,False,True,1,0
buffalo,"Family Promise of WNY Receives $300,000 Grant From the KeyBank Foundation - the Largest Gift in the Organization's History",2024-11-20T00:00:00Z,ACCESSWIRE,WNY,"NORTHAMPTON, MA  ACCESSWIRE  November 20, 2024  Family Promise of WNY, an emergency family homeless shelter, has received a KeyBank Foundation Grant for 300,000 over the next three years. The grant, the largest gift in the organizations history, is targeted for capacity building as Family Promise of WNY is in the initial stages of building a second emergency family shelter site in Buffalo. Projected to open in 2027, the new shelter site will more than double their ability to serve the Erie County family homeless population. The grant will support the addition of two key positions at the organization - a Housing Specialist who will provide more targeted intervention to assist homeless families securing permanent housing and a Development Director to help grow the organizations fiscal position.",homeless,4,4,False,True,1,0
buffalo,"Family Promise of WNY Receives $300,000 Grant From the KeyBank Foundation - the Largest Gift in the Organization's History",2024-11-20T00:00:00Z,ACCESSWIRE,WNY,"Family homelessness is at crisis levels in our community right now. On any given night, there are over 100 families who need a space in shelter - but there are simply no spaces for them.",homelessness,6,2,True,True,1,0
