created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text
2024-12-01T18:24:13.000Z,nashville,,,,True,,"RT [USER]: all of the ORG0 [DATE] designs are live, with any [ORGANIZATION] proceeds [ORGANIZATION] going to ORG2"
2024-12-01T17:36:54.000Z,,,,,False,homeless,"all of [ORGANIZATION] designs are live, with any [ORGANIZATION] proceeds [PERSON] going to ORG2 in [ORGANIZATION]

[URL] [URL]"
2024-12-01T14:03:09.000Z,Ohio,,,,False,homeless,PERSON0 Have you ever been to [PERSON]?  He’s clearly not qualified to be Mayor either. I was their during his mayorship and I couldn’t believe how many homeless walking the streets.
2024-12-01T05:58:23.000Z,South Wales,,,,True,,"[ORGANIZATION]: I’ve been a war protestor, progressive organizer, water protector, congressional campaign director, women’s rights &amp; radi…"
2024-11-29T13:30:01.000Z,"South Bend, IN",,,,False,homeless,[ORGANIZATION]-based [ORGANIZATION] was founded to help farmers and the thousands of homeless organs in the East African country. [PERSON]
2024-11-28T16:38:27.000Z,"7 Sunscreen St, Chronos Island",,,,True,homeless,"RT [USER]: #[PERSON]: A [ORGANIZATION] family served [ORGANIZATION] dinner to more than 100 homeless people [LOCATION], and are planning on helping ev…"
2024-11-28T16:30:12.000Z,"Mishawaka, IN",,,,False,homeless,"#[PERSON]: A [ORGANIZATION] family served [ORGANIZATION] dinner to more than 100 homeless people [LOCATION], and are planning on helping even more DATE2!

[LOCATION]"
2024-11-28T05:58:14.000Z,"7 Sunscreen St, Chronos Island",,,,True,,"[PERSON]: The purchase by the city should allow the long-planned, frequently-opposed project to move forward. [URL]"
2024-11-28T05:00:18.000Z,"South Bend, IN",,,,False,,"The purchase by the city should allow the long-planned, frequently-opposed project to move forward. [URL]"
2024-11-28T00:45:06.000Z,"Mishawaka, IN",,,,False,homeless,"Turning heartbreak into hope, a [ORGANIZATION] family is honoring their daughter's memory by feeding the homeless [ORGANIZATION].
READ MORE: [URL] [URL]"
2024-11-27T21:05:20.000Z,"South Bend, IN",,,,False,,"The purchase by the city should allow the long-planned, frequently-opposed project to move forward. [ORGANIZATION]"
2024-11-27T14:08:02.000Z,United States,,,,False,homeless,Group behind new low-barrier [INSTITUTION] in [ORGANIZATION] embarks on next steps [URL]
2024-11-27T11:32:03.000Z,"South Bend, Indiana",,,,True,,"RT [USER]: Plans for a new 'FAC0' call for laundry facilities, a commercial kitchen and outdoor gathering space.

 htt…"
2024-11-27T11:00:02.000Z,"South Bend, Indiana",,,,False,,"Plans for a new 'FAC0' call for laundry facilities, a commercial kitchen and outdoor gathering space.

 [URL]"
2024-11-26T17:24:37.000Z,"Mishawaka, IN",,,,False,homeless,"The deal to build a new homeless intake center in [ORGANIZATION] is close to completion.
[URL]"
2024-11-23T03:44:09.000Z,USA,,,,False,,"[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [URL]
Ikibatsi mutual net."
2024-11-21T08:29:39.000Z,"South Bend, IN",,,,False,homeless,"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION] 

#[PERSON]"
2024-11-20T22:12:57.000Z,,,,,False,homeless,"[USER] [USER] Notice how liberals fastidiously avoid the homeless, illegals, and blacks they say they love so much.  The [ORGANIZATION] sent PERSON1 to [PERSON].  Now isn't that special.  Guess where PERSON2 lived when he was in [ORGANIZATION]?  Hint:  not on FAC0 or FAC1."
2024-11-20T03:57:09.000Z,United States,,,,False,,[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [ORGANIZATION]
2024-11-19T15:00:39.000Z,"Mishawaka, IN",,,,False,,"[ORGANIZATION]'s [ORGANIZATION] and [ORGANIZATION] Mayor [PERSON] (D) discuss hot topics in the city including how the City of [ORGANIZATION] would handle President-Elect PERSON2's immigration policies, along with FAC0.

[URL]"
2024-11-16T20:37:27.000Z,,,,,False,homeless,"[USER] My favorite thing [ORGANIZATION] did when he was mirror in [ORGANIZATION], [ORGANIZATION] was cover the city in lime bikes that the homeless could throw in the river. Brilliant guy. 

Maybe if he’s president we can have lime bikes for the homeless to throw around all over the [PERSON]!"
2024-11-13T18:24:27.000Z,,,,,True,,"[ORGANIZATION]: I’ve been a war protestor, progressive organizer, water protector, congressional campaign director, women’s rights &amp; radi…"
2024-11-12T02:51:42.000Z,,,,,False,,"[USER] PERSON0 Yeah, about PERSON1...: [URL]"
2024-11-07T15:14:58.000Z,Indiana,,,,False,homeless,"I WANT THE [ORGANIZATION], I WANT THE PROPERTY_ I AM POSITIONED TO CONDEMN ALL OF SOUTH BEND OVER IT&gt; welcome to Judgement - im baby goddess of war, thats what ""angel"" you screwed over, raping me and making me homeless (dv survivor- healthcare worker)"
2024-11-06T14:44:40.000Z,"New Orleans, LA",,,,False,,"We're excited to announce the financial closing of FAC0 in [ORGANIZATION], [PERSON], our first transaction in connection with [ORGANIZATION]; [ORGANIZATION] program. The new construction development will provide 72 units for seniors at 60% [ORGANIZATION]. [URL]"
2024-11-06T05:35:57.000Z,,,,,True,,"[ORGANIZATION]: I’ve been a war protestor, progressive organizer, water protector, congressional campaign director, women’s rights &amp; radi…"
2024-11-05T21:29:32.000Z,United States,,,,True,,"[ORGANIZATION]: I’ve been a war protestor, progressive organizer, water protector, congressional campaign director, women’s rights &amp; radi…"
2024-11-05T21:14:01.000Z,"South Bend, Indiana, USA",,,,False,"homeless, homelessness","In honor of [ORGANIZATION] [DATE] in [ORGANIZATION], [ORGANIZATION] will donate $2 for every burger sold in [ORGANIZATION] to support our programs to end youth homelessness in our community!

Visit The ORG1 in central [ORGANIZATION] at [ADDRESS]. [URL]"
2024-11-05T16:17:22.000Z,"Los Angeles, CA",,,,False,,"[USER] [USER] My point is [ORGANIZATION]'s a piece of shit Republican light politician. this was the city of [ORGANIZATION], when [ORGANIZATION] was mayor - it has FUCK ALL to do with the governor of [PERSON] 
[URL]"
2024-11-05T06:26:03.000Z,"Los Angeles, CA",,,,False,,"[USER] [USER] HE WAS THE MAYOR. HE CALLED FOR THE SWEEPS. READ THE ARTICLE
[URL]"
2024-11-05T06:21:14.000Z,"Los Angeles, CA",,,,False,"homeless, unhoused","[USER] [USER] Read about how he treated homeless people in [ORGANIZATION] when he was the mayor - destroyed their possessions under ""nuisance laws"" during [ORGANIZATION] in [ORGANIZATION] when there weren't enough shelter beds to accommodate the unhoused population
[LOCATION]"
2024-11-05T06:09:38.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] [USER] address how he treated homeless people in [ORGANIZATION] without pretending being a wealthy gay man who adopted children makes him a saint
[LOCATION]"
2024-11-05T05:46:05.000Z,"Los Angeles, CA",,,,False,,"[USER] [USER] Read it all bitch 
[LOCATION]"
2024-11-05T05:40:02.000Z,"Los Angeles, CA",,,,False,homeless,[USER] [USER] shut the fuck up man. this guy pretended he knew fucking eight languages. he doesn't. Look up how he treated homeless people in [ORGANIZATION] during [ORGANIZATION] in [ORGANIZATION]. he destroyed their possessions and put them on the streets when there weren't enough shelter beds for them
2024-11-05T05:39:04.000Z,"Los Angeles, CA",,,,False,homeless,[USER] [USER] at pretending to be a human being? He's a fucking piece of shit. Look up how he treated homeless people in [ORGANIZATION]
2024-11-03T03:00:02.000Z,"Mishawaka, IN",,,,False,homeless,"Local organizations teaming up and camping out to raise awareness and collect donations for those who are homeless in [ORGANIZATION]. [USER] has more on the seventh DATE0 ""Sleep-Out for the Homeless""
[URL]"
2024-11-01T11:00:24.000Z,"Long Island City, New York",,,,False,,"[ORGANIZATION], a #nationwide #nonprofit #provider of affordable #multifamily #housing for older #adults, held a ground-breaking #ceremony for FAC0 in [ORGANIZATION], [PERSON].

[URL]"
2024-10-29T03:39:12.000Z,,"Mishawaka, IN",United States,city,False,homeless,URGENT: ‘Save Them All’? [ORGANIZATION] to Animal Abusers—Take Action DATE0! [URL] [USER]
2024-10-29T03:39:02.000Z,,"Mishawaka, IN",United States,city,False,homeless,URGENT: ‘Save Them All’? [ORGANIZATION] to Animal Abusers—Take Action DATE0! [URL] [USER]
2024-10-26T13:39:04.000Z,,,,,True,homeless,"RT [USER]: PERSON0 Picture from when [PERSON] bulldozed over homeless encampments as the mayor of [ORGANIZATION], [PERSON]. [PERSON]…"
2024-10-26T13:38:35.000Z,,,,,False,homeless,"PERSON0 Picture from when [PERSON] bulldozed over homeless encampments as the mayor of [ORGANIZATION], [PERSON]. Clearly, Democrats love destroying the few possessions belonging to the homeless. [URL]"
2024-10-26T00:00:09.000Z,"Mishawaka, IN",,,,False,"housing crisis, affordable housing","[ORGANIZATION] is tackling the affordable housing crisis with a new initiative. 🏠 
[URL]"
2024-10-23T02:13:25.000Z,"Chicago, IL",,,,True,affordable housing,"RT [USER]: Sixplexes are one building type in FAC0, an affordable housing project currently under construction on [ORGANIZATION]'…"
2024-10-23T00:35:00.000Z,"South Bend, Ind.",,,,False,affordable housing,"Sixplexes are one building type in FAC0, an affordable housing project currently under construction on [ORGANIZATION] east side [URL]"
2024-10-22T04:14:52.000Z,,,,,True,,"[ORGANIZATION]: I’ve been a war protestor, progressive organizer, water protector, congressional campaign director, women’s rights &amp; radi…"
2024-10-21T21:10:05.000Z,"Tenafly, NJ",,,,True,,"[ORGANIZATION]: Thank you, [ORGANIZATION], for coverage of [ORGANIZATION]'s groundbreaking ceremony in [ORGANIZATION] and for conveying the importance of a…"
2024-10-21T21:10:02.000Z,"Tenafly, NJ",,,,True,,"[ORGANIZATION]: Thank you, [ORGANIZATION], for coverage of [ORGANIZATION]'s groundbreaking ceremony in [ORGANIZATION] and for conveying the importance of a…"
2024-10-21T21:09:57.000Z,"Tenafly, NJ",,,,True,,"[ORGANIZATION]: Thank you, [USER], for coverage of [ORGANIZATION]'s groundbreaking ceremony in [ORGANIZATION] and for conveying the importance of afforda…"
2024-10-21T14:05:46.000Z,"Mishawaka, Indiana",,,,False,affordable housing,"What a fun time celebrating [ORGANIZATION] at their [PERSON]. The laughs were endless, but the impact is even greater—proceeds from the event will help provide affordable housing and strengthen our community. [URL]"
2024-10-21T04:31:47.000Z,"Mishawaka, IN","Mishawaka, IN",United States,city,False,homeless,"This song is dedicated to all who are struggling, the disabled, the homeless, the lgbtq community, and everyone around the world that is suicidal or lost someone or a pet.. I want to tell all of you that I love you and everything will be ok..

[URL]"
2024-10-21T01:26:56.000Z,,,,,False,"homeless, homelessness",[USER] Ran GPE0 into a shit.  hole. High crime and homelessness. Taxes went through the roof. Don’t be a hypocrite
2024-10-20T04:33:48.000Z,"South Bend, IN",,,,False,homeless,"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION]

#SouthBend"
2024-10-17T12:41:47.000Z,,,,,False,homeless,[USER] [USER] It’s a [TIME] attempt to salvage [ORGANIZATION] presidential run because republicans know they are losing. [ORGANIZATION] is not a “sanctuary city” because we can’t barely get sanctuary for our own homeless people.
2024-10-15T16:29:21.000Z,"Indiana, USA",,,,False,"homeless, homelessness","[USER] I'd chose ol ""Mayor [PERSON]"" and ask him why he decided to screw up the traffic patterns in [ORGANIZATION] with his screwed up round abouts on [ORGANIZATION] and FAC0 instead of the poverty and homelessness issues that only got worse during his administration."
2024-10-15T14:45:33.000Z,"South Bend, IN",,,,False,affordable housing,"Proceeds from the event will help [ORGANIZATION] continue to provide affordable housing and build community, organizers say. [URL] [URL]"
2024-10-15T10:30:02.000Z,"Mishawaka, IN",,,,False,,"[PERSON] approved tax breaks for developers during their meeting [ORGANIZATION] [TIME].

[URL]"
2024-10-15T02:05:57.000Z,"South Bend, IN",,,,False,homeless,"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION]

#SouthBend"
2024-10-14T22:49:57.000Z,"South Bend, IN",,,,False,homeless,"3535 [ORGANIZATION] ([ORGANIZATION])
[PERSON] 135

Unwanted Person

Caller advising of a homeless person sleeping on the property. The person has been asked to leave multiple times. 

#[PERSON]"
2024-10-14T21:50:39.000Z,,,,,True,,[PERSON]: [PERSON] and ORG2 partnered to serve breakfast to those in need. [PERSON]
