date,matched_words,Deidentified_paragraph
11_29_2018,affordable housing,"I commented extensively in my comments that are on the record, and you've already heard what some of the main points are, why this design does not meet the criteria. I wanted to talk a little bit about how expensive it is to build affordable housing [ORGANIZATION]. When I was a housing consultant and worked on several complexes that still exist [LOCATION] in [ORGANIZATION], I  I had a straightforward no-furls approach."
11_29_2018,affordable housing,"What I tried to do was roll up my sleeves, look at all the requirements, make sure that before I moved a project forward that it moved forward, that it met all the requirements. And I guess I feel not very good that this project has taken so long, that there's been so many meetings with teams of lawyers where neighbors have been accused as [ORGANIZATION] when we really support an affordable housing project and would love to see one that is at an appropriate scale. Okay."
11_29_2018,affordable housing,"under the criteria are not inconsistent with those federal standards so thank you sorry thank you and next we have PERSON0 PERSON1 good [TIME] if you'd like to go ahead and start sir you may uh mr mayor [PERSON] i'm PERSON3 i live two blocks from the project site i've lived in this neighborhood since [ORGANIZATION] both as a renter and as an owner  I support the development of scale-compatible, bona fide affordable housing in my immediate neighborhood."
11_29_2018,affordable housing,"First, the development...  fails to meet multiple mandatory review criteria in the community design guidelines and in the alphabet historic district. Secondly, the proposal and the record, while making repeated references to the project as being affordable housing, includes no protections to ensure that the result will be anything other than full frontal market rate rental housing. The [ORGANIZATION] should take steps to immunize itself and the public from being party to a bait-and-switch scenario wherein the [ORGANIZATION] is baited to overlook dubious design and massing aspects of the proposal because the proposal might supply affordable housing."
11_29_2018,affordable housing,"In [ORGANIZATION]'s development cost environment, delivering affordable housing depends on access to significant public subventions. And despite multiple applications for these by the developer, these subventions have yet to be forthcoming for this project. Because the project's history of difficulties in securing the necessary public subventions, there's a very good chance that the project will be switched to the type of market rate workforce housing, which the market is already supplying in quantity in this neighborhood."
11_29_2018,affordable housing,"In short, we'd get an incompatible building which fails to deliver affordable housing, a worst of both worlds outcome. The [ORGANIZATION] could immunize itself and the public against such a bait-and-switch outcome by requiring the applicant, as a condition of approval, to enter into a recorded long-term affordable housing restrictive use agreement prior to the issuance of a building permit. Such agreements are a common feature of this world of affordable housing where they serve to align promises and outcomes."
11_29_2018,affordable housing,"We have two additional concerns. We worry that the units built under the appellation of affordable housing will not remain that [STREET]. There is nothing in my knowledge that would prevent the owners from converting it to market rate housing down the line, as you so eloquently articulated."
11_29_2018,affordable housing,"Second, I wanted to also emphasize that many of us, including [ORGANIZATION], have been advocates for affordable housing for [ORGANIZATION]. For myself, I'm coming up on DATE1 of housing advocacy, including when I worked for the city, working on the project [ORGANIZATION] that became a national model for...  for citing special needs housing and is still the outstanding model in this country and is one of the things I'm proudest of in my life. And finally, this doesn't relate specifically to the criteria but to the purpose of the historic districts."
11_29_2018,affordable housing,"Good [TIME], ladies and gentlemen. My name is [ORGANIZATION], and I also live adjacent to this proposed development. I'd just like to essentially support what I feel are the failure based upon the massing of this project and also the design compatibility as well as no guarantee that this will be affordable housing projects.  because a number of people have commented on the bait and switch aspect of this thing."
11_29_2018,affordable housing,"I would just like to comment briefly on, and I want to,  totally support all of those who commented in a positive [STREET] about their support for affordable housing. We've never said that. As a matter of fact, it's kind of curious that this is the third proposal on this site and the first one that has that as a catchphrase in terms of trying to attempt to get affordable  this approved."
11_29_2018,affordable housing,"And it's also like within the zip codes within the city of [ORGANIZATION], it's 30th out of 32nd in median income. So clearly there is affordable housing here. There's below market, you know, people that...  don't have the same income."
11_29_2018,affordable housing,"I would suggest that some form of  support for affordable housing in terms of assisting those rent assistance would be appropriate while we search for a credible solution to this problem, and I would love to see something there. Thank you for your testimony. Very good."
11_29_2018,affordable housing,"Well, but I'm just getting the sense from the testimony that there's a belief that this project's being allowed to go forward when it wouldn't otherwise be because of the promise of affordable housing. It's actually under the maximum FAR. Yeah, thank you."
11_29_2018,affordable housing,"My name is [ORGANIZATION]. I'm the Executive Director of [ORGANIZATION]. We're an affordable housing developer of 1,800 units across the state."
11_29_2018,affordable housing,"We introduced this project initially as affordable housing because we wanted to provide transparency to our intentions at the site. Yet our landmarks process has focused on the design and compatibility. The ideal is to provide affordable housing in a high-opportunity area that will provide access to transit, shopping, jobs, education, healthy foods and services, all while reducing the need and expense of a car."
11_29_2018,affordable housing,"These are also the policy goals of [ORGANIZATION]. We appreciate all of the comments here [ORGANIZATION] in support of affordable housing. [ORGANIZATION] has experience with adaptive reuse and upgrade of historic properties, such as what we've proposed here."
11_29_2018,affordable housing,"Before we conclude, I do want to address the requested affordability condition. I'll address it from a legal standpoint, and then [ORGANIZATION] can address it from a practical standpoint. There's been some suggestion that this affordable housing proposal has sort of colored ORG1 assessment and even, I guess, the neighbor's assessment of the design."
11_29_2018,affordable housing,"Yes. As you know, that's down the [STREET] as we secure the funding to do the affordable housing. Commissioner [PERSON]."
11_29_2018,affordable housing,"You know, our mission is to provide 100% affordable housing in what we do. I'm hesitant to commit to any level in this area. because that needs to be negotiated as the funding comes in."
11_29_2018,affordable housing,"Thank you. First of all, I want to thank you for clarifying issues or concerns or suspicions about this being a bait and switch. [ORGANIZATION] is an absolutely reputable affordable housing developer, and I think it just speaks to the level of kind of anxiety and mistrust in the community, which is sometimes well-founded, but I don't think it is in this case."
11_29_2018,affordable housing,And the first thing I'd like to do is applaud the neighborhood and the district association for their welcoming of affordable housing into their neighborhood. I want to acknowledge that. Our firm specializes in affordable housing organizations.
11_29_2018,affordable housing,"We're in front of a lot of angry neighborhood associations throughout the city, and they have been clear from the beginning of this process that they welcome affordable housing. So I just want to acknowledge that. We do have a disagreement on questions of density and scale, though."
11_29_2018,affordable housing,"And I would say that they go much further toward keeping the character of the district than leaving what we have there, which is two parking lots and the buck prairie sitting in the middle of it vacant. It is also significant, of course, that this building will have or may very well have 148 units of affordable housing. many for seniors who would benefit from proximity to [ORGANIZATION] and the services there."
11_29_2018,affordable housing,"If you vote to uphold their decision, you can be confident that you're approving a building that has already been very carefully reviewed by both city staff and dedicated volunteers. I would urge you to vote yes on this [ORGANIZATION]. Affordable housing in particular faces great challenges in assembling its funding, and that funding can very easily be jeopardized by delay."
11_29_2018,affordable housing,"We urge you to support the project that will preserve and size-lockingly retrofit FAC0, fall well within massing and unit limits allowed by the zoning, and offer 148 regulated affordable homes to [ORGANIZATION] households that desperately need them. We don't actually believe that it ever makes sense to take all of the social and human contacts out of any decision that we ever make in the public realm. We must consider that we are in the midst of an affordable housing shortage."
11_29_2018,affordable housing,"Floors allowed under the 5-[ADDRESS]. It's part of the diversity of the district and  As a city, if we continue to add delays and costs to every housing project, not to mention unduly burdening non-profit affordable housing projects, then the overall cost to [ORGANIZATION] will be tremendous."
11_29_2018,affordable housing,"And to allow this process to have neighbors be able to throw a temper tantrum and delay the creation of affordable housing, which everybody on this panel has said and everybody on this council has said that we desperately need, is contrary to our goals. I know there are lots of people all over the city who would love to have this power, but they don't. There are only a few types of neighborhoods that get to really bring these, that have the resources to do it."
11_29_2018,affordable housing,"Going to Commissioner [PERSON]'s comment earlier, whether there are any bonuses given, no, there is a bonus available, but [ORGANIZATION] staff told the developers not to even come in at the four-to-one that's allowed by right. They didn't get anywhere near that affordable housing bonus that this council... These neighbors came to this council before and asked for that area to be downzoned, and you denied it because you have different priorities."
11_29_2018,affordable housing,"So...  Through this process, through the pressure from [ORGANIZATION] and then through the three different design advice review hearings, which stretched over [ORGANIZATION], I would love to know the professional fees involved in taking your architects and your lawyers through that entire process. That's all money that's going to the cost of affordable housing that we desperately say we need. I would hope that this council would take this opportunity, one, to censure the neighbors who are bringing this, and two, to remove this ridiculous fee waiver for appeals because this behavior shouldn't be tolerated."
11_29_2018,homeless,"I'm the Executive Director at [ORGANIZATION]. For [ORGANIZATION], [ORGANIZATION] has been helping low-income seniors get into housing or stay in housing. We would urge you from that perspective of knowing how many seniors are being left struggling to find housing that they can afford to stay in and how many homeless seniors there are needing housing."
11_29_2018,affordable housing,"We would encourage you to uphold the [ORGANIZATION] approval of this project and deny the appeal. We also want to say that we have a long and strong partnership with [ORGANIZATION], who has a track record of building and managing affordable housing and making the [ORGANIZATION]-to-[ORGANIZATION] lives of the people who we serve, low-income seniors, more pleasant and gives them the ability to live independently for a longer period of time. This is, as someone earlier said, a high opportunity area."
11_29_2018,affordable housing,"The location is ideal for seniors, and the unit sizes are also ideal. [ORGANIZATION] is willing to go through and has demonstrated that they're going through lots of hoops and challenges to identify a project that's going to be visually appealing as well as provide affordable housing. and [ORGANIZATION] approved the design."
11_29_2018,affordable housing,I have lived in [ORGANIZATION] for [ORGANIZATION]. I know the area that we are just speaking of. And I think affordable housing is definitely something we need.
11_29_2018,homeless; affordable housing,"So one thing that I did hear [ORGANIZATION], though, was that we need to maybe put special conditions on this housing unit. concerning to make sure that we have affordable housing for residents, because that is a big issue in this city. As a student who lives on campus, I see a lot of the homeless problem, and it's a disgrace to our city."
11_29_2018,affordable housing,"And I think if we had more affordable housing, that we could maybe take some of those people off the [STREET]. Thank you. Thank you."
11_29_2018,homeless,"[TIME], sir. My name is [ORGANIZATION]. I'm the Executive Director of [ORGANIZATION], an agency that's been very active in providing food services and a shelter for homeless people in [ORGANIZATION], [PERSON], for [ORGANIZATION]."
11_29_2018,affordable housing,"As direct demonstration of this, [ORGANIZATION] is committed to preserving and fully renovating FAC0, which as it stands now is rapidly deteriorating. It is my opinion that all three buildings making up the redevelopment of this important site in such a resource-rich area as [ORGANIZATION] do an excellent job of directly complementing the adjacent dwellings in the community while reflecting the eclectic  nature, and the varied uses, shapes, and sizes of the buildings that make up the district as a whole. [ORGANIZATION] has an unparalleled track record of conceptualizing and delivering on mission-based affordable housing developments that became permanent resources to the communities they serve throughout [ORGANIZATION]."
11_29_2018,housing crisis; affordable housing,"They have selected a project team with [ORGANIZATION] of experience in preserving historic resources and the development of affordable housing in urban communities with a varied cast of community stakeholders. With that in mind, [ORGANIZATION] and their team have presented a project that meets historic landmark guidelines while providing an affordable housing resource in a resource-rich neighborhood for [ORGANIZATION] to come. There is a housing crisis throughout our community, as evidenced and supported by the voters for [ORGANIZATION] and the passing of [ORGANIZATION] 102."
11_29_2018,affordable housing,"But if they can come up with language that basically gets us to the same [STREET] that it's going to be,  assurance that it will be affordable housing, we would fully support that. And we also note that [ORGANIZATION], the language in the decision specifically says, I quote, approve 148 units of affordable housing. So we're just asking council to implement that."
