filename,date,paragraph,matched_words
12_01_2016_portland_meeting_minutes_combined.mp3.694d73c2-a2af-4375-b1ef-ee70ba6e71ea.Transcript.txt,12_01_2016,"Every city that does get an affordable housing bond, I would like him to match dollar for dollar on that housing bond. I'd like him to look at that very close. There's nobody that's been elected as a president who knows more about housing, building housing, development, financing than President-elect Trump.",affordable housing
12_01_2016_portland_meeting_minutes_combined.mp3.694d73c2-a2af-4375-b1ef-ee70ba6e71ea.Transcript.txt,12_01_2016,"I'm with Oregon Opportunity Network. We're a statewide association of affordable housing and community development nonprofits. I just wanted to come and thank you for this really important report and for shining the light on the affordability crisis and the stark racial disparities, the ones that are unacceptable and worsening in our city, both for rental housing and also for homeownership opportunity.",affordable housing
12_01_2016_portland_meeting_minutes_combined.mp3.694d73c2-a2af-4375-b1ef-ee70ba6e71ea.Transcript.txt,12_01_2016,"So I think that's something that we're going to have to remember, that that means that only 39% of renters actually are able to use transit or walk or bicycle. And we've got to plan for that at the same time as looking at  at housing units being big enough for families, recognising that some of the numbers are hidden in here because there's some cultures where there's a lot of people living in a single unit who actually would otherwise be homeless or in a shelter. So it's helpful to know the numbers, to see what progress we've made, and to give us even more intent to continue working until we get this.",homeless
12_01_2016_portland_meeting_minutes_combined.mp3.694d73c2-a2af-4375-b1ef-ee70ba6e71ea.Transcript.txt,12_01_2016,"There are all kinds of ways to suffer from traffic collisions. I work in social services and daily talk to families on TANF cash assistance or food stamps because a car crash has resulted injuries, lost jobs, homelessness, loss of transportation, addiction, and mental health problems. You passed a resolution to work toward Vision Zero, and I ask that you continue in that endeavor.",homelessness
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"We were, Commissioner Saltzman and I, were at the ribbon-cutting ceremony for the new Beatrice Morrow in northeast Portland. This is the first affordable housing project that is actually opened under the North Northeast Housing Strategy. So it's a great milestone for the city of Portland, but I do apologize for my tardiness.",affordable housing
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"Thank you. Carla, can you please read the first item? Item 1159, amend ordinance for interim use of the multiple unit limited tax exemption program for affordable housing in housing developments not subject to inclusionary housing to be in accord with Multnomah County modifications.",affordable housing
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"So just for some background and clarification that Matthew already covered a little bit, when inclusionary housing went into effect in February 2017, it included use of the multi-program as one of the financial incentives provided to help offset the affordable housing being included in the new construction of new developments. And in March of 2017 and then in May, the city and county adopted a rolling cap on the amount of foregone revenue available for use with the multi-program, which kept the original $3 million cap in place but allowed it to adjust to any housing surges, any cycles of development that increase during a given five-year period. And as Matthew mentioned, in March we were here before you to adopt the multi-program for use of, for projects prior to the inclusionary housing.",affordable housing
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"Women voting was not constitutional, but we addressed it. It may be a heavy lift, but for the sake of our city and our state, bold decisions need to be made and work needs to be done. We just passed a constitutional amendment for affordable housing.",affordable housing
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"The city could solve the homelessness issue, the street brawls, and the alleged need for more police all at once by asking its citizens to send 60% of their federal tax money to local causes instead of diverting it to weapons of war. The impulse to do something without a deep look at how differently it will affect democracy is the hallmark of a certain other elected leader,  who is now in the White House. Portland can do better than this, and we must.",homelessness
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"The Portland Police Force commits violence against black, trans, people of color, immigrant, and houseless community members. It comes to the aid of white nationalist groups. Portland is indeed a brand and a tourist destination.",houseless
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"I'd like to know why it is that money is being wasted on things like this, and by useless ordinances, when people are out on the streets dying on the sidewalks that are houseless. You sat here and you watched this woman cry in this very chair yesterday, and did not know what to do with her. I applaud you for going out in the hallway and talking to her.",houseless
11_08_2018_portland_meeting_minutes_combined.mp3.8fbe8f5b-63e6-40ff-9e26-6f3d4dd6c4a1.Transcript.txt,11_08_2018,"I encourage you to do that. In the country where some genius crunched the numbers, okay, of all the houseless people nationwide, you can house each and every houseless person 28 times each. My friends are literally dying on the sidewalk right now, and you're holding a meeting about this?",houseless
10_09_2019_portland_meeting_minutes_combined.mp3.2233d894-c076-4afc-bfc8-f029cac15ac4.Transcript.txt,10_09_2019,"This included a former cop, EMT, urban and forest firefighter who volunteers daily for over 60 years to help people who are houseless, including preparing meals. He delivers to our houseless neighbors living near OMSI. We have four high school search and rescue volunteer first aiders.",houseless
10_09_2019_portland_meeting_minutes_combined.mp3.2233d894-c076-4afc-bfc8-f029cac15ac4.Transcript.txt,10_09_2019,Panthers also support sensible gun laws to ban assault weapons and ban high capacity magazines. We support the Walmart boycott to end gun violence. Panthers support housing the houseless in our city and we support diversity and equity code changes.,houseless
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"That's why I wanted to cue this up, because if there's a chance that there's –  majority or better yet a consensus of the council to move forward on this I'm certainly willing to take more time on the old measure twice cut one proposition if there's simply not a majority of the council that wants to do this ever then I need to know that and that's that's an acceptable outcome though I think again the question will arise if we're not going to do this and  and we're not going to do nothing, what are we going to do to deal with the pace of demolitions and the loss of architectural character in our neighborhoods? And what are we going to do to provide funding for affordable housing? Because this is the first actual new revenue for affordable housing that we've come up with so far.",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"It's very enticing to find a new reliable source of revenue for affordable housing. By just saying that, it's indicative that actually this won't stop that many demolitions and that there will be a sizable chunk of change for affordable housing. It doesn't seem reasonable to me to pay for affordable multifamily housing by making single-family housing even more unaffordable.",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"One is a demolition of an older house to make way for affordable housing. And then we...  One of the things we've tried to encourage, we have different criteria for the applications, and one of them is how are you being innovative? So what are you doing to save time and reduce costs?",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"uh these three projects reflect the total of 409 units 20 of which will be affordable units 27 will be affordable to households at 60 percent of median family income and 55 will be affordable to households below 80 percent of median family income these projects are also located in amenity rich areas of the city which we just where we desperately need more affordable housing  Two of the projects are located in the Vancouver Williams Corridor in the Interstate Urban Renewal area, and one is in the Goose Hollow neighborhood. In addition to providing affordability, all of the projects include universal design accessibility features, and 5% of the affordable units will be fully adaptable. Additionally, the developers of all three proposed projects have entered into technical assistance contracts with experts in minority contracting.",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"Is that your intent following one year of experience with these new guidelines to do a review and come back to us with any suggestions you might have for refinement? That's correct. I think in this market in particular, it's very critical that we are constantly monitoring the effectiveness of not just the multi-program, but all of our affordable housing programs, and if there's opportunities for revisions or tweaks, that we're aware of those and tracking that possibility.",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"He's thrilled to be living in a place where the services he needs to access are close. He doesn't have to travel very far to get services. And working with one more, having a place that gives vets priority to  And just having the access to that affordable housing piece is huge, especially to our organization that works with people who are all under that stress.",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"We've worked closely with Marathon Development over the last two years on their four mixed-use projects, totaling over 300 units of apartments they'll begin building in 2016. They've been responsive to many of our requests, and they will be an asset to our neighborhood. Awarding the multi-grant Marathon has applied for is a concrete action the city can take now, which will provide 57 affordable housing units in Boise.",affordable housing
12_02_2015_portland_meeting_minutes_combined.mp3.9dc4e1b6-e6a1-4e5e-8d00-ea374b928e11.Transcript.txt,12_02_2015,"We also recognize the need for and support significant investment in a variety of affordable housing types in Boise and citywide, including single-family home ownership, home repair, housing for families, veterans, and seniors, and assistance for first-time moderate-income homebuyers. We urge the Council to vote in support of Marathon Development's multi-grant application. Thank you.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,The buildings are too high to allow sun access and the view of the sky. The purple Skyview Island has almost disappeared. The tunnel connecting the courtyard and the park is too low and will be unfriendly and encourage homeless and social problems.,homeless
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"There are already too many market rate units. In addition, there's plenty of room in the Conway Master Plan for more housing than you can imagine with the FAR that's supposed to be moved there from this site and elsewhere. Finally, you have the promise of affordable housing.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"Well, the affordable housing that's going into this program only has a 10-year commitment. So there's a 10-year commitment for affordable housing that will do harm to a 50-year square. That's not the right balance.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"The first is the ongoing disagreement about how to best solve the problem of the competing burdens that are placed on this property. The second is a series of arguments that are outside the actual legal criteria of the case, and I'd like to spend a couple minutes with those because they attempt to set up a straw man, knock them down, and claim that means something, and I'd like to talk about those four points so we can make sure they don't distract from the central issues in the case. The first is the often repeated claim, which is in the appeal, that the applicant is driven by a goal of avoiding the city's affordable housing requirements.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"Call it what you want, Portland has a housing shortage. We have a significant shortage of affordable housing, nowhere near enough to meet current or future demand. We intend to build 200 apartments right at the future streetcar stop and still leave 65% of the site open to the public.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"You already approved our multi-affordable housing proposal, and now 40 units are designated for households at or below 80% area median income. For those households, rents will be discounted 37% to 56%, representing $400 to $1,500 each month in rent. For how long would that be?",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"And while with the development we'll be extremely challenged by the lack of parking in the neighborhood, we also realize it's critical to Oregon's future to solve the housing crisis in Portland and beyond. While I'm not an expert on squares or the master plan, we support buildings that are part of the solution to the housing shortage. With a range of rents, including the inclusionary housing for families earning 80% of the Portland median family income,  The development provides options to Portlanders looking for stable housing, potentially including some of our employees.",housing crisis
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"It goes without saying the central dilemma of our affordable housing challenge is that housing costs more than local wages and have the power to buy or rent. It is a wage problem at one end. In the case of Oregon markets, a problem is strong demand for external equity and wealth on the other.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"Inevitably, it boils down to math. For us, affordable housing for our hourly workforce is our biggest concern. We frequently have more than 20 positions that we cannot fill because of lack of rentals.  but stable housing for all Oregonians will lead to community resilience and a strong foundation for our business.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"Now, you will have some issues like we're having right now because of the homeless situation. But generally, it can be managed. But I do think that it certainly opens up the neighborhood.",homeless
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"And I think the idea of opening up to the park, participating in the kind of events that would take place, I think it's very engaging. The only other comment I'd have is that, if anything, I've learned in the last couple of years –  Is any nook and cranny anywhere we can find affordable housing, we need to get it. And we need to get as much of it as we can.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"Having been charged with building out a number of master plans, I have been humbled by things called market timing, access to capital, private sector decision-making. The best of intentions, we're still going to build things out in a way that is flexible and is market-driven. And the best example of that on the negative end is how few cranes we had in the air during the recession, how difficult it was to do affordable housing.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"So I'd like to just discuss the issue for me. I mean, we were told that we need this housing, therefore the public benefit outweighs the public damage. But the affordable housing is paid for by the tax abatement, and it's on the whole building, and it's not all that affordable anyway at 80%.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"Well, I'm just on the issue. On the discussion point of view, I would agree with you, Commissioner Fritz. There is a benefit to the developer by doing the affordable housing.",affordable housing
10_12_2017_portland_meeting_minutes_combined.mp3.c37e6c92-3db6-458a-bbab-a98da870dfc9.Transcript.txt,10_12_2017,"I'm excited about the plaza. I'm happy we'll get some affordable housing. I agree with Commissioner Fritz and Fish, though, that we really do have a glut of market and luxury rate units.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"Commissioners, I'm Greg Tyson, co-chair of the Northwest District Association Planning Committee. Affordable housing and historic preservation are not mutually exclusive. We're here to tell you we support high-density housing throughout northwest Portland.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"City Council is responsible for supporting affordable housing and protecting historic resources, which is the dilemma of the case you have in front of you here today. And we believe you can balance these goals and that by doing so will ensure integrity, livability, and the continued special character of Portland. And in the context of a housing crisis that is 10 years in the making, NWDA is proud to have supported the over 3,500 new housing units that have been built in the neighborhood since 2010.",housing crisis; affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"Not directly in the approval criteria, but certainly in the way this proposal has been presented, discussed, reviewed, and considered. Discussion of affordable housing has pervaded all aspects of this case, and even in the wording of the approval, and even in just the few minutes of discussion this council has had. Well, the affordability-",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"The inclusionary housing would require that 20% of the units be at 80% of median family income. But we think that their proposal that all of them be at 60% of MFI has colored all of us, all of our perceptions of this project, and has made us...  less harsh in our judgment of it because we know that the need for affordable housing is so dire. But we are concerned that if, for example, they were unable to get funding because they have not yet secured funding, if they weren't able to get funding, that approval would be sitting there and another developer could come along and say, oh wait, we got this approval, let's build this for market rate.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"But make no mistake about it, there's not a single person that doesn't want development on that site, not a single person that's happy that the Buck Prager will be seismically upgraded and rehabilitated, and not a single person that doesn't want truly affordable housing there or affordable in the sense that it's cheaper than normal. There's more background. This is all on the record.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"They certainly disregarded their criteria in terms of scope and compatibility, and I really hope you will come out and walk this block. This is the treasure of Portland, and what is proposed there, in terms of scale and compatibility, it's a monstrosity. I support affordable housing, and the other part of my argument is, and I believe I'm allowed to say this, I think this is a bait-and-switch argument.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"We need affordable housing, and this site would be great for affordable housing. But there are no deed restrictions and there are no conditions here that would require these people to do anything other than say, we're going to give you affordable housing. They're going to give you market rate bait and switch.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"And I, as a taxpayer who believes that every neighborhood has a responsibility to provide affordable housing,  Let's make sure we can get it there. And it would be nice if it didn't look like a woman's prison, but I think it could be great, and I hope you'll stand firm and apply the law and reject this proposal and let them rework it so that it could be.  and have affordable housing in it. Thank you.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"So was there anything else that was in your email that you wanted to make sure the council is aware of? I primarily had the two arguments because having attended a number of meetings, I never really understood that they were going to push the affordable housing. And when the Landmark Commission said,  approved this, I was flabbergasted because the testimony was so strong that they were totally not meeting any of the criteria for this building.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"My historic buildings are fragile. We've testified in front of the Historic Landmarks Commission several times, and they've concurred with us time and again until it was announced that the new construction would be used for affordable housing. Nowhere in the Standards for Rehabilitation grants exceptions to the covenants based on who the tenants are.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"The standards are so restrictive, I'm not allowed to make major changes to my buildings due to their historic status. And the historic rentals are the last bastion of affordable housing in that area. My top rent for a two-bedroom is $1,650 a month.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"Okay. My name is Vicki Scree, and I live across the street in one of the Trinkman homes. I want you to know that I'm an ardent supporter of affordable housing, have been so for 40 years.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"I've worked in the field. I have been an affordable housing consultant, a housing and homeless services manager at the state, and a director of permanent supportive housing evaluation project, and have talked to a lot of – as part of my job, talked to a lot of people that live in housing. I'm asking that you reverse the HLC decision and deny the proposed design.",homeless; affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"I commented extensively in my comments that are on the record, and you've already heard what some of the main points are, why this design does not meet the criteria. I wanted to talk a little bit about how expensive it is to build affordable housing these days. When I was a housing consultant and worked on several complexes that still exist today in Portland, I  I had a straightforward no-furls approach.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"What I tried to do was roll up my sleeves, look at all the requirements, make sure that before I moved a project forward that it moved forward, that it met all the requirements. And I guess I feel not very good that this project has taken so long, that there's been so many meetings with teams of lawyers where neighbors have been accused as NIMBY when we really support an affordable housing project and would love to see one that is at an appropriate scale. Okay.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"under the criteria are not inconsistent with those federal standards so thank you sorry thank you and next we have dan anderson richard uren jessica richmond good afternoon if you'd like to go ahead and start sir you may uh mr mayor commissioners i'm daniel anderson i live two blocks from the project site i've lived in this neighborhood since 1981 both as a renter and as an owner  I support the development of scale-compatible, bona fide affordable housing in my immediate neighborhood.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"First, the development...  fails to meet multiple mandatory review criteria in the community design guidelines and in the alphabet historic district. Secondly, the proposal and the record, while making repeated references to the project as being affordable housing, includes no protections to ensure that the result will be anything other than full frontal market rate rental housing. The Council should take steps to immunize itself and the public from being party to a bait-and-switch scenario wherein the Council is baited to overlook dubious design and massing aspects of the proposal because the proposal might supply affordable housing.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"In today's development cost environment, delivering affordable housing depends on access to significant public subventions. And despite multiple applications for these by the developer, these subventions have yet to be forthcoming for this project. Because the project's history of difficulties in securing the necessary public subventions, there's a very good chance that the project will be switched to the type of market rate workforce housing, which the market is already supplying in quantity in this neighborhood.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"In short, we'd get an incompatible building which fails to deliver affordable housing, a worst of both worlds outcome. The Council could immunize itself and the public against such a bait-and-switch outcome by requiring the applicant, as a condition of approval, to enter into a recorded long-term affordable housing restrictive use agreement prior to the issuance of a building permit. Such agreements are a common feature of this world of affordable housing where they serve to align promises and outcomes.",affordable housing
11_29_2018_portland_meeting_minutes_combined.mp3.52458447-8043-4321-b488-2ccdc6d7a78b.Transcript.txt,11_29_2018,"We have two additional concerns. We worry that the units built under the appellation of affordable housing will not remain that way. There is nothing in my knowledge that would prevent the owners from converting it to market rate housing down the line, as you so eloquently articulated.",affordable housing
