created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,Deidentified_text
2024-12-30T05:28:25.000Z,,,,,False,"Top 10 States Collapsing Fastest in [ORGANIZATION] to [ORGANIZATION], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, [PERSON], [PERSON]T"
2024-12-30T04:20:21.000Z,"Maryland, USA",,,,False,Advocates decry unmet needs of [ORGANIZATION]'s homeless [URL] via [ORGANIZATION]
2024-12-30T04:10:08.000Z,,,,,True,[PERSON]: ON A MISSION: PERSON0 and his team of volunteers picked up 12 tons of trash from [ORGANIZATION] streets and a staggering 50 t…
2024-12-29T23:53:48.000Z,"Baltimore, MD","Baltimore, MD",United States,city,False,"[ORGANIZATION] was replying to the fact that homelessness increased 18%.

Is that economic progress? Oh wait, it's called being a sneering liberal"
2024-12-29T23:47:34.000Z,,,,,False,@kambrice1tv I hear we’re signing some homeless guy from [ORGANIZATION] as a starter. Paying him in crab cakes.
2024-12-29T16:48:51.000Z,,,,,False,"[ORGANIZATION]'s [ORGANIZATION] for Ineffectiveness and Lack of Support #Homelessness #Autism
[URL]"
2024-12-29T14:54:10.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T04:56:58.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T04:33:24.000Z,"Baltimore, Maryland",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T03:30:06.000Z,Pluto,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T03:10:59.000Z,"York, Pennsylvania",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T01:45:05.000Z,"Baltimore, MD",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T01:16:14.000Z,"Baltimore, MD",,,,True,"RT @ajplus: A homeless man was stabbed to death with a sword in [ORGANIZATION] by an army veteran from [PERSON].

Police are calling it a h…"
2024-12-29T00:52:20.000Z,Baltimore,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-29T00:19:27.000Z,"Seattle, WA",,,,False,"@deuceohsixx I went [ORGANIZATION] DATE0 - GPE0, [PERSON],  GPE2, [PERSON], [PERSON]...and my first big main takeaway is that you don't see rampant homelessness. 

My suspicion is that people on the [ORGANIZATION] coast look out for each other more.

But it could be perhaps because of the laid backness and grunge"
2024-12-28T23:17:01.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T23:14:34.000Z,"Baltimore, MD","Baltimore, MD",United States,city,False,So admist our homeless problem instead of putting up more shelter they spend donations putting up a park for the two missions that already exist . Do anyone see anything wrong with this problem ??? [URL]
2024-12-28T22:59:23.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T22:12:50.000Z,Studio176,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T21:34:34.000Z,Northern VA,,,,False,"'I'm gonna cry': [ORGANIZATION] saves veteran-owned pizza [STREET]   - A [ORGANIZATION] pizzeria that helps veterans and the homeless received a [ORGANIZATION] miracle [LOCATION] before it was to shutter forever.
[URL]"
2024-12-28T20:13:11.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T19:51:29.000Z,,,,,False,"After working in homeless services in [ORGANIZATION], I’ve learned that most homeless counts are mere assumptions (reference Point-in-Time (PIT)Counts) [URL]"
2024-12-28T19:45:19.000Z,"Charlotte, NC",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T19:24:40.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T19:15:17.000Z,"Florida, USA",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T19:02:34.000Z,The 410,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T18:51:12.000Z,"Chicago, IL",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T18:35:37.000Z,delaware,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T18:28:40.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T18:21:01.000Z,Maryland,,,,False,Advocates decry unmet needs of [ORGANIZATION]'s homeless [URL] via [ORGANIZATION]
2024-12-28T18:00:36.000Z,"Baltimore, MD",,,,False,"The two city-owned hotels that serve the homeless are failing [ORGANIZATION]’s most-vulnerable population, advocates allege. THE LATEST: [URL] [URL]"
2024-12-28T17:57:11.000Z,"Washington, DC",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T17:53:38.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T17:47:25.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T17:17:58.000Z,Stanford baby,,,,False,"[ORGANIZATION] 

[ORGANIZATION], I've kept track of your activities since the [ORGANIZATION] clean-up.

I was so impressed &amp; grateful with how you spoke in [PERSON] to the critical homeless.

We can now afford 
A REGULAR RECURRING AMOUNT TO 
EARLY VOTE ACTION.

Let's Go!
@EarlyVoteAction [URL]"
2024-12-28T17:13:03.000Z,304 x 410 ,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T17:11:08.000Z,,,,,False,"Do you know the more homelessness increases in a city, [ORGANIZATION] for example, the more money they get to combat homelessness? It’s like the cities failing in education. The worse schools perform the more money they get ie., [PERSON].
You tell me is there an incentive to improve or [PERSON]"
2024-12-28T17:09:58.000Z,,,,,False,"Do you know the more homelessness increases in a city, [ORGANIZATION] for example, the more money they get to combat homelessness? It’s like the cities failing in education. The worse schools perform the more money they get ie., [PERSON].
You tell me is there an incentive to improve or [PERSON]"
2024-12-28T17:08:58.000Z,410,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T17:06:36.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T17:02:46.000Z,"Is this Heaven? No, it's Iowa!",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T16:29:28.000Z,"Reno, NV",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T16:04:38.000Z,"Boulder, CO",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T16:04:00.000Z,United States,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:56:46.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:56:27.000Z,"Pennsylvania, USA",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:45:49.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:45:04.000Z,"Maryland, USA",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:39:21.000Z,United States,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:36:17.000Z,"Virginia Beach, VA",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:33:54.000Z,"⚾️bal, 🏈dal",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T15:00:37.000Z,"Columbia, SC",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:57:25.000Z,20 she/her ,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:55:59.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:53:38.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:51:55.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:48:26.000Z,"Burlington, VT",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:45:42.000Z,"Harrisburg, PA",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:33:21.000Z,Missing Hyun Soo Kim,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:32:47.000Z,Mad at baseball,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:32:46.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:32:31.000Z,"Lincoln, NE",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:31:14.000Z,Maryland,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:25:24.000Z,,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:16:21.000Z,Home,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T14:14:39.000Z,"Baltimore, MD",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T13:54:07.000Z,"Baltimore, MD",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T13:51:34.000Z,"Middle River, MD",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T13:44:44.000Z,Fort McHenry,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T13:40:23.000Z,"Maryland, USA",,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T13:19:06.000Z,410,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T13:11:37.000Z,Fire Mike Elias,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T12:58:28.000Z,The Ballpark,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T12:56:20.000Z,the end of the bar ,,,,True,[ORGANIZATION]: Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T12:31:25.000Z,Norfolk. va,,,,False,"[ORGANIZATION]'s city-owned hotels failing at serving homeless, advocates say [LOCATION]"
2024-12-28T11:20:28.000Z,Home of The MASTERS ⛳️,,,,False,"'I'm gonna cry': [ORGANIZATION] saves veteran-owned pizza [STREET]

via ⁦@Paul_Sacca⁩

A [ORGANIZATION] pizzeria that helps veterans and the homeless received a [ORGANIZATION] miracle [LOCATION] before it was to shutter forever.

@theblaze 
 [URL]"
2024-12-28T07:32:44.000Z,Brazil,,,,False,Just a friendly reminder that the homeless [ORGANIZATION] have out spent [ORGANIZATION].
2024-12-28T03:23:06.000Z,TX- USA,,,,False,"[ORGANIZATION] Is it about the richest country? 
Have you asked [PERSON], and governors of [ORGANIZATION], [PERSON], GPE2 and other Democrat run cities what did they do with the founding of over 24 billion for homeless? While they got the money, the rate have doubled. 
Giving tax cut brings more business"
2024-12-28T03:02:11.000Z,"Lahore, Pakistan",,,,True,"RT @wjz: Homeless advocates push for improved procedures in [ORGANIZATION] shelters and hotels, aiming to tackle homelessness effectively.…"
2024-12-28T00:27:48.000Z,,,,,True,"[ORGANIZATION]-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story [URL]"
2024-12-27T23:37:24.000Z,,,,,True,"[ORGANIZATION]-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story [URL]"
2024-12-27T23:30:08.000Z,Baltimore,,,,False,"Homeless advocates push for improved procedures in [ORGANIZATION] shelters and hotels, aiming to tackle homelessness effectively. [ORGANIZATION]"
2024-12-27T23:27:38.000Z,,,,,True,"[ORGANIZATION]-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story [URL]"
2024-12-27T23:21:03.000Z,"Baltimore, MD",,,,False,"City-owned hotels failing at serving homeless, advocates say | Click on the image to read the full story [URL]"
2024-12-27T21:18:00.000Z,,,,,False,"@_BlakeHabyan In large part, that is because the money that is ""spent on solving homelessness"" in [ORGANIZATION] always seems to end up in the pockets of those least inclined to use it on the homeless. 

[URL]

[URL]

[URL]"
2024-12-27T15:45:27.000Z,,,,,False,@SpecialPuppy1 I can look at a [STREET] like [ORGANIZATION] or [PERSON] or GPE2 and know it has high crime and homeless rates without needing the data. The data is the cherry on top
2024-12-27T13:52:08.000Z,"Maryland, USA",,,,False,Press Conference:  [ORGANIZATION]; [ORGANIZATION] in [ORGANIZATION]'s [ORGANIZATION]amp; [ORGANIZATION].  Taxpayers Dollars that helped purchase and launch ORG1amp; wrap around services projects here in [ORGANIZATION] City are failing some of our Homeless families
2024-12-27T11:25:12.000Z,St Charles,,,,False,"Perhaps where homeless, illegals, homicide freedom cause [ORGANIZATION] loss. [PERSON] GPE2 [PERSON] GPE7 [PERSON] GPE12 GPE13 GPE14 GPE15 GPE16 GPE17 #bansoffourbodies GPE18 GPE19 GPE20 GPE21 [PERSON]"
2024-12-27T07:16:08.000Z,Gagcity “hidden hills”,,,,False,@hardtingz I’m from [ORGANIZATION] any spitting bitch you an’t gone spit no more yall an’t hear abt the homeless lady that spit and got her shit blown off Yh ight bitch don’t spit over hurrrr [ORGANIZATION]
2024-12-27T05:50:25.000Z,,,,,False,Gonna start my own [ORGANIZATION] squid games with the homeless people
2024-12-27T05:31:39.000Z,in the aether,,,,False,"telling people in [ORGANIZATION] how much i love living in [PERSON] has been met with condescending ""how's that going for you"" mixed with change the topic and now we're talking about the homeless."
2024-12-26T23:42:03.000Z,Tibet,,,,False,"[ORGANIZATION] While [ORGANIZATION] sink into despair homelessness poverty crime...[ORGANIZATION] just opened a new GPE2 manufacturing plant with [ORGANIZATION] funding..a new [ORGANIZATION], a new modern urban rail system..BLACKS vrs Open borders??"
2024-12-26T22:18:03.000Z,"Baltimore, MD","Baltimore, MD",United States,city,False,"… at [ORGANIZATION]? That’s virtually unheard of. To say it did our hearts good to see someone go to such extremes for a homeless kitty would be an understatement.  For us, it truly ranked as another DATE1 miracle. [PERSON]"
2024-12-26T22:07:33.000Z,"Baltimore, MD","Baltimore, MD",United States,city,False,"To all who celebrated, we hope [LOCATION] brought you everything you asked for. And if you’re a homeless kitty, [ORGANIZATION] spokescat and former [STREET] cat [ORGANIZATION] hopes that’s a family and a home that cherishes you. [URL]"
2024-12-26T21:22:46.000Z,Your Box,,,,True,RT @Poorandstupid69: Enjoy this video of me rolling up the window on a homeless man in [ORGANIZATION] 👍 [URL]
2024-12-26T20:58:41.000Z,"South San Francisco, CA",,,,False,Enjoy this video of me rolling up the window on a homeless man in [ORGANIZATION] 👍 [URL]
2024-12-26T20:53:27.000Z,"Federal Hill, Baltimore",,,,False,"Picture it GPE0 [DATE] there was this homeless man that was at the corner of FAC0 and FAC1 he was always reading the same two books sometimes he would yell out lines and I vaguely remembered one he yelled out so I asked what was he reading:

 The Iliad and The Odyssey [URL]"
2024-12-26T16:01:46.000Z,"Baltimore, MD",,,,False,"Big Plans Start Here!

📍1 [PERSON], [ORGANIZATION], GPE1 [ZIP]—where opportunity meets flexibility!

Industrial? Commercial? Multifamily? Why not ALL of the above? With potential rezoning for senior or affordable housing, this property is ready for a serious glow-up.

📲 [PHONE] [URL]"
2024-12-26T01:09:25.000Z,Outer-rim of the center.,,,,True,RT @erik_powery: [ORGANIZATION] Mr. [PERSON] [URL] via @YouTube
2024-12-26T00:56:41.000Z,"Washington, DC",,,,True,"RT @[ORGANIZATION]Banner: “I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woma…"
2024-12-25T19:50:56.000Z,My mama's house,,,,True,"RT @[ORGANIZATION]Banner: “I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woma…"
2024-12-25T19:16:12.000Z,,,,,True,"RT @[ORGANIZATION]Banner: “I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woma…"
2024-12-25T19:14:06.000Z,DC | Brooklyn | Detroit,,,,True,"RT @[ORGANIZATION]Banner: “I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woma…"
2024-12-25T19:13:54.000Z,"Washington, DC",,,,True,"RT @[ORGANIZATION]Banner: “I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woma…"
2024-12-25T17:30:47.000Z,"Maryland, USA",,,,False,[TIME] and my mama #PERSON0 out there feeding the homeless in [ORGANIZATION] city. (She did the same thing [ORGANIZATION]) [URL]
2024-12-25T17:23:55.000Z,London and Mars FOLLOWBACK,,,,True,RT @SmokeThatParm: @fannyfallacy @OwenBenjamin I’m pretty sure I stumbled on to it [TIME] strolling the rough streets of [ORGANIZATION]. Back…
2024-12-25T17:18:29.000Z,"Baltimore, MD",,,,True,"RT @[ORGANIZATION]Banner: “I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woma…"
2024-12-25T17:00:09.000Z,"Baltimore, MD",,,,False,"“I am DATE0 and homeless. This is an ordeal I wouldn’t wish on anyone.” 

After losing her home, [ORGANIZATION] woman joins federal lawsuit challenging tax sale [URL]"
2024-12-25T15:05:13.000Z,"Baltimore, MD",,,,False,"Happy Holidays from [ORGANIZATION]! We’re grateful for the support of our community, partners, and volunteers who help us provide hope and healing for homeless veterans. Wishing you DATE0! #HappyHolidays #Gratitude #[PERSON] [URL]"
2024-12-25T14:44:28.000Z,Your local gloryhole ,,,,False,"@fannyfallacy PERSON0 I’m pretty sure I stumbled on to it [TIME] strolling the rough streets of [ORGANIZATION]. Back when I was too young to know better. Not sure anyone gets to leave planet [ORGANIZATION] normally but a kind hearted schizo homeless alien named [PERSON] brought me back to earth. 0 out of 10, would"
2024-12-25T11:23:15.000Z,"Florida, USA",,,,False,[ORGANIZATION] just be weird [ORGANIZATION] stole a wing from a homeless person . I hope he ain’t eat that .
2024-12-24T20:59:16.000Z,Washington DC,,,,True,[PERSON] is OPEN for [ORGANIZATION]; Policy Symposium! Join us DATE1…
2024-12-24T20:47:52.000Z,"Florida, Northern California",,,,False,"[ORGANIZATION] came early to this [ORGANIZATION] pizza shop and dropped off a [ORGANIZATION] present that will not only save a business but help feed the homeless too

[URL]"
2024-12-24T17:48:35.000Z,"Baltimore, MD",,,,False,PERSON0 You are SPOT ON.  Fare evasion is endemic in [ORGANIZATION].  We don't have the same issue of violent homeless tho.  Ours r too stoned
2024-12-24T17:01:00.000Z,West Palm Beach,,,,False,PERSON0 You buy 100 pies from the guy in [ORGANIZATION] and give to homeless
2024-12-24T16:00:21.000Z,"Montclair, NJ",,,,False,"""We could have built more."" School districts are finding huge demand for affordable housing for their teachers. From [ORGANIZATION] to [ORGANIZATION], discover how these housing efforts are taking shape: [URL] [URL]"
2024-12-24T14:51:31.000Z,United States,,,,False,"@LJS527 @JSweetLI I have slept on the subway.

Mostly in [ORGANIZATION] when I worked [TIME] shift at [ORGANIZATION].

Sleeping on the subway ≠ homeless."
2024-12-24T13:32:07.000Z,,,,,False,@ZeroBlog30 I live in [ORGANIZATION] and fellow veteran [ORGANIZATION] is a blessing since [DATE] he opened he had a pay it forward for homeless and also closes his business to serve meals to the less fortunate  God is good and karma is real
2024-12-23T23:32:33.000Z,,,,,False,@BaltCoExec Thank you for continuing to destroy [ORGANIZATION] on your [STREET] out…via lax crime policies and additional “affordable housing” projects. The FAC0 disaster should be the final nail in the coffin for northeast [PERSON] after [ORGANIZATION] of decline.
2024-12-23T21:42:31.000Z,Cripple Creek ,,,,False,"@ClownWorld_ Send the homeless to [ORGANIZATION].
Plenty of vacant houses 🏘️"
